Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
596, Bonn Americana Premium Sandwich Bourbonn Cookies Family Pack 1kg ,300.0,179.0,,,BONN,1.0,kg,1,121.0,40.33,179.0
597, Kissan Twist Sweet & Spicy Tomato Sauce 425 g ,80.0,70.0,,,KISSAN,425.0,g,1,10.0,12.5,164.71
598, Momsy 100% Natural and Premium California Almonds| Quality Badam Giri| - Badam - Bold Size (250gm) ,799.0,364.0,,,MOMSY,250.0,gm,1,435.0,54.44,1456.0
599, Cadbury Bournville Cranberry Chocolate 80 g ,110.0,99.0,,,CADBURY,80.0,g,1,11.0,10.0,1237.5
600, Funfoods Veg Burger Mayonnaise 250 g ,90.0,83.0,,,FUNFOODS,250.0,g,1,7.0,7.78,332.0
601, Haldiram's Ready to Eats ( Combo Pack ) 1800 g ,640.0,640.0,,,HALDIRAM'S NAGPUR,1800.0,g,1,0.0,0.0,355.56
602, Momsy Premium Roasted & Salted Jumbo Size Pistachios Nut | Pista Dry Fruit | Super Crunchy (250gm) ,599.0,456.0,,,MOMSY,250.0,gm,1,143.0,23.87,1824.0
603," GHASITARAM'S Punjabi Halwai Diwali Special Mawa Peda Kesari with Free Plated Coin, 200gms ",350.0,269.0,,,GHASITARAM'S,200.0,gms,1,81.0,23.14,1345.0
604, Aarambh Muesli Fruit and Nuts 750 g ,480.0,240.0,,,AARAMBH,750.0,g,1,240.0,50.0,320.0
605, Britannia Jimjam Cream Biscuits 92 g ,25.0,23.0,,,BRITANNIA,92.0,g,1,2.0,8.0,250.0
606, Bikaji Moong Dal 200 g ,60.0,49.0,,,BIKAJI,200.0,g,1,11.0,18.33,245.0
607, Kellogg's Chocos Crunchy Bites 24 g ,10.0,10.0,,,KELLOGG'S,24.0,g,1,0.0,0.0,416.67
608, Mother's Recipe Mango Pickle 500 g ,149.0,74.0,,,MOTHER'S RECIPE,500.0,g,1,75.0,50.34,148.0
609, Kellogg's Moons & Stars Chocos 24 g ,30.0,30.0,,,KELLOGG'S,24.0,g,1,0.0,0.0,1250.0
610, Kellogg's Corn Flakes With Real Almond & Honey 300 g ,199.0,185.0,,,KELLOGG'S,300.0,g,1,14.0,7.04,616.67
611," Food Library The Magic of Nature Assorted Snacks Chocolate Diwali Gift Hamper Basket For All Occasions, 20 G (Set Of 15) ",1200.0,850.0, Imported ,,FOOD LIBRARY THE MAGIC OF NATURE,20.0,g,15,350.0,29.17,2833.33
612, LuvIt Luscious Choco Spread | Smooth & Delicious | Made with Cocoa | Pack of 1 - 310g ,249.0,176.0,,,LUVIT,310.0,g,1,73.0,29.32,567.74
613, Act II Classic Salted Instant Popcorn 90 g ,35.0,32.0,,,ACT II,90.0,g,1,3.0,8.57,355.56
614, KitKat Dessert Delight Rich Chocolate Fudge 150 g ,170.0,145.0,,,KIT KAT,150.0,g,1,25.0,14.71,966.67
615, Cadbury Dairy Milk Silk Roast Almond Chocolate 58 g ,85.0,79.0,,,CADBURY,58.0,g,1,6.0,7.06,1362.07
616, McCain Smiles 415 g ,135.0,114.0,,,MCCAIN,415.0,g,1,21.0,15.56,274.7
617, Saffola Yummy Masala Oodles 184 g (Pack of 4) ,100.0,84.0,,,SAFFOLA,184.0,g,4,16.0,16.0,114.13
618, McVitie's Oat Cookies 120 g ,50.0,25.0,,,MCVITIE'S,120.0,g,1,25.0,50.0,208.33
619, Wai Wai Masala Delight X-press Instant Noodles 330 g ,104.0,52.0,,,WAI WAI,330.0,g,1,52.0,50.0,157.58
620," Kesar Sweets| Special Rajasthani Paneer Sweet Ghevar in Beautiful Lehariya Gift Box- 300g, Pure Desi Ghee Mithai, Homemade Sweets Gifts Pack for Family, Friends & Staff ",597.0,499.0,,,KESAR,300.0,g,1,98.0,16.42,1663.33
621, Unibic Butter Cookies 75 g ,30.0,27.0,,,UNIBIC,75.0,g,1,3.0,10.0,360.0
622, Yoga Bar Dark Chocolate + Cranberry Muesli 400 g ,359.0,179.0,,,YOGA BAR,400.0,g,1,180.0,50.14,447.5
623, Lal Sweets Mysore Pak Signature 400g (Pack Of 1) || Made With Pure Desi Ghee || Mysuru Pak ,699.0,399.0,,,LAL,400.0,g,1,300.0,42.92,997.5
624, Delight Foods Original Agra Kesar Dry Petha 350g Indian Sweets Mithai ,217.0,140.0,,,DELIGHT FOODS,350.0,g,1,77.0,35.48,400.0
625, Britannia Treat Coconut Creme Wafers Biscuit 55 g ,50.0,25.0,,,TREAT,55.0,g,1,25.0,50.0,454.55
626, Veeba Eggless Mayonnaise 100 g ,45.0,35.0,,,VEEBA,100.0,g,1,10.0,22.22,350.0
627, Haldiram's Nagpur Boondi 200 g ,52.0,48.0,,,HALDIRAM’S NAGPUR,200.0,g,1,4.0,7.69,240.0
628, Unibic Milk Cookies 500 g ,160.0,76.0,,,UNIBIC,500.0,g,1,84.0,52.5,152.0
629, Ram Bandhu Mixed Pickle 1 kg ,260.0,130.0,,,RAM BANDHU,1.0,kg,1,130.0,50.0,130.0
630, Britannia NutriChoice Hi-Fibre Digestive Biscuits 150 g ,50.0,46.0,,,BRITANNIA,150.0,g,1,4.0,8.0,306.67
631, Wrigley's Doublemint Peppermint Classic Gum 13 g ,10.0,10.0,,,WRIGLEY'S,13.0,g,1,0.0,0.0,769.23
632, Cadbury Fuse Chocolate bar 45 g ,40.0,36.0,,,CADBURY,45.0,g,1,4.0,10.0,800.0
633," 90's mill Mixture Namkeen, Homemade and Ready to Eat, Spicy Namkeen, Namkeen And Snacks, 300GM ",599.0,225.0,,,90'S MILL,300.0,gm,1,374.0,62.44,750.0
634, Trimurti King's Premium Frozen Sweet Corn 1 kg ,200.0,110.0,,,TRIMURTI KINGS,1.0,kg,1,90.0,45.0,110.0
635, Alpino Chocolate Peanut Butter Smooth 1 KG ,479.0,359.0,,,ALPINO,1.0,kg,1,120.0,25.05,359.0
636, Cornitos Peri Peri Nacho Crisps 55 g ,35.0,28.0,,,CORNITOS,55.0,g,1,7.0,20.0,509.09
637," Taste Good Karela Biscuits High Fiber, Tasty and Healthy Sugar Free Snacks, 400 g - Pack of 4 ",208.0,177.0,,,TASTE GOOD,400.0,g,4,31.0,14.9,110.62
638, Wingreens Farms Cheesy Sauce 450 g ,199.0,87.0,,,WINGREENS FARMS,450.0,g,1,112.0,56.28,193.33
639, Haldiram Bhujiawala Bhujia Namkeen Snacks For Satisfying Hunger- 800 gm ,300.0,199.0,,,HALDIRAM BHUJIAWALA,800.0,gm,1,101.0,33.67,248.75
640, Snac tac Instant Tomato Soup 13 g ,15.0,7.0,,,SNACTAC,13.0,g,1,8.0,53.33,538.46
641, Ching's Secret Sweet Corn Veg Instant Soup 13 g ,10.0,10.0,,,CHING'S SECRET,13.0,g,1,0.0,0.0,769.23
642, Haldiram's Nagpur Moong Dal 200 g ,55.0,48.0,,,HALDIRAM’S NAGPUR,200.0,g,1,7.0,12.73,240.0
643, Bikaji Tana Tan Aloo Bhujia 200 g ,60.0,49.0,,,BIKAJI,200.0,g,1,11.0,18.33,245.0
644," Aakash Namkeen Ratlami Sev With Kali Mirch, Ajwain And Laung 900g ",260.0,260.0,,,AAKASH NAMKEEN,900.0,g,1,0.0,0.0,288.89
645, Knorr International Mexican Tomato Corn Soup 50 g ,70.0,50.0,,,KNORR,50.0,g,1,20.0,28.57,1000.0
646," Yogabar Fruit & Nut Muesli 700g | Healthy Protein Breakfast Cereal | Added Cranberry & Apricot with Seeds, Dry Fruits & Whole Grains | High in Iron & Fiber | 100%Vegan & No Preservatives ",499.0,349.0,,,YOGABAR,700.0,g,1,150.0,30.06,498.57
647, Dukes Creme 4 Fun Cream Biscuits 450 g (Pack of 3) ,70.0,70.0,,,DUKES,300.0,gm,3,0.0,0.0,77.78
648, LuvIt Loca Chocolate Caramel with Nougat Bars| Pack of 2 - 815 g Each ,840.0,648.0,,,LUVIT,815.0,g,2,192.0,22.86,397.55
649, Sams Tomato Ketchup 1 kg ,140.0,70.0,,,SAMS,1.0,kg,1,70.0,50.0,70.0
650, KOPIKO Cappuccino Coffee Candy - World's No 1 Coffee Candy - Pocket Pack -504g (24+1 Units X 6 Pieces in Each)(Pack of 1 ) ,240.0,240.0,,,KOPIKO,1.0,na,1,0.0,0.0,
651," Nutella Hazelnut Spread, 350 Gm Imported ",453.75,375.0, Imported ,,NUTELLA,350.0,gm,1,78.75,17.36,1071.43
652, Act II Golden Sizzle Instant Popcorn 90 g ,36.0,33.0,,,ACT II,90.0,g,1,3.0,8.33,366.67
653, Lal Sweets Diwali Special Royal Delight 400g || Made With Fresh Cashew Nuts||Pure Desi Ghee Mysore Pak||Kaju Mithai || Diwali Sweets || Diwali Gift ,750.0,399.0,,,LAL,400.0,g,1,351.0,46.8,997.5
654, Polo Mint 2B Rings 12 g ,5.0,5.0,,,POLO,1.0,na,1,0.0,0.0,
655, Top Ramen New Masala Instant Noodles 480 g ,108.0,73.0,,,TOP RAMEN,480.0,g,1,35.0,32.41,152.08
656, Hershey's Exotic Dark Blueberry & Acai Flavoured Center Chocolate 100 g ,160.0,106.0,,,BROOKSIDE,100.0,g,1,54.0,33.75,1060.0
657, Pickwick Strawberry Creamy Wafer Biscuits 75 g ,60.0,30.0,,,PICKWICK,75.0,g,1,30.0,50.0,400.0
658, Haldiram's Nagpur Bhel Puri 150 g ,60.0,55.0,,,HALDIRAM’S NAGPUR,150.0,g,1,5.0,8.33,366.67
659, Punjabi Ghasitaram Halwai Holi Special Sugarfree Dryfruit NutKhut Mithai Box (200gms) ,499.0,407.0,,,GHASITARAM'S,200.0,gms,1,92.0,18.44,2035.0
660, Safal Frozen Sweet Corn 500 g ,100.0,76.0,,,SAFAL,500.0,g,1,24.0,24.0,152.0
661, LuvIt Luscious Dark Love Delights-Heart Shaped Dark Chocolate| Pack of 2 - 180g Each ,600.0,288.0,,,LUVIT,180.0,g,2,312.0,52.0,800.0
662, Cadbury Chocobakes Cookies 12.5 g (Pack of 12) ,80.0,74.0,,,CADBURY,12.5,g,12,6.0,7.5,493.33
663," BTW Dodha Special Barfi (Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ",250.0,220.0,,,BTW,200.0,g,1,30.0,12.0,1100.0
664," LuvIt Choco Spread | Smooth & Delicious | Made with Cocoa | Best for Chocolate Bread, Cakes, Shakes, Dosa, Roti | Pack of 5 - 310g Each ",1245.0,529.0,,,LUVIT,310.0,g,5,716.0,57.51,341.29
665, Lal Sweets Diwali Special Kaju Katli 200g ( Pack Of 1) | | Pure Desi Ghee| | Sweets| | Kaju burfi| | Diwali Sweets Box || Sweets Gift ,449.0,249.0,,,LAL,200.0,g,1,200.0,44.54,1245.0
666, Lawrence Mills Corn Flakes 500 g ,135.0,99.0,,,LAWRENCE MILLS,500.0,g,1,36.0,26.67,198.0
667, McCain Chilli Garlic Potato Bites 420 g ,150.0,135.0,,,MCCAIN,420.0,g,1,15.0,10.0,321.43
668, Cadbury Dairy Milk Fruit & Nut Chocolate 80 g ,90.0,83.0,,,CADBURY,80.0,g,1,7.0,7.78,1037.5
669," Cadbury Dairy Milk Milk Chocolate, 160 Gm ",340.0,280.0, Imported ,,CADBURY,160.0,gm,1,60.0,17.65,1750.0
670, Act II Butter Lover's Microwave Popcorn 33 g ,27.0,25.0,,,ACT II,33.0,g,1,2.0,7.41,757.58
671, Safal Frozen Green Peas 1 kg ,240.0,135.0,,,SAFAL,1.0,kg,1,105.0,43.75,135.0
672," HF, Surya 400gm Coconut Soan Papdi, with real Coconut (Pack of 2; 200gm x 2) |Indian Sweet |Coconut Flavoured ",200.0,149.0,,,"HF, SURYA",400.0,gm,2,51.0,25.5,186.25
673, Kissan Creamy Peanut Butter 350 g ,175.0,135.0,,,KISSAN,350.0,g,1,40.0,22.86,385.71
674, Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits 150 g (Buy 3 Get 1 Extra) ,90.0,90.0,,,SUNFEAST,150.0,g,1,0.0,0.0,600.0
675, Cornitos Sweet Chili Nacho Crisps 75 g ,50.0,33.0,,,CORNITOS,75.0,g,1,17.0,34.0,440.0
676, Pringles South African Style Peri Peri Potato Crisps 107 g ,115.0,105.0,,,PRINGLES,107.0,g,1,10.0,8.7,981.31
677, ITC Master Chef Veggie Pizza Pocket 340 g ,190.0,171.0,,,ITC MASTER CHEF,340.0,g,1,19.0,10.0,502.94
678," HF, Surya 400gm Orange Soan Papdi |Best Indian Sweet ",200.0,149.0,,,"HF, SURYA",400.0,gm,1,51.0,25.5,372.5
679, Snickers Peanut Chocolate 22 g ,20.0,18.0,,,SNICKERS,22.0,g,1,2.0,10.0,818.18
680, McVitie's HobNobs Oats Biscuits 153.85 g ,65.0,43.0,,,MCVITIE'S,153.85,g,1,22.0,33.85,279.49
681, Hershey's Kisses Milk Chocolate 108 g ,140.0,112.0,,,HERSHEY'S,108.0,g,1,28.0,20.0,1037.04
682, Bikaji Kuch Kuch All In One Mixture 200 g ,60.0,49.0,,,BIKAJI,200.0,g,1,11.0,18.33,245.0
683," Uttam Soan Papdi 400 g (Pack of 2 ), Ready to Eat ",260.0,206.0,,,UTTAM,400.0,g,2,54.0,20.77,257.5
684," Ghotaram Farali Chiwda/Upwas, Vrat, Fast Mixture Namkeen/Aloo Lachha Mungfali Sabudana Mix/Farali/Falhari Potato Mixture PHALHARI CHIWDA Farsan with Goodness Of Black Pepper-150g*2Pack ",499.0,234.0,,,GHOTARAM,150.0,g,1,265.0,53.11,1560.0
685, Parle Kaccha Mango Bite Candy 198 g ,50.0,46.0,,,KACCHA MANGO,198.0,g,1,4.0,8.0,232.32
686," Haldiram's Nagpur Peda Combo Pack (Rajasthani Peda, Kesar Peda, Mathura Peda, Special Malai Peda) 250g x 4 ",755.0,755.0,,,HALDIRAM'S NAGPUR,250.0,g,1,0.0,0.0,3020.0
687, Top Ramen Fiery Chilli Noodles 240 g ,60.0,55.0,,,TOP RAMEN,240.0,g,1,5.0,8.33,229.17
688, Chheda's Tomato Banana Chips 170 g ,75.0,50.0,,,CHHEDA'S,170.0,g,1,25.0,33.33,294.12
689, Yogabar Rolled Oats 400g | Healthy Protein Food & Breakfast Cereal | Premium Golden 100% Rolled Oats | Gluten Free Oatmeal | High in Iron & Fibre | 100%Vegan & No Preservatives ,199.0,149.0,,,YOGABAR,400.0,g,1,50.0,25.13,372.5
690, Velvet Fine Chocolates Diwali Gift Hamper with Premium Chocolates with Designer Diya ,799.0,499.0,,,VELVET FINE CHOCOLATES,1.0,na,1,300.0,37.55,
691, Laxmi Narayan Chiwda 500 g ,216.0,194.0,,,LAXMINARAYAN,500.0,g,1,22.0,10.19,388.0
692," Shrego Khari Sing Premium Roasted Salted Peanut, Snack & Namkeen, 360G (2X180G Vacuum Packed) ",198.0,195.0,,,SHREGO,360.0,g,1,3.0,1.52,541.67
693, Yummiez Veg Cheese Fingers 400 g ,250.0,160.0,,,YUMMIEZ,400.0,g,1,90.0,36.0,400.0
694, Haldiram's Nagpur Ratlami Sev 150 g ,47.0,43.0,,,HALDIRAM’S NAGPUR,150.0,g,1,4.0,8.51,286.67
695, Yogabar Rolled Oats | Healthy Protein Food & Breakfast Cereal | Premium Golden 100% Rolled Oats | Gluten Free Oatmeal | High in Iron & Fibre | 1kg Jar & 1kg Refill Pack | 100%Vegan & No Preservatives ,980.0,490.0,,,YOGABAR,1.0,kg,1,490.0,50.0,490.0
696, Kissan Fresh Tomato Ketchup 200 g ,65.0,60.0,,,KISSAN,200.0,g,1,5.0,7.69,300.0
697," HF, SURYA 800gm SOAN PAPDI (PACK OF 4; 200gm x 4) |FLAVOURED WITH CARDAMOM |Indian Sweet ",400.0,229.0,,,"HF, SURYA",800.0,gm,4,171.0,42.75,71.56
698, Snac tac Plain Vermicelli 450 g ,46.0,41.0,,,SNACTAC,450.0,g,1,5.0,10.87,91.11
699, Veeba Eggless Mayonnaise 250 g ,89.0,69.0,,,VEEBA,250.0,g,1,20.0,22.47,276.0
700, Del Monte Food Craft Fusilli Pasta 450 g ,160.0,80.0,,,DEL MONTE,450.0,g,1,80.0,50.0,177.78
701, Mother's Recipe Moong Papad 200 g ,70.0,63.0,,,MOTHER'S RECIPE,200.0,g,1,7.0,10.0,315.0
702, Act II Classic Salted Popcorn 60 g (3 pcs) ,60.0,49.0,,,ACT II,60.0,g,1,11.0,18.33,816.67
703, Hellmann's Real Mayonnaise 250 g ,90.0,80.0,,,HELLMANN'S,250.0,g,1,10.0,11.11,320.0
704, Bambino Premium Gulab Jamun Tin 1 Kg ,250.0,210.0,,,BAMBINO,1.0,kg,1,40.0,16.0,210.0
705, Haldiram's Motichoor Ladoo 200 g X 1 Box ,304.0,243.0,,,"HALDIRAM""S BHUJIA (DE.)",200.0,g,1,61.0,20.07,1215.0
706, Crave Eatables Bachubhai's Kala Jamun 1 kg ,279.0,139.0,,,CRAVE EATABLES BACHUBHAI'S,1.0,kg,1,140.0,50.18,139.0
707, McVitie's Ginger Cookies 120 g ,50.0,25.0,,,MCVITIE'S,120.0,g,1,25.0,50.0,208.33
708," ANP BEE Raw Unpasteurized Pure Honey 1Kg Pack I 100% Pure, NMR Tested, Pure Natural Original Honey I Unprocessed and Unfiltered Honey ",475.0,305.0,,,ANP BEE TM,1.0,kg,1,170.0,35.79,305.0
709, MANOHARLAL AGRA PAN PETHA ,500.0,299.0,,,MANOHAR LAL DAULAT RAM GARG,1.0,na,1,201.0,40.2,
710, Kissan Fresh Tomato Ketchup 2 kg Pouch with small stainless steel spoon and bowl ,530.0,449.0,,,KISSAN,2.0,kg,1,81.0,15.28,224.5
711, Haldiram's Nagpur Salted Peanuts 200 g ,55.0,51.0,,,HALDIRAM’S NAGPUR,200.0,g,1,4.0,7.27,255.0
712, Easy Fun Meetha & Namkeen Mazzaa Gift Pack ,700.0,350.0,,,EASYFUN,1.0,na,1,350.0,50.0,
713, LuvIt Chocorich Classic Eclairs Chocolate | Birthday Party Pack | Pack of 2 - 390g Each ,300.0,249.0,,,LUVIT,390.0,g,2,51.0,17.0,319.23
714, Haldiram's Nagpur Mixture 200 g ,45.0,41.0,,,HALDIRAM’S NAGPUR,200.0,g,1,4.0,8.89,205.0
715, Easy Fun Navratan Mixture Namkeen 1kg ,410.0,220.0,,,EASYFUN,1.0,kg,1,190.0,46.34,220.0
716, Indiyum Soan Papdi 400g ,240.0,147.0,,,INDIYUM,400.0,g,1,93.0,38.75,367.5
717," GHASITARAM'S Traditional Mysore Pak For Every Occasions like Diwali, Holi, Bhai Dooj Etc. (200g) ",245.0,245.0,,,GHASITARAM'S,200.0,g,1,0.0,0.0,1225.0
718, Top Ramen New Masala Instant Noodles 240 g ,53.0,49.0,,,TOP RAMEN,240.0,g,1,4.0,7.55,204.17
719, Malkist Cheese Flavoured Cracker Biscuits (family pack) - 144g (Pack of 8 ) With Cash Back Offer ,480.0,480.0,,,MALKIST,144.0,g,8,0.0,0.0,416.67
720," Kesar Sweets | Assorted Indian Sweets Gift Pack for All Occasions - 1000 g Handmade Sweets - Pure Desi Ghee Indian Mithai, Sweets Mithai Gifts Box, Fresh Sweets for Family, Friends & Staff ",1250.0,999.0,,,KESAR,1000.0,g,1,251.0,20.08,999.0
721, Safal Frozen Green Peas 500 g ,135.0,105.0,,,SAFAL,500.0,g,1,30.0,22.22,210.0
722," 90's mill Mini Samosa Namkeen Tasty Crispy Samosa Delightful Ready to Eat Snacks , 300gm ",699.0,215.0,,,90'S MILL,300.0,gm,1,484.0,69.24,716.67
723, Center Fresh Xtra Gum 20 g ,10.0,10.0,,,PERFETTI,20.0,g,1,0.0,0.0,500.0
724," Nutella Hazelnut Spread, 750 Gm Imported ",852.5,720.0, Imported ,,NUTELLA,750.0,gm,1,132.5,15.54,960.0
725, Sunfeast Glucose Biscuits 96 g ,10.0,10.0,,,SUNFEAST,96.0,g,1,0.0,0.0,104.17
726, APLENTY Raw Peanut (Whole) | Groundnut | Moongfali | Mungfali Dana 200G ,299.0,179.0,,,APLENTY,200.0,g,1,120.0,40.13,895.0
727," Galaxy Cookie Crumble Milk Chocolate Bar, 100% Cashback, 50g, (Pack of 8) ",640.0,467.0,,,GALAXY,50.0,g,8,173.0,27.03,1167.5
728, Bounty Coconut Miniatures Chocolate Pack Coconut Filled Chocolates 17 Treats Inside 170g (Pack of 3) ,597.0,414.0,,,BOUNTY,300.0,gm,3,183.0,30.65,460.0
729, Weikfield Penne Pasta 400 g ,175.0,87.0,,,WEIKFIELD,400.0,g,1,88.0,50.29,217.5
730, Britannia Good Day Butter Cookies 150 g ,25.0,23.0,,,GOOD DAY,150.0,g,1,2.0,8.0,153.33
731, Hyfun French Fries 425 g ,120.0,80.0,,,HYFUN,425.0,g,1,40.0,33.33,188.24
732, Boomer Strawberry Bubblegum 18.6 g ,10.0,10.0,,,BOOMER,18.6,g,1,0.0,0.0,537.63
733, Dabur Hommade Schezwan Chutney 250 g ,110.0,55.0,,,DABUR HOMMADE,250.0,g,1,55.0,50.0,220.0
734, Desi Ghee Atta Biscuits | Premium Handmade Cookies | 100% Pure Desi Ghee Used | 300 Gram ,170.0,162.0,,,MIDBREAK,300.0,gram,1,8.0,4.71,540.0
735, Kellogg's Chocos Crunchy Bites 375 g ,205.0,190.0,,,KELLOGG'S,375.0,g,1,15.0,7.32,506.67
736, ITC Master Chef Crispy French Fries 420 g ,120.0,102.0,,,ITC MASTER CHEF,420.0,g,1,18.0,15.0,242.86
737, Baidyanath Honey 1 kg ,475.0,237.0,,,BAIDYANATH,1.0,kg,1,238.0,50.11,237.0
738, Britannia Good Day Chocochip Cookies 100 g ,30.0,27.0,,,BRITANNIA,100.0,g,1,3.0,10.0,270.0
739," Leonz Dark Choco Chips Premium for Decoration of Cakes, Ice Creams 100g (Pack of 2) ",170.0,153.0,,,LEONZ,100.0,g,2,17.0,10.0,765.0
740, Bikano Khatta Meetha 1 kg ,272.0,192.0,,,BIKANO,1.0,kg,1,80.0,29.41,192.0
741, Ferrero Rocher Chocolate 100 g ,299.0,224.0,,,FERRERO ROCHER,100.0,g,1,75.0,25.08,2240.0
742, Ram Bandhu Punjabi Papad 200 g ,96.0,48.0,,,RAM BANDHU,200.0,g,1,48.0,50.0,240.0
743, Bagrry's Crunchy Almonds Raisins & Honey Muesli 750 g ,490.0,299.0,,,BAGRRY'S,750.0,g,1,191.0,38.98,398.67
744," Snickers Peanut Filled Milk Chocolate Bar, 22g (Pack of 24) ",480.0,360.0,,,SNICKERS,22.0,g,24,120.0,25.0,681.82
745, KitKat Share and Snap Chocolate 57 g ,50.0,46.0,,,KIT KAT,57.0,g,1,4.0,8.0,807.02
746," Kesar Sweets| Boondi Ladoo| Indian Sweets Mithai| Boondi Laddu - 400gm, Pure Desi Ghee Mithai, Homemade Sweets Gifts Pack for Family, Friends & Staff ",654.0,379.0,,,KESAR,400.0,gm,1,275.0,42.05,947.5
747, Sunfeast Dark Fantasy Expressions Choco Cookies Collection 318 g ,225.0,112.0,,,SUNFEAST,318.0,g,1,113.0,50.22,352.2
748, LuvIt Goodies Chocolates Assorted Gift Pack for Diwali Celebration| Pack of 5 - 127.9g Each ,500.0,470.0,,,LUVIT,127.9,g,5,30.0,6.0,734.95
749, Chef's Basket Durum Wheat Penne Pasta 500 g ,175.0,87.0,,,CHEF'S BASKET,500.0,g,1,88.0,50.29,174.0
750," Red cliff Premium Kaju Katli (Sweets, Indian Mithai) (Kaju Katli| |200g| ",599.0,249.0,,,RED CLIFF,200.0,g,1,350.0,58.43,1245.0
751, Shree Misthan Dry Fruit Besan Ladoo 400g (200g X 2) ,320.0,199.0,,,SHREE MISTHAN,400.0,g,1,121.0,37.81,497.5
752, Cadbury Dairy Milk Silk Mousse Chocolate 50 g ,85.0,79.0,,,CADBURY,50.0,g,1,6.0,7.06,1580.0
753, Bikaji Sub Kuch Navratna Mixture 200 g ,60.0,49.0,,,BIKAJI,200.0,g,1,11.0,18.33,245.0
754, SAMS White Cooking Vinegar 190 ml ,35.0,17.0,,,SAMS,190.0,ml,1,18.0,51.43,89.47
755," GHASITARAM'S Tasty And Healthy Soan Papdi(Orange), Indian Dessert Soft Flaky Sweets, Indian Sweets, For Every Occasion (250g) ",175.0,166.0,,,GHASITARAM'S,250.0,g,1,9.0,5.14,664.0
756, Yummiez Cheese Corn Nuggets 400 g ,250.0,160.0,,,YUMMIEZ,400.0,g,1,90.0,36.0,400.0
757, Mother's Recipe Potato Papad 70 g ,34.0,30.0,,,MOTHER'S RECIPE,70.0,g,1,4.0,11.76,428.57
758, Cadbury Dairy Milk Silk Hazelnut Chocolate 143 g ,185.0,172.0,,,CADBURY,143.0,g,1,13.0,7.03,1202.8
759, Lijjat Mini Udad Papad 200 g ,77.0,60.0,,,LIJJAT,200.0,g,1,17.0,22.08,300.0
760, GHASITARAM'S Indian Cuisine Healthy & Tasty Kaju Katli | Kaju Barfi - Delicious Sweets Gift For Every Occasion | Ready With Pure & Natural Ingredients (400g) ,660.0,500.0,,,GHASITARAM'S,400.0,g,1,160.0,24.24,1250.0
761, Nature Prime Phool Makhana 1kg ,1499.0,699.0,,,NATURE PRIME,1.0,kg,1,800.0,53.37,699.0
762, Tata Soulfull Masala Oats+ Mast Masala 500 g ,239.0,164.0,,,SOULFULL,500.0,g,1,75.0,31.38,328.0
763, Ching's Secret Mix Vegetable Instant Soup 12 g ,10.0,10.0,,,CHING'S SECRET,12.0,g,1,0.0,0.0,833.33
764, McCain Chilli Garlic Potato Bites 1.24 Kg ,390.0,351.0,,,MCCAIN,1.24,kg,1,39.0,10.0,283.06
765, Sunfeast Yippee Power Up Masala Instant Atta Noodles 70 g ,24.0,22.0,,,SUNFEAST,70.0,g,1,2.0,8.33,314.29
766, Parle Platina Nutricrunch Lite Crackers 200 g ,30.0,27.0,,,PARLE,200.0,g,1,3.0,10.0,135.0
767, Ambriona Dark Chocolate with Blueberry (70% Cocoa) | Vegan and Gluten Free | Daarzel chocolate bar | ,185.0,149.0,,,DAARZEL,1.0,na,1,36.0,19.46,
768, Indiyum Besan Laddu 400g (200g X 2) ,300.0,189.0,,,INDIYUM,400.0,g,1,111.0,37.0,472.5
769, Alpenliebe Guava Just Jelly 166.5 g ,50.0,45.0,,,ALPENLIEBE,166.5,g,1,5.0,10.0,270.27
770, LaxmiNarayan Best Chiwda 250 g ,108.0,100.0,,,LAXMINARAYAN,250.0,g,1,8.0,7.41,400.0
771," Denali Foods Dark Chocolate Compound Slab| Decoration for cakes, muffins, mousse| 400g ",230.0,185.0,,,LOVEJOY,400.0,g,1,45.0,19.57,462.5
772," Cadbury Dairy Milk Daim Chocolate Bar, 120 Gm ",343.75,250.0, Imported ,,CADBURY,120.0,gm,1,93.75,27.27,2083.33
773, True Elements No Added Sugar Muesli 1.2kg ,835.0,484.0,,,TRUE ELEMENTS,1.2,kg,1,351.0,42.04,403.33
774, Dukes Bourbon Premium Sandwich Biscuits 405 g (Buy 3 Get 2) ,108.0,108.0,,,DUKES,405.0,g,1,0.0,0.0,266.67
775, Hyfun Aloo Tikki 400 g ,100.0,80.0,,,HYFUN,400.0,g,1,20.0,20.0,200.0
776, Hersheys Cocoa Powder 70 g (Pet) ,105.0,97.0,,,HERSHEY'S,70.0,g,1,8.0,7.62,1385.71
777," GHASITARAM'S Pure Chum Chum Tin, For Every Indian Traditional Festival, Indian Mithai, Famous Indian Sweets(500g) ",350.0,225.0,,,GHASITARAM'S,500.0,g,1,125.0,35.71,450.0
778, Bhujialalji Navratan Mixture | Indian Tea Time Fresh & Healthy Snack Mixture | Ready to eat | No Preservatives | Crsipy & Light snacks | (pack of 1) 1kg. ,280.0,199.0,,,BHUJIALALJI,1.0,kg,1,81.0,28.93,199.0
