Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Is Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
762," Dry Fruit Hub - Kesar Saffron Original 1gm | Daily Nuts kumkumapuvvu, A+ + Grade Kashmiri Kesar ",449.0,320.0,,,DRY FRUIT HUB,1.0,gm,False,129.0,28.73,320000.0
763," Mr.Gold Refined Sunflower Oil Can, 3L ",870.0,500.0,,,MR. GOLD,3.0,l,False,370.0,42.53,166.67
764, Good Life (W240) Cashews 200 g ,260.0,180.0,,,GOOD LIFE,200.0,g,False,80.0,30.77,900.0
765, Mirchillion 1Kg Kashmiri Chilli Powder Saver Pack ,799.0,639.0,,( 639.00/1 kg),MIRCHILLION,1.0,kg,False,160.0,20.03,639.0
766, NUTRIMIXX Premium Kashmiri Mamra Almonds| 1 Kg | A+ grade Badam| High Protein & Vit E Content ,2899.0,1300.0,,,NUTRIMIXX,1.0,kg,False,1599.0,55.16,1300.0
767, Pick N Cook Matki 500 g ,85.0,77.0,,,PICK N COOK,500.0,g,False,8.0,9.41,154.0
768, Wonderland Foods Premium Roasted & Salted Pistachios 200 g ,390.0,209.0,,,WONDERLAND FOODS,200.0,g,False,181.0,46.41,1045.0
769, Lali Balaji Atul Anjeer 1000gm (250gm x pack of 4) ,1320.0,833.0,,,LALI BALAJI,1000.0,gm,True,487.0,36.89,833.0
770, Wonderland Foods Premium Munch The Healthy Crunch Value Pack Almonds 500 g ,725.0,349.0,,,WONDERLAND FOODS,500.0,g,False,376.0,51.86,698.0
771, Sundrop Lite Sunflower Refined Oil 1 L ,190.0,159.0,,,SUNDROP,1.0,l,False,31.0,16.32,159.0
772, Tilsona Gold Til Oil 1 L ,415.0,375.0,,,TILSONA,1.0,l,False,40.0,9.64,375.0
773, Pinkcity Wellness Cold Pressed Yellow Mustard Oil 4 L | Wood Pressed| 4x 1 Litre Bottle ,1600.0,799.0,,,PINKCITY,4.0,l,False,801.0,50.06,199.75
774, Snapin Pizza Mix 45 g ,99.0,92.0,,( 20.44/10 g),SNAPIN,45.0,g,False,7.0,7.07,2044.44
775, Organic Tattva Kabuli Chana 500 g ,175.0,117.0,,,ORGANIC TATTVA,500.0,g,False,58.0,33.14,234.0
776, Chandan Special Mukhwas 100 g ,45.0,22.0,,( 11.00/50 g),CHANDAN,100.0,g,False,23.0,51.11,220.0
777, La Casa Original Lacha Kashmiri Saffron Kesar 2 Gm (1gx2) ,999.0,349.0,,,LA CASA,2.0,gm,False,650.0,65.07,174500.0
778, Everest Garam Masala 50 g ,52.0,48.0,,( 96.00/100 g),EVEREST,50.0,g,False,4.0,7.69,960.0
779, Ahaar Chana Brown 1Kg /Kala Chana whole ,236.0,236.0,,,AHAAR,1.0,kg,False,0.0,0.0,236.0
780, Goldiee Kashmiri Mirch Powder 100 g ,116.0,58.0,,,GOLDIEE,100.0,g,False,58.0,50.0,580.0
781, RENTIO 5 Kg Oiled Toor Dal | Fresh Premium Desi Oily Tur/Arhar Dal ,1550.0,1319.0,,,RENTIO,5.0,kg,False,231.0,14.9,263.8
782, Everest Turmeric Powder 200 g ,70.0,65.0,,,EVEREST,200.0,g,False,5.0,7.14,325.0
783, Magik Cook Besan Premium Quality 100% Chana Dal Gram Flour (Pack of 500 Gram) ,75.0,75.0,,,MAGIK COOK,500.0,gram,True,0.0,0.0,150.0
784, Sagar Pure Ghee 1 L (Tin) ,650.0,610.0,,,SAGAR,1.0,l,False,40.0,6.15,610.0
785, Good Life Arwa Katarni Rice 10 kg ,700.0,559.0,,( 55.90/1 kg),GOOD LIFE,10.0,kg,False,141.0,20.14,55.9
786," GreenFinity Healthy & Tasty Jumbo Pumpkin, Jumbo Sunflower - 250g, Flax Seeds, Chia Seeds - 300g Jar ",899.0,414.0,,,GREENFINITY,250.0,g,False,485.0,53.95,1656.0
787, Gemini Vanaspati 1 L ,150.0,118.0,,,GEMINI,1.0,l,False,32.0,21.33,118.0
788, Ponkathir White Puttu Podi 1Kg x 2 Pkts(2 Kg) | Soft Puttu| Rice Powder| Export Quality (2Kg) ,244.0,244.0,,,PONKATHIR,1.0,kg,False,0.0,0.0,244.0
789, Tata Sampann Kasuri Methi 25 g ,30.0,15.0,,,TATA SAMPANN,25.0,g,False,15.0,50.0,600.0
790, ANDRAMART- Solitaire Whole Cashew - 1 kg | kaju | Best Quality Cashews from PALASA ,1200.0,649.0,,,ANDRAMART,1.0,kg,False,551.0,45.92,649.0
791," RED ROSE DAILY BASMATI RICE, SUPER MONGRA, RICH AROMA, PERFECT FOR EVERYDAY USE, 10 KG ",999.0,799.0,,( 79.90/1 kg),RED ROSE,10.0,kg,False,200.0,20.02,79.9
792," Happilo Essentials Popular Whole Cashew W400 500g, Healthy Snack, Source of Protein ",675.0,469.0,,,HAPPILO,400.0,500g,False,206.0,30.52,
793, Wonderland Foods Dry Fruits California Almonds 1Kg & Raw Cashew (Kaju) 1Kg W320 Grade Combo Pack ,3400.0,1625.0,,,WONDERLAND FOODS,1.0,kg,False,1775.0,52.21,1625.0
794, Jivo Cold Pressed Canola Oil 1 L (Buy 1 & Get 1 free) ,650.0,469.0,,,JIVO,1.0,l,False,181.0,27.85,469.0
795, DAIRY GOPAL DAIRY MAKHAN 1 Litre Desi Cow Ghee|Immunity Booster and 100% Pure Cow Ghee|Made Traditionally from Curd |Pure Ghee for Better Digestion and Immunity Pure Ghee (Pack of 1) ,680.0,399.0,,,DAIRY GOPAL,1.0,litre,True,281.0,41.32,
796, Khari Foods 1kg Black Kimia Dates | Premium Dates | Healthy Snacks ,699.0,349.0,,,KHARI FOODS,1.0,kg,False,350.0,50.07,349.0
797," Freshtige Dried Premium Afghani Apricots (Khurbani)1000g(1Kgs) Pouch Pack | Vegan,Sun Dried Apricots ",799.0,391.0,,,FRESHTIGE,1000.0,g,False,408.0,51.06,391.0
798," GreenFinity Raw Pumpkin, Sunflower Seeds for Eating Protein and Fibre Rich Food For Immunity Booster Diet Food Pack of 2 - 250g (JAR Pack) ",998.0,354.0,,,GREENFINITY,250.0,g,True,644.0,64.53,1416.0
799, Catch Amchur Powder 50 g ,47.0,31.0,,,CATCH,50.0,g,False,16.0,34.04,620.0
800, Nature Prime Premium Plain Unsalted Pistachio Kernels Without Shell 250G ,1000.0,329.0,,,NATURE PRIME,250.0,g,False,671.0,67.1,1316.0
801, Catch Red Chilli Powder 200 g ,133.0,88.0,,,CATCH,200.0,g,False,45.0,33.83,440.0
802," Dhanush Baan Premium Afghani Black Raisins, Kali Kishmish 500 g - Jar (2 x 250 g) Kismis Dry Fruits ",550.0,261.0,,,DHANUSH BAN,500.0,g,False,289.0,52.55,522.0
803," Dry Fruit Hub Pumpkin Seeds 1Kg - AAA Grade, Raw Pumpkin Seed, Super Diet Food ",1050.0,649.0,,,DRY FRUIT HUB,1.0,kg,False,401.0,38.19,649.0
804, Emperor Seedless Dates 500 g ,280.0,199.0,,,EMPEROR,500.0,g,False,81.0,28.93,398.0
805, Everest Chaat Masala 100 g ,85.0,79.0,,( 79.00/100 g),EVEREST,100.0,g,False,6.0,7.06,790.0
806, SIMAV NATURALLY GOOD Groundnut Oil | Mungfali Ka Tel | Peanut Oil- 15Liter. ,4499.0,3149.0,,( 209.93/1 l),SIMAV NATURALLY GOOD,15.0,liter,False,1350.0,30.01,209.93
807, Jivo Cold Pressed Canola Oil 5 L and Get 1 L Olive Oil Free ,1650.0,1399.0,,( 233.17/1 l),JIVO,5.0,l,False,251.0,15.21,279.8
808, 24 Mantra Organic Ragi Flour 500 g ,65.0,60.0,,,24 MANTRA ORGANIC,24.0,mantra,False,5.0,7.69,
809, Priya Kachi Ghani Mustard Oil 1 L ,189.0,129.0,,,PRIYA,1.0,l,False,60.0,31.75,129.0
810, Gulab Gold Filtered Groundnut Oil 15 L ,3647.0,3069.0,,( 204.60/1 l),GULAB,15.0,l,False,578.0,15.85,204.6
811, 24 Mantra Organic Unpolished Kabuli Chana/White Chickpeas/Chole - 500Gm | Pack of 1 | Chemical Free & Pesticides Free | Adds Variety to Your menu | Goodness Intact ,195.0,195.0,,,24 MANTRA,24.0,mantra,True,0.0,0.0,
812, Good Life Green Raisins/ Kishmish 100 g ,39.0,37.0,,,GOOD LIFE,100.0,g,False,2.0,5.13,370.0
813," Sri Sri Tattva Toor Dal - Split Pigeon Pea, 1kg ",230.0,195.0,,,SRI SRI TATTVA,1.0,kg,False,35.0,15.22,195.0
814, Good Life Apricots 100 g ,80.0,76.0,,,GOOD LIFE,100.0,g,False,4.0,5.0,760.0
815, Dr. Brand Black Salt 200 g ,23.0,21.0,,,DR. BRAND,200.0,g,False,2.0,8.7,105.0
816, Organic Tattva Suji 500 g ,65.0,43.0,,,ORGANIC TATTVA,500.0,g,False,22.0,33.85,86.0
817, THE PRAKRITI FOODS BY KHATIRDAARI Mamra Almond from Fram Fresh 100G ,445.0,222.0,,,THE PRAKRITI FOODS BY KHATIRDAARI,100.0,g,False,223.0,50.11,2220.0
818, Daily Nut Raisin Value 1000gm (250gm x pack of 4) ,480.0,328.0,,,LALI BALAJI,1000.0,gm,True,152.0,31.67,328.0
819, Being Vegan Premium Afghani Farm Dry Dates | Sukha Khajoor | kharak | Chuara Pack of 900 gm Yellow ,799.0,369.0,,,BEING VEGAN,900.0,gm,True,430.0,53.82,410.0
820, Chandan 5 in 1 Mix Mouth Fresheners 200 g ,280.0,140.0,,( 35.00/50 g),CHANDAN,5.0,in,False,140.0,50.0,
821, Nutraj Gold Arabian Dates 500g (Pack of 2) ,398.0,319.0,,,NUTRAJ,500.0,g,True,79.0,19.85,638.0
822, DAIRYSAGAR SHRI NAND KESARI Desi Cow Ghee| Premium Cow Desi Ghee| Pure Cow Ghee for better Digestion and Immunity|| 1ltr JAR (pack of 1) ,680.0,399.0,,,DAIRYSAGAR,1.0,ltr,True,281.0,41.32,399.0
823, Dhara Filtered Groundnut Oil 1 L (Carton) ,245.0,209.0,,,DHARA,1.0,l,False,36.0,14.69,209.0
824, Borges Extra Virgin Olive Oil 1 L ,1400.0,1199.0,,,BORGES,1.0,l,False,201.0,14.36,1199.0
825, SSKE Gift Pack 300 g(Cashew /Almond /Yellow Raisins /Pistachio/Caramel Crunch/Dark Chocolate 15 PCS) ,1050.0,325.0,,,SSKE,300.0,g,False,725.0,69.05,1083.33
826," Farmley Prasadam Raisins Kishmish 400g, Pack of 2 Each- 200g ",398.0,189.0,,,FARMLEY,400.0,g,True,209.0,52.51,472.5
827, TilSona Gold Til Oil 500 ml ,220.0,205.0,,,TILSONA,500.0,ml,False,15.0,6.82,410.0
828, True Elements 7 in 1 Super Seeds Mix 125g - Mix Seeds| Diet Snacks| Roasted Seeds for Eating ,149.0,149.0,,,TRUE ELEMENTS,7.0,in,False,0.0,0.0,
829, Good Life Matta Vada Rice 1 kg ,100.0,75.0,,,GOOD LIFE,1.0,kg,False,25.0,25.0,75.0
830, Wheatkart Whole Wheat Atta - 5 KG ,449.0,319.0,,( 63.80/1 kg),WHEATKART,5.0,kg,False,130.0,28.95,63.8
831, Double Horse Roasted Appam Powder | Roasted Rice Flour | Rice Flour | 500 Grams ,55.0,55.0,,,DOUBLE HORSE,500.0,grams,False,0.0,0.0,
832, Emperor Seeded Dates 500 g (Pack of 2) ,250.0,189.0,,,EMPEROR,500.0,g,True,61.0,24.4,378.0
833, King's Physically Refined Rice Bran Oil 900 g ,185.0,103.0,,,KINGS,900.0,g,False,82.0,44.32,114.44
834, Kinsfolk Extra Virgin Olive Oil (( Imported Olive Oil from Spain) ) -250ml ,310.0,161.0,,,KINSFOLK,250.0,ml,False,149.0,48.06,644.0
835, EATYUMM Green Cardamom Powder 100 Grams| Ilaichi Powder| Elaichi Powder| Aromatic ,499.0,199.0,,,EATYUMM,100.0,grams,False,300.0,60.12,
836, 24 Mantra Organic (S) Mustard 100 g ,35.0,22.0,,( 11.00/50 g),24 MANTRA ORGANIC,24.0,mantra,False,13.0,37.14,
837, Rice Villa | Pure | 26 kg | Gobindo Bhog | Jeera Kasala | Kaima rice ,3640.0,2419.0,,( 93.04/1 kg),"RICE VILLA, DEVICE OF SHIELD, PADDY TREE",26.0,kg,False,1221.0,33.54,93.04
838, Organic Tattva Brown Sugar 1 kg ,160.0,107.0,,,ORGANIC TATTVA,1.0,kg,False,53.0,33.12,107.0
839, Farmley Flax Seeds 200g Alsi Seeds Fibre Rich Flax Seeds for Hair Growth Seeds for Eating ,330.0,109.0,,,FARMLEY,200.0,g,False,221.0,66.97,545.0
840, The Berry People Afghan Black raisin sugarfree | Good for heart | High dietary fibre | Fresh breakfast items | Superfood by The Berry People -50gms ,299.0,111.0,,,THE BERRY PEOPLE - FINEST BERRIES FOR FINEST PEOPLE,50.0,gms,False,188.0,62.88,
841, GKD's Premium 100% Pure Coconut Oil PET Bottle (1L) ,380.0,279.0,,,GKD'S PREMIUM,1.0,l,False,101.0,26.58,279.0
842, Nutraj W450 Cashew Nuts 800g (Pack of 2 x 400g) ,1198.0,669.0,,( 83.63/100 g),NUTRAJ,450.0,cashew,True,529.0,44.16,
843, Desi Kitchen Little Millet 500 g ,75.0,72.0,,,DESI KITCHEN,500.0,g,False,3.0,4.0,144.0
844, Nutraj Munakka Raisin (Abjosh) 400g (200g X 2) ,498.0,369.0,,( 92.25/100 g),NUTRAJ,400.0,g,False,129.0,25.9,922.5
845, Pinkcity Wellness Pure Sesame Oil 1L| Til Oil| Gingelly Oil| Wood Pressed | 1 Litre Bottle ,400.0,375.0,,( 375.00/1 l),PINKCITY,1.0,l,False,25.0,6.25,375.0
846," CHATOKDE Anjeer Figs - Afghanistan Dry Anjir (Dried Figs) Dry Fruits, Increases Immunity & Purify the Blood 1KG ",2000.0,549.0,,,CHATOKDE,1.0,kg,False,1451.0,72.55,549.0
847, MTR Sambar Powder 100 g ,86.0,77.0,,( 77.00/100 g),MTR,100.0,g,False,9.0,10.47,770.0
848, Desi Label Organic Desi Khand khandsari Natural & Unprocessed Raw Sugar | Organic & Unrefined | Unprocessed & Natural | Free from chemicals and preservatives | Substitute to refined white sugar | Immunity booster (Pack Of 2(2 Kg)) ,560.0,357.0,,,DESILABEL,,none,False,203.0,36.25,
849, Suhana Simla Premium 1 Liter Danedar Buffalo Ghee | Pure Buffalo Ghee | 1Liter ,775.0,449.0,,,SUHANA SIMLA,1.0,liter,False,326.0,42.06,449.0
850, Gemini Physically Refined Ricebran Oil 1 L (Pouch) ,180.0,129.0,,,GEMINI,1.0,l,False,51.0,28.33,129.0
851, Good Life Surti Kolam Rice 30 kg ,2400.0,1680.0,,( 56.00/1 kg),GOOD LIFE,30.0,kg,False,720.0,30.0,56.0
852, Suhana Mutter Paneer Spice Mix 50 g ,45.0,36.0,,,SUHANA,50.0,g,False,9.0,20.0,720.0
853, Everest Turmeric Powder 100 g ,38.0,35.0,,,EVEREST,100.0,g,False,3.0,7.89,350.0
854, Everest Black Pepper Powder 50 g ,78.0,72.0,,( 144.00/100 g),EVEREST,50.0,g,False,6.0,7.69,1440.0
855, Pansari Mahak Mogra Basmati Rice 26 kg ,1700.0,1532.0,,,PANSARI,26.0,kg,False,168.0,9.88,58.92
856, Everest Pav Bhaji Masala 50 g ,46.0,42.0,,,EVEREST,50.0,g,False,4.0,8.7,840.0
857, India Gate Jeera Rice 1 kg ,135.0,105.0,,,INDIA GATE,1.0,kg,False,30.0,22.22,105.0
858, Good Life Pulses Mix For Sprout 500 g ,78.0,67.0,,,GOOD LIFE,500.0,g,False,11.0,14.1,134.0
859, Good Life Surekha Rice 10 kg ,650.0,609.0,,( 60.90/1 kg),GOOD LIFE,10.0,kg,False,41.0,6.31,60.9
860, Good Life Soya Granules 200 g ,60.0,30.0,,,GOOD LIFE,200.0,g,False,30.0,50.0,150.0
861," Sri Sri Tattva Rock Salt - Premium Quality 2kg, 1kg x Pack of 2 ",240.0,216.0,,,SRI SRI TATTVA,2.0,kg,True,24.0,10.0,108.0
862," SHIOSC SUN PARUVAR- Refined Sunflower Oil Pouch, 1L ( Pack of 5) ",1150.0,739.0,,,SHIIOSC SUN PARIVAR,1.0,l,True,411.0,35.74,739.0
863, Wondernut Heathy Testy Super Food (Mix nut and Seeds) 500gm Pack of 2 in 250gm ,899.0,345.0,,,WONDERNUT,500.0,gm,True,554.0,61.62,690.0
864, Nupsila Parmal Raw Rice - 25 kg ,2500.0,1390.0,,,NUPSILA,25.0,kg,False,1110.0,44.4,55.6
865, Borges Extra Virgin Olive Oil 2 ltr ,2700.0,2199.0,,,BORGES,2.0,ltr,False,501.0,18.56,1099.5
866, Good Life Ambemohar Raw Rice 1 kg ,150.0,115.0,,,GOOD LIFE,1.0,kg,False,35.0,23.33,115.0
867, NEXTSTEP ORGANIC Caraway Seeds | Shah Jeera | Shahi Jeera | Black Cumin Seeds 100g ,600.0,209.0,,,NEXTSTEP ORGANIC,100.0,g,False,391.0,65.17,2090.0
868, Marwar Kashmiri Red chili Powder (Kashmiri Lal Mirch Powder) 400g ,500.0,299.0,,,MARWAR,400.0,g,False,201.0,40.2,747.5
869, Pitaamah Surti Kolam Rice - 5kg - Lashkari Kollam - Unpolished Rice - Aromatic Rice ,999.0,599.0,,,PITAAMAH,5.0,kg,False,400.0,40.04,119.8
870, Lotus Phool Makhana 100 g ,149.0,129.0,,,LOTUS,100.0,g,False,20.0,13.42,1290.0
871, Pinkcity 5L Pure GroundNut Oil | Natural | Chemical Free | 1Ltr x 5 Bottles ,2000.0,1150.0,,,PINKCITY,5.0,l,False,850.0,42.5,230.0
872, Coreganic 1kg 100% Natural International Premium Broken Cashews ,1499.0,649.0,,,COREGANIC,1.0,kg,False,850.0,56.7,649.0
873, Laxmi Daily Feast 5 kg Toor Dal Oily | Arhar Dal | Tur Dal Coated with Oil Also Used as Pigeon Pea ,1899.0,1399.0,,( 279.80/1 kg),LAXMI,5.0,kg,False,500.0,26.33,279.8
874, Satvikk Phool Makhana 400 Gms foxnuts/popped lotus seeds ( 100 Gm X Pack of 4) ,480.0,399.0,,,SATVIKK,400.0,gms,True,81.0,16.88,
875, Everest Hingraj 100 g ,275.0,255.0,,,EVEREST,100.0,g,False,20.0,7.27,2550.0
876, Farmley Roasted Cashew Chatpata Flavoured Cashews Standee Pouch 200g ,379.0,269.0,,,FARMLEY,200.0,g,False,110.0,29.02,1345.0
877, Coreganic 1kg 100% Natural International Premium California Almonds ,1799.0,719.0,,,COREGANIC,1.0,kg,False,1080.0,60.03,719.0
878, VEER BRAND ROYAL - Extra Long Grain XXXL 5 Kg Biryani Basmati Rice ,999.0,699.0,,( 139.80/1 kg),VEER BRAND,5.0,kg,False,300.0,30.03,139.8
879, RUDRAKSH Sharbati Wheat 30kg Premium Quality ( Narmada Chandausi) ,2100.0,1549.0,,( 51.63/1 kg),RUDRAKSH BRAND,30.0,kg,False,551.0,26.24,51.63
880, MADHURI Cold Pressed Groundnut Oil | Cold Pressed Mungfali Ka Tel | Cold Pressed Peanut Oil- 15Liter ,4115.0,3340.0,,,MADHURI,15.0,liter,False,775.0,18.83,222.67
881," Shrego Radhe Roasted Chana, Bhuna Chana (Desi Chickpeas) , Healthy Snacks & Namkeen, 360G (1X360G) ",200.0,179.0,,,SHREGO,360.0,g,False,21.0,10.5,497.22
882, BLK Foods Daily 300gms Fresh phool Makhana (Foxnuts / lotus seeds) 300g (3 X 100g) ,750.0,299.0,,,BLK FOODS,300.0,gms,False,451.0,60.13,
883, India Gate Regular Choice Basmati Rice 10 kg ,945.0,799.0,,( 79.90/1 kg),INDIA GATE,10.0,kg,False,146.0,15.45,79.9
884, Double Horse Puttu Podi 1kg ,120.0,120.0,,,DOUBLE HORSE,1.0,kg,False,0.0,0.0,120.0
885," Spellfry 100% Pure Kachi Ghani Mustard Oil, 15 KG, Tin ",5600.0,2790.0,,,SPELLFRY,15.0,kg,False,2810.0,50.18,186.0
886, JIVO Pomace Cooking Olive Oil 2L Olive Oil Plastic Bottle (2 L) ,1449.0,849.0,,,JIVO,2.0,l,False,600.0,41.41,424.5
887, Catch Coriander Powder 200 g ,78.0,52.0,,,CATCH,200.0,g,False,26.0,33.33,260.0
888, CHATOKDE 100% Natural and Premium Healthy Mix Dry Fruits and Nuts Healthy for Every Occasion Fresh and Healthy Dry Fruits (1kg) ,2000.0,569.0,,,CHATOKDE,1.0,kg,False,1431.0,71.55,569.0
889, Bambino Red Chilli Powder Each 500 Gms X Pack of 2 (1kg) ,560.0,349.0,,,BAMBINO,500.0,gms,True,211.0,37.68,
890, Standard Pulav Rice 2 kg ,139.0,139.0,,,PRIVATE LABEL,2.0,kg,False,0.0,0.0,69.5
891," Farmley Roasted Cashew Black Pepper Flavored Cashew Standee Pouch Pack of 2, each 200 gm ",758.0,469.0,,,FARMLEY,200.0,gm,True,289.0,38.13,2345.0
892," Kinsfolk 1L(500mlx2) Sesame Oil Cold Pressed (Virgin, Chekku/Ghani) - 500ML Pack of 2 ",698.0,353.0,,( 353.00/1 l),KINSFOLK,1.0,l,True,345.0,49.43,353.0
893, Daawat Rozana Gold Basmati Rice 1 kg ,115.0,89.0,,,DAAWAT,1.0,kg,False,26.0,22.61,89.0
894, Good Life Unpolished White Gota Urad 500 g ,111.0,86.0,,,GOOD LIFE,500.0,g,False,25.0,22.52,172.0
895, Good Life Broken (2 pcs) Cashews 500 g ,499.0,399.0,,,GOOD LIFE,2.0,pcs,False,100.0,20.04,
896, Marwar Jeera Whole Cumin Seeds (Machine Clean JIRA Big Bold Size) 400g ,800.0,489.0,,,MARWAR,400.0,g,False,311.0,38.88,1222.5
897, BLUE HIMALAYAS KASHMIRI PREMIUM WALLNUT KERNELS ONE TREE WALLNUTS HIGH QUALITY ,999.0,949.0,,,BLUE HIMALAYAS,,none,False,50.0,5.01,
898, Samrat Chana Besan 1 kg ,150.0,105.0,,,SAMRAT,1.0,kg,False,45.0,30.0,105.0
899, Guinea Filtered Pure Groundnut Oil 5 L ,1275.0,1139.0,,( 227.80/1 l),GUINEA,5.0,l,False,136.0,10.67,227.8
900, Ramdev Chilli Powder 500 g ,355.0,301.0,,,RAMDEV,500.0,g,False,54.0,15.21,602.0
901," The Nature Krafts Mix Dry Fruits 1kg [ Almonds, Cashews, Walnuts, Raisins and More] Jar Pack ",1699.0,499.0,,,THE NATURE KRAFTS,1.0,kg,False,1200.0,70.63,499.0
902, Madam Rawa 500 g ,42.0,40.0,,,MADAM,500.0,g,False,2.0,4.76,80.0
903," Farmbean Premium Whole Spices Combo Pack of 2 -500Gms (Cumin 250g, Fenugreek Seeds 250g) ",999.0,399.0,,,FARMBEAN,500.0,gms,True,600.0,60.06,
904, HealthFields Organic Black Pepper Whole / Kali Mirch - 100 Gm ,140.0,140.0,,,HEALTH FIELD,100.0,gm,False,0.0,0.0,1400.0
905, BHUMI-KA-AH Cardamom Elaichi ilaichi Green Grade A 100 GM ,496.0,219.0,,( 219.00/100 g),BHUMI-KA-AH,100.0,gm,False,277.0,55.85,2190.0
906, Daawat Rozana Super Basmati Rice 10 kg ,963.0,699.0,,( 69.90/1 kg),DAAWAT,10.0,kg,False,264.0,27.41,69.9
907, Farmley Trail Mix 400g Mixes of Nuts Dried fruits Dried Berries Seeds 400g (Pack of 2 each 200g) ,698.0,349.0,,,FARMLEY,400.0,g,True,349.0,50.0,872.5
908, Triangle Walnut Kernels 1 Kg Quarter Kashmiri Premium Akhrot Giri Vaccum Pack Without Shell Lowest Price ,3000.0,670.0,,,TRIANGLE,1.0,kg,False,2330.0,77.67,670.0
909, Desi Kitchen Proso Millet 500 g ,75.0,59.0,,,DESI KITCHEN,500.0,g,False,16.0,21.33,118.0
910, Wonderland Foods Raw Cashews 500 g ,770.0,399.0,,,WONDERLAND FOODS,500.0,g,False,371.0,48.18,798.0
911, Annprash Desi Khand - 1 kg (Pack of 2) ,998.0,220.0,,,ANNPRASH,1.0,kg,True,778.0,77.96,220.0
912, Manna Millets Combo pack of 3 | Unpolished Millets| Siridhanya| Foxtail| Kodo| Little ,390.0,385.0,,,MANNA,,none,True,5.0,1.28,
913, Freshtige Rosemary Dried Leaves - For Hair Growth | Rosemary Herb Tea | Organic | Natural (100 Gram) ,499.0,199.0,,,FRESHTIGE,100.0,gram,False,300.0,60.12,1990.0
914, Indrayani Rice 2 kg ,125.0,125.0,,,PRIVATE LABEL,2.0,kg,False,0.0,0.0,62.5
915," Marwar Coriander Powder, (Agmark Grade Dhania Powder) 1 Kg Pack ",300.0,219.0,,,MARWAR,1.0,kg,False,81.0,27.0,219.0
916, Smith & Jones Peri Peri Masala 72 g ,70.0,55.0,,,SMITH & JONES,72.0,g,False,15.0,21.43,763.89
917," RED ROSE ROYAL XXXL BASMATI RICE, EXTRA LONG GRAIN, BEST BASMATI RICE FOR BIRYANI, 10 KG ",2499.0,1499.0,,( 149.90/1 kg),RED ROSE,10.0,kg,False,1000.0,40.02,149.9
918, APLENTY Unrefined Desi Khand/Khhand | Khandsari Sugar | Sulphur-free Khand | Mishri Powder | Semi Crystal Sugar | Full Of Minerals & Nutrients (200g) ,299.0,169.0,,,APLENTY,200.0,g,False,130.0,43.48,845.0
919, Pro Nature Organic Unpolished Tur / Arhar Dal 1 kg ,279.0,271.0,,,PRO NATURE,1.0,kg,False,8.0,2.87,271.0
920, Daawat Brown Basmati Rice 5 kg ,830.0,679.0,,,DAAWAT,5.0,kg,False,151.0,18.19,135.8
921," Khari Foods Everyday Cashews 500g, Whole Kaju Dry Fruits, No Adulteration ",799.0,365.0,,,KHARI FOODS,500.0,g,False,434.0,54.32,730.0
922, Good Life Popcorn Maize 200 g ,29.0,29.0,,,GOOD LIFE,200.0,g,False,0.0,0.0,145.0
923," Farmley Mix Dry Fruit -Panchmeva Combo of Almond, Cashew, Dates, Black Raisin, Green Raisin - 450 g ",519.0,399.0,,,FARMLEY,450.0,g,False,120.0,23.12,886.67
924, Pink Delight Double Refined Sulphurfree Sugar | 5 Kg Pack ,700.0,560.0,,,PINK DELIGHT,5.0,kg,False,140.0,20.0,112.0
925, Surya 1 kg Ginger Garlic Paste| Adrak Lahsun Paste| Ready to Use Cooking Paste ,560.0,239.0,,,SURYA,1.0,kg,False,321.0,57.32,239.0
926, Molsi's 200 g Dry Roasted and Salted Pistachios ,375.0,275.0,,,MOLSI'S,200.0,g,False,100.0,26.67,1375.0
927," Sri Sri Tattva Shuddhta ka naam Organic Brown Sugar, 1kg x Pack of 2 ",320.0,288.0,,,SRI SRI TATTVA SHUDDHTA KA NAAM,1.0,kg,True,32.0,10.0,288.0
928, Foodcan Afghan Abjosh Munakka (Big Aabjosh Raisins | A Grade | with Seeds) 400g ,800.0,299.0,,,FOODCAN,400.0,g,False,501.0,62.62,747.5
929," Marwar GurJaggery 1 Kg (Gud Cubes, Chemical Free, Organic, No Preservatives Added), Whole Gur Cube Pack (1KG) ",300.0,199.0,,,MARWAR,1.0,kg,False,101.0,33.67,199.0
930, Nutraj Raisins / Kishmish 500 g ,299.0,155.0,,,NUTRAJ,500.0,g,False,144.0,48.16,310.0
931, Kitchen Jungle Seedless Dates ( Pin Khajoor) -[ Premium Quality] [ Hygienically Vaccum Packed] ,299.0,199.0,,,KITCHEN JUNGLE,,none,False,100.0,33.44,
932, BLK Foods Select Seedless Tamarind (Imli without beej) 500g (2 blocks in 1 pack) ,350.0,183.0,,,BLK FOODS,500.0,g,False,167.0,47.71,366.0
933, natural n Tasty Afghani Anjeer Figs Afghanistan Dry Anjir Dried Figs Dry Fruits (500 Grams) ,1679.0,499.0,,,NATURAL N TASTY,500.0,grams,False,1180.0,70.28,
934, Pitambari Ruchiyana Jaggery Powder 500 gm - pack of 2 ,170.0,150.0,,,PITAMBARI,500.0,gm,True,20.0,11.76,300.0
