Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform,Discount,Discount Percentage,Price Per Unit(Kg/L)
909, Dhopabor Premium Tea -750 g (500g + 250g Value Offer Packs) | High quality Assam CTC Chai| ,291.0,270.0,,,DHOPABOR,750.0,g,1,Success,JoiMart,21.0,7.22,360.0
910," C. SOMABHAI's No. 11 CTC Premium Dust Tea - 500kg, Assam Tea, Kadak Chai Patti, Strong Regular Black Tea Powder 500 kg Pack ",268.0,250.0,,,C. SOMABHAI (QUALITY TEA),500.0,kg,1,Success,JoiMart,18.0,6.72,0.5
911, Spearmint Tea ,400.0,201.0,,,NAVVAYD,,none,1,Failed,JoiMart,199.0,49.75,
912," Pure Tender Coconut Water| No Added Sugar| Natural Energy Drink| Pack of 6, 200 ml each| ",300.0,240.0,,,PURE,200.0,ml,6,Success,JoiMart,60.0,20.0,1200.0
913," GopaljeeThandai with Badam, Pista, Elaichi 1kg ",525.0,472.0,,,GOPALJEE,1.0,kg,1,Success,JoiMart,53.0,10.1,472.0
914, Dabur Giloy Neem Tulsi Juice - 1L with Reusable Stainless Steel Straw with Cleaning Brush(Set of 5) ,430.0,429.0,,,DABUR,1.0,l,5,Success,JoiMart,1.0,0.23,429.0
915, Neuwganic - Tulsi Green Tea | Green Tea | Weight Loss | Immnunity Booster | 100 Gm Pack Of 1 ,500.0,215.0,,,NEUWGANIC,100.0,gm,1,Success,JoiMart,285.0,57.0,2150.0
916, Granules n Beans Coffee Latte Instant Coffee Premix - (10 Sachet x 14g = 140g) ,160.0,144.0,,,GRANULES N BEANS,14.0,g,1,Success,JoiMart,16.0,10.0,10285.71
917," Colombian Brew Vanilla Instant Coffee Powder, No Sugar Vegan, 50g ",199.0,197.0,,,COLOMBIAN BREW,50.0,g,1,Success,JoiMart,2.0,1.01,3940.0
918, Karma Kettle Chamomile - Herbal Tea with Chamomile Flower - 25 Tea Bag Box ,240.0,144.0,,,KARMA KETTLE,25.0,tea bag,1,Failed,JoiMart,96.0,40.0,
919, Lopchu Golden Orange Pekoe Darjeeling Tea ,600.0,315.0,,,NAVVAYD,,none,1,Failed,JoiMart,285.0,47.5,
920, Christopher Cocoa Hot Drinking Chocolate Powder with Dark Chocolate Buttons 1Kg ,1199.0,497.0,,,CHRISTOPHER COCOA,1.0,kg,1,Success,JoiMart,702.0,58.55,497.0
921, Roasted Darjeeling Tea ,400.0,201.0,,,NAVVAYD,,none,1,Failed,JoiMart,199.0,49.75,
922, Mala's Strawberry Crush 1 L ,240.0,223.0,,,MALA'S,1.0,l,1,Success,JoiMart,17.0,7.08,223.0
923, Organic Life 100% Natural Apple Cider Vinegar 1500 Ml. ,747.0,430.0,,,ORGANIC LIFE,1500.0,ml,1,Success,JoiMart,317.0,42.44,286.67
924, Rage Coffee - 100 GMS Original Blend ,499.0,314.0,,,RAGE COFFEE,100.0,gms,1,Success,JoiMart,185.0,37.07,3140.0
925," Nescafe Gold Altarica Instant Coffee Jar, 100 Gm ",823.62,664.0, Imported ,,NESCAFE,100.0,gm,1,Success,JoiMart,159.62,19.38,6640.0
926," Rk Home Made Natural Syrup Pan Pasand Syrup Concentrated Syrups And Squash, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
927, KRISHNA Tea - Dust 1kg Pack Leaf 500g | Assam Tea Leaves | Chai Patti | Milk Tea | Combo Pack (1.5kg ) ,599.0,499.0,,,KRISHNA ASSAM TEA,1.0,kg,1,Success,JoiMart,100.0,16.69,499.0
928, Duncans Finest Hand - Picked Leaf Tea Double Diamond Premium CTC Leaf Tea - 250 Grams - Pack of 3 ,405.0,369.0,,,DUNCANS FINEST HAND - PICKED LEAF TEA,250.0,grams,3,Success,JoiMart,36.0,8.89,1476.0
929, SPYRAN CTC Assam Chai Patti Leaves Leaf Tea (500 G) ,185.0,172.0,,,SPYRAN,500.0,g,1,Success,JoiMart,13.0,7.03,344.0
930," Farm Hots Amla Candy/ Awala Candy (Indian Gooseberry) Sweet,100 Grams Pack ",390.0,123.0,,,FARM HOTS,100.0,grams,1,Success,JoiMart,267.0,68.46,1230.0
931, 1952 Golden Blend South Indian Filter Coffee Powder with Slow-Roasted Perfectly 1000 g Pouch Chicory Filter Coffee ,999.0,560.0,,,1952,1000.0,g,1,Success,JoiMart,439.0,43.94,560.0
932, Bevzilla 200Gms Dark Wish Dark Roast Instant Coffee Powder| 100% Arabica Strong Coffee | Black Roast Rich & Dark Instant Coffee Powder | Make Upto 100 Cups | Bold & Intense| Premium Coffee | 100% Arabica Coffee ,799.0,399.0,,,BEVZILLA,200.0,gms,1,Success,JoiMart,400.0,50.06,1995.0
933, Johnnie Walker Refreshing Mixer Non Alcoholic Carbonated Drink 330 ml Pack of 2 ,200.0,140.0,,,JOHNNIE WALKER,330.0,ml,2,Success,JoiMart,60.0,30.0,424.24
934," Ahnlich Hi5 Smash Energy Drink | Quick Source of Energy | For Gym, Workout, and Sports | Refreshing, and Energizing Drink | Good Source of Vitamin B2, B3, and B6 | 250 ML | Pack of 6 ",540.0,425.0,,,AHNLICH HI5 SMASH,250.0,ml,6,Success,JoiMart,115.0,21.3,1700.0
935, Manama Green Apple Fruit Syrup for Mocktails and Cocktails (750ML) ,310.0,310.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,413.33
936, Spag Herbals Instant Badam Milk Powder With Real Kesar And Almond 400G ,399.0,318.0,,,SPAG HERBALS,400.0,g,1,Success,JoiMart,81.0,20.3,795.0
937, DiaBliss Herbal Diabetic Friendly Herbal Lemon Tea - Low GI - 30 x 10 Grams Sachet Box ,225.0,225.0,,,DIABLISS,10.0,g,1,Success,JoiMart,0.0,0.0,22500.0
938, Mapro Litchi Crush 1 L ,252.0,234.0,,,MAPRO,1.0,l,1,Success,JoiMart,18.0,7.14,234.0
939," Electrorush ORS Apple Flavoured Rehydration Drink for Instant Energy, Pack of 30 (200 ml each) ",882.0,794.0,,,ELECTRORUSH,200.0,ml,30,Success,JoiMart,88.0,9.98,3970.0
940, Haldiram's Nagpur Shahi Thandai Syrup 750 ml ,380.0,353.0,,,HALDIRAM'S NAGPUR,750.0,ml,1,Success,JoiMart,27.0,7.11,470.67
941, Shunya Fizz Lime & Lemon | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea & Vitamin C | Pack of 6 (300 ml X 6) ,360.0,342.0,,,SHUNYA,300.0,ml,6,Success,JoiMart,18.0,5.0,1140.0
942, Superlite Sugarfree Energy Drink | 0 Calories | Tropical Flavour | Max Kick Max Fizz | 6 Pack | Power Packed Energy Blend ,570.0,549.0,,,SUPERLITE,,none,1,Failed,JoiMart,21.0,3.68,
943," Chai Point Mixed Instant Teas ( Masala, Ginger, Cardamom, Classic ) | No Sugar | Instant Premix tea | Assam Tea | Flavoured tea | Tea Mix ",398.0,300.0,,,CHAIPOINT,,none,1,Failed,JoiMart,98.0,24.62,
944," Electrorush ORS Plus Apple Flavour Energy Drink Juice with Electrolyte, Nutrients, Vitamins, Minerals, Energy Booster, Pack of 30 (200ml Each) ",1200.0,1020.0,,,ELECTRORUSH,200.0,ml,30,Success,JoiMart,180.0,15.0,5100.0
945, 9am Lime & Mint Mojito Mocktail Syrup 1000ml ,400.0,315.0,,,9 AM,1000.0,ml,1,Success,JoiMart,85.0,21.25,315.0
946, KALOUR Nannari Sharbath 700ml (2pcs) ,200.0,125.0,,,KALOUR,700.0,ml,1,Success,JoiMart,75.0,37.5,178.57
947," Monster Ultra Blue Energy Drink Zero Sugar, 500 Mlpack of 2 ",770.0,653.0, Imported ,,MONSTER,500.0,ml,2,Success,JoiMart,117.0,15.19,1306.0
948, Amrut Life 250g Classic Strong Dust Tea and 250g Elaichi Special With Adrak Tea Tea Pouch (2 x 250 g) ,180.0,170.0,,,AMRUT LIFE,250.0,g,1,Success,JoiMart,10.0,5.56,680.0
949, Frut Jus Premium Pomegranate Frut Juice ,100.0,100.0,,,FRUT JUS,,none,1,Failed,JoiMart,0.0,0.0,
950, Yethai Premium Dust Black Tea| Blend of Multi- Garden Assam and Nilgiris Tea | 100% Natural ,300.0,200.0,,,YETHAI,,none,1,Failed,JoiMart,100.0,33.33,
951, Online Quality Store Organic Chamomile Flower Tea - 100g | Caffeine Free Herbal Tea| Chamomile Tea| Boost Immunity| Detox Tea| Sleep Tea & Stress Relief | 100% Natural Chamomile Flower Tea Leaves ,300.0,289.0,,,ONLINE QUALITY STORE,100.0,g,1,Success,JoiMart,11.0,3.67,2890.0
952," Eat Soya...BE SMART EAT SMART SOYA Drink Powder, Chocolate Flavor Plant-Based Vegan Milk Alternative, Non-GMO , Gluten Free, Lactose Free & 23% Protein 200g ",250.0,226.0,,,EAT SOYA...BE SMART EAT SMART,200.0,g,1,Success,JoiMart,24.0,9.6,1130.0
953, Cloud 9 Kala Khatta | Jamun Juice/Kala Khatta Soft Drink | 300 ml Pack of 24 ,556.0,556.0,,,CLOUD 9,300.0,ml,24,Success,JoiMart,0.0,0.0,1853.33
954," Manama Pineapple Crush and Strawberry Crush | 750ML Each | Topping for Cakes, Pies and Shakes | Pack of 2 ",380.0,380.0,,,MANAMA,750.0,ml,2,Success,JoiMart,0.0,0.0,506.67
955, Society Elaichi Adrak Chai | Society Tea | Ginger & Cardamom | Refreshing & Tasteful | 250 g | Pack of 2 ,340.0,330.0,,,SOCIETY,250.0,g,2,Success,JoiMart,10.0,2.94,1320.0
956," Rage Coffee Flavoured Instant Coffee | Belgian Chocolate Silk Blend 50 GMs | 100% Pure Coffee | Premium, Bold & Smooth ",199.0,179.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,20.0,10.05,3580.0
957," Taj Mango Hafus Sharbat,750 Ml.(Pack of 3) ",588.0,549.0,,,TAJ,750.0,ml,3,Success,JoiMart,39.0,6.63,732.0
958, Dhopabor Premium Tea -2.25 KG (4 x 500g+ 250g Value Offer Packs) | High quality Assam CTC Chai| ,873.0,755.0,,,DHOPABOR,2.25,kg,1,Success,JoiMart,118.0,13.52,335.56
959, Nutrovally Lemon Honey & Chamomile Tea Combo | Premium & Detox Refreshing Tea | Green Tea Bags 25+25 Bag ,498.0,275.0,,,NUTROVALLY,25.0,bag,1,Success,JoiMart,223.0,44.78,11.0
960, UTTAM KHETI PREMIUM TEA 1kG (1 KG) Rich Taste | Premium Tea ,460.0,430.0,,,UTTAM KHETI,1.0,kg,1,Success,JoiMart,30.0,6.52,430.0
961, Evocus Black Alkaline Drink | PACK OF 24 (250 ml Each) | 8+ pH | Infused with Essential Minerals ,1440.0,1224.0,,,EVOCUS,250.0,ml,24,Success,JoiMart,216.0,15.0,4896.0
962, PRAKASH TEA Leaf Special tea-1KG ,360.0,359.0,,,PRAKASH TEA,1.0,kg,1,Success,JoiMart,1.0,0.28,359.0
963, HERBALIFE NUTRITION Afresh Energy Drink Mix - Peach Flavor For Weight Loss ,999.0,599.0,,,HERBALIFE NUTRITION,,none,1,Failed,JoiMart,400.0,40.04,
964, GAJANAND Premium CTC Tea Leaf / 500gm / Pack of 1 / Chai Patti with Strong Taste and Refreshing Aroma / 100% Assam CTC Tea Leaves ,260.0,260.0,,,GAJANAND (AAH GAJANAND VAH GAJANAND),500.0,gm,1,Success,JoiMart,0.0,0.0,520.0
965," BEVZILLA Instant Coffee Powder - 96 Sachets (Butterscotch)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ",599.0,405.0,,,BEVZILLA,96.0,sachets,1,Success,JoiMart,194.0,32.39,4.22
966, Toyo Kombucha - Sparkling Fermented Tea | Pineapple Kombucha | 330ml (Pack of 6) ,570.0,462.0,,,TOYO KOMBUCHA,330.0,ml,6,Success,JoiMart,108.0,18.95,1400.0
967, Girnar Lemongrass Instant Tea Premix 14 g (10 pcs) ,150.0,139.0,,,GIRNAR,14.0,g,1,Success,JoiMart,11.0,7.33,9928.57
968, Nescafe Gold Roastery Collection Dark Roast ,962.5,775.0, Imported ,,NESCAFE,,none,1,Failed,JoiMart,187.5,19.48,
969," Apaizer Very Berry Goli Soda Bottle, 250 Ml (Pack Of 24) ",1440.0,1439.0,,,APAIZER,250.0,ml,24,Success,JoiMart,1.0,0.07,5756.0
970, Fit Tea| Sugar Free Instant Tea Premix Sachet Adrak-Elaichi 5.5g* 10 single serve sachets ,280.0,189.0,,,FIT TEA - KADAK AND CREAMY,5.5,g,1,Success,JoiMart,91.0,32.5,34363.64
971, Shree Royal Premium leaf tea| Black Tea| pack of 2kg |Assam leaf tea ,1100.0,770.0,,,SHREE ROYAL,2.0,kg,2,Success,JoiMart,330.0,30.0,385.0
972, Bayar's 80 Degree Filter Coffee 500 g ,370.0,370.0,,,BAYAR'S COFFEE,500.0,g,1,Success,JoiMart,0.0,0.0,740.0
973, Booster Water Black Alkaline Drink| 8+ pH Alkaline (500 ML Each Can) Mineral water(Pack of 6) ,540.0,486.0,,,BOOSTER WATER,500.0,ml,6,Success,JoiMart,54.0,10.0,972.0
974, 9 AM Powder Range Combo Pack of 5 (Custard 135gm+ Baking Soda 100gm+ Baking Powder 100gm+ Cocoa 50gm+ Drinking 100gm) ,250.0,225.0,,,9 AM,135.0,gm,5,Success,JoiMart,25.0,10.0,1666.67
975, Manama Original Mojito Syrup Mixer for Mocktails and Cocktails (750ML) ,350.0,350.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,466.67
976," Cocojal Mango Tender Coconut Water| No Added Flavours| No Added Preservatives| 200ml, Pack of 24 ",1200.0,840.0,,,COCOJAL,200.0,ml,24,Success,JoiMart,360.0,30.0,4200.0
977, Ez Farmland Spices Herb Tea 100 g (Pack of 1) / Kerala Special tea Mix/Masala Tea /Herbal Tea /Healthy tea Dust /Spices Tea Dust ,199.0,189.0,,,EZ FARMLAND,100.0,g,1,Success,JoiMart,10.0,5.03,1890.0
978," TE-A-ME Honey Lemon Green Tea, 100 Tea Bags | Honey Lemon Green Tea | Green Tea ",400.0,336.0,,,TE-A-ME,100.0,tea bags,1,Success,JoiMart,64.0,16.0,3.36
979," Rage Coffee Flavoured Instant Coffee | Vanilla Velvet Silk Blend 50 GMs | 100% Pure Coffee | Premium, Bold & Smooth ",199.0,179.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,20.0,10.05,3580.0
980," Gusto Foods Yellow Lemon Juice Concentrate, 600 Ml (Pack Of 3) ",267.0,199.0,,,GUSTO FOODS,600.0,ml,3,Success,JoiMart,68.0,25.47,331.67
981," Teabox Hibiscus Cinnamon Clove Green Tea Bags 25 Pieces | For Healthy Heart | Made with 100% Whole Leaf, Natural Hibiscus, Cinnamon & Clove | 2 Free Samples Included ",252.0,235.0,,,TEABOX,25.0,tea bags,1,Success,JoiMart,17.0,6.75,9.4
982," Colombian Brew Vanilla Instant Coffee Powder, No Sugar Vegan, 1kg Hotel Pack ",3500.0,1399.0,,,COLOMBIAN BREW,1.0,kg,1,Success,JoiMart,2101.0,60.03,1399.0
983," Nescafé Coffee Can - Latte, 240 ml, Light Brown JST ",399.0,250.0,,,JST,240.0,ml,1,Success,JoiMart,149.0,37.34,1041.67
984, Drink Masti Enjoy Masti Masti Rose Syrup for kids and teens| Flavour for various purpose-750ml ,1000.0,220.0,,,DRINK MASTI ENJOY MASTI MASTI,750.0,ml,1,Success,JoiMart,780.0,78.0,293.33
985," NATURUP Tender Coconut Water Powder Mix (600g) (pack of 50) , Nariyal Pani with No Artificial Colours, Flavours or Preservatives ",1000.0,709.0,,,NATURUP,600.0,g,50,Success,JoiMart,291.0,29.1,1181.67
986," Jivvij Samaara Jivraj Tea Premium Dust Tea with Goodness of Time-tested Indian Ingredients, Premium Pack of Kadak Desi Chai, Subtle and Rich in Aroma | Refreshing in Taste (1 Kg) ",649.0,649.0,,,JIVVIJ SAMAARA,1.0,kg,1,Success,JoiMart,0.0,0.0,649.0
