Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform,Discount,Discount Percentage,Price Per Unit(Kg/L)
482, Tropicana Guava Delight Fruit Juice 180 ml ,20.0,18.0,,,TROPICANA,180.0,ml,1,Success,JoiMart,2.0,10.0,100.0
483, Bournvita Lil Champs Chocolate 500 g ,341.0,317.0,,,BOURNVITA,500.0,g,1,Success,JoiMart,24.0,7.04,634.0
484, Leeford Green Tea Ginger with Lemon Grass & Lemon with Honey For Good Health Combo Pack (2 x 25 Tea Bags) ,500.0,359.0,,,LEEFORD,25.0,tea bags,1,Success,JoiMart,141.0,28.2,14.36
485, BEVZILLA Instant Coffee Powder (Turkish Hazelnut Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee ,375.0,209.0,,,BEVZILLA,75.0,grams,1,Success,JoiMart,166.0,44.27,2786.67
486, Cloud9 Fruttu Mango Fruit Juice 160 ml pack of 24 ,340.0,340.0,,,CLOUD 9,160.0,ml,24,Success,JoiMart,0.0,0.0,2125.0
487, City Gold Tea Elaichi Chai Cardamom Tea 1 kg Packet Tea - Kadak Elaichi Flavoured Tea 1kg Pack ,345.0,345.0,,,CITY GOLD,1.0,kg,1,Success,JoiMart,0.0,0.0,345.0
488, KANGEN Alkaline Water 8.5+ PH 500ML Pack of 24 ,960.0,960.0,,,KANGEN,500.0,ml,24,Success,JoiMart,0.0,0.0,1920.0
489," D'aromas Pure Coffee Powder 50g x 2, Instant Coffee Powder with Rich Aroma and Bold Taste ",280.0,198.0,,,D'AROMAS,50.0,g,1,Success,JoiMart,82.0,29.29,3960.0
490, Nescafe Gold Cappuccino Coffee 125 g ,200.0,186.0,,,NESCAFE,125.0,g,1,Success,JoiMart,14.0,7.0,1488.0
491, Society Premium Green Tea 250G Jar ,250.0,225.0,,,SOCIETY,250.0,g,1,Success,JoiMart,25.0,10.0,900.0
492, Octavius | Suprabhatam Tez Kadak Tea - 1Kg Pack of 2 | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai |Tea Powder |Chai Patti | Taza Tea | Garden Fresh Tea ,480.0,398.0,,,OCTAVIUS,1.0,kg,2,Success,JoiMart,82.0,17.08,398.0
493," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 1 KG Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1Kg) ",440.0,340.0,,,FIRST FLAVOUR,1.0,kg,1,Success,JoiMart,100.0,22.73,340.0
494, Zandu Kesari Jivan Fit for Diabetic Chyawanprash 900 g ,770.0,695.0,,,ZANDU,900.0,g,1,Success,JoiMart,75.0,9.74,772.22
495, Tetley Long Leaf with Lemon Natural Green Tea 100 g ,155.0,144.0,,,TETLEY,100.0,g,1,Success,JoiMart,11.0,7.1,1440.0
496, Tetley Leaf Green Tea 250 g (Carton) ,370.0,330.0,,,TETLEY,250.0,g,1,Success,JoiMart,40.0,10.81,1320.0
497, Aava Alkaline Natural Mineral Water 1 Ltr Cup-Cap | Pack of 12 ,1320.0,899.0,,,AAVA,1.0,ltr,12,Success,JoiMart,421.0,31.89,899.0
498, PediaSure 7 Plus Vanilla Drink Powder 200 g ,350.0,325.0,,,PEDIASURE,200.0,g,1,Success,JoiMart,25.0,7.14,1625.0
499," Prime Blue Razz, 500 Ml Imported ",1350.0,600.0, Imported ,,IMPORTED,500.0,ml,1,Success,JoiMart,750.0,55.56,1200.0
500, Baidyanath Chawanprash Awaleha 250 g ,99.0,79.0,,,BAIDYANATH,250.0,g,1,Success,JoiMart,20.0,20.2,316.0
501, Cloud 9 Jeera | Jeera Soft Drink | Instant Refreshing Jeera Drink | 300 ml Pack of 24 ,556.0,556.0,,,CLOUD 9,300.0,ml,24,Success,JoiMart,0.0,0.0,1853.33
502, PRISTINE Deccan Gold Pure Filter Coffee Powder (80% Coffee 20% Chicory) 200g - Pack of 2 ,260.0,260.0,,,PRISTINE,200.0,g,2,Success,JoiMart,0.0,0.0,1300.0
503, Sleepy Owl 100gm Original Premium Instant Coffee | 100% Arabica | Flavoured Coffee | Rich & Smooth | Makes 50 Strong & Delicious Cups ,495.0,399.0,,,SLEEPY OWL,100.0,gm,1,Success,JoiMart,96.0,19.39,3990.0
504, Mogu Mogu Grape Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
505," Fanta Anggur Grape Drink, 320 Ml |Pack of 2| Imported ",400.0,360.0, Imported ,,FANTA,320.0,ml,2,Success,JoiMart,40.0,10.0,1125.0
506," Evian Water, 500 Ml |Pack of 2| Imported ",500.0,400.0, Imported ,,IMPORTED,500.0,ml,2,Success,JoiMart,100.0,20.0,800.0
507, Raw Pressery Sugarcane Juice 250 ml ,75.0,50.0,,,RAW PRESSERY,250.0,ml,1,Success,JoiMart,25.0,33.33,200.0
508, Raw Pressery Alphonso Mango Basics Juice 1 L ,250.0,232.0,,,RAW PRESSERY,1.0,l,1,Success,JoiMart,18.0,7.2,232.0
509, Zandu Kesari Jivan Saffron Pearl Revitalizer Chyawanprash 900 g ,740.0,665.0,,,ZANDU,900.0,g,1,Success,JoiMart,75.0,10.14,738.89
510, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Chocolate) ,725.0,652.0,,,GROVIVA,400.0,g,1,Success,JoiMart,73.0,10.07,1630.0
511," Rk Home Made Natural Syrup Blue Coraco Syrup And Blue Lagoon Syrups, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
512, Care Ashwagandha Spiced Herbal 100 Green Tea Bags| Immunity Boost Desi Kahwa Weight Loss | Made Natural 100 Whole Leaf Herbs Certificated### Cinnamon### Tulsi### Ginger ,960.0,644.0,,,CARE,100.0,g,1,Success,JoiMart,316.0,32.92,6440.0
513, STATUE OF LIBERTY Tea DUST 1 KG ,300.0,256.0,,,GS,1.0,kg,1,Success,JoiMart,44.0,14.67,256.0
514," Nescafe Original Low Fat Milk Coffee Drink, 240 Ml Imported 7 Up |Pack of 2| ",400.0,375.0, Imported ,,7 UP,240.0,ml,2,Success,JoiMart,25.0,6.25,1562.5
515, Organic India TULSI DETOX KAHWA 25 TEABAGS- Pack of 2 ,450.0,405.0,,,ORGANIC INDIA,25.0,teabags,2,Failed,JoiMart,45.0,10.0,
516, Himalayan Heritage's Kangra Green Tea( 500 Grams Leaf Tea) ,350.0,350.0,,,HIMALAYAN HERITAGE TEA,500.0,grams,1,Success,JoiMart,0.0,0.0,700.0
517, Lipton Honey Lemon Green Tea Bags 10 pcs ,70.0,65.0,,,LIPTON,10.0,pcs,1,Success,JoiMart,5.0,7.14,6.5
518, Girnar Masala Tea Instant Premix | 10 Schts of 14 Gm in each Pack | Pack of 3 + Green Elaichi 25 Gm ,715.0,715.0,,,GIRNAR,25.0,gm,3,Success,JoiMart,0.0,0.0,28600.0
519, Chaipoint Green Tea Bags ( Pack of 25 Sachets) ,278.0,190.0,,,CHAIPOINT,25.0,sachets,25,Success,JoiMart,88.0,31.65,7.6
520," Pepsi Max Raspberry Flavour, 330 Ml |Pack of 3| Imported ",600.0,525.0, Imported ,,PEPSI,330.0,ml,3,Success,JoiMart,75.0,12.5,1590.91
521, Rio Boom Energy Drink Can | (Pack of 6 X 250 ML) ,330.0,322.0,,,RIO,250.0,ml,6,Success,JoiMart,8.0,2.42,1288.0
522, Organic India TULSI HONEY CHAMOMILE 25 TEABAGS- Pack of 2 ,390.0,351.0,,,ORGANIC INDIA,25.0,teabags,2,Failed,JoiMart,39.0,10.0,
523, Horlicks Chocolate 1 kg ,499.0,449.0,,,HORLICKS,1.0,kg,1,Success,JoiMart,50.0,10.02,449.0
524, Real Activ Tender Coconut Water 200 ml ,55.0,51.0,,,REAL,200.0,ml,1,Success,JoiMart,4.0,7.27,255.0
525, HARAYUG SHAHI ROSE SYRUP 750 ML WITH SILVER LEAVES ,650.0,250.0,,,HARAYUG,750.0,ml,1,Success,JoiMart,400.0,61.54,333.33
526, Cloud9 Energy Drink Classic 250ml Bottle - Pack of 30 ,664.0,664.0,,,CLOUD 9,250.0,ml,30,Success,JoiMart,0.0,0.0,2656.0
527," FOGOSO Cloudem Zero Magic Champagne Non Alcohlic Gold, 375 Ml Imported ",962.5,330.0, Imported ,,IMPORTED,375.0,ml,1,Success,JoiMart,632.5,65.71,880.0
528, Bournvita 14.4 g ,5.0,5.0,,,BOURNVITA,14.4,g,1,Success,JoiMart,0.0,0.0,347.22
529, Manna Ragi Malt Drink Mix 200g (Pack of 2) ,398.0,225.0,,,MANNA,200.0,g,2,Success,JoiMart,173.0,43.47,1125.0
530," Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags, Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea ",225.0,199.0,,,CAMBRIDGE TEA PARTY,30.0,tea bags,1,Success,JoiMart,26.0,11.56,6.63
531, Rungta's Dhamaka Strong Tea 1 Kg | KADAK & STRONG Blended Tea | Unique Blend Chai ,410.0,310.0,,,RUNGTA'S,1.0,kg,1,Success,JoiMart,100.0,24.39,310.0
532, Tata Gold Mixture Tea 500 g ,235.0,218.0,,,TATA TEA,500.0,g,1,Success,JoiMart,17.0,7.23,436.0
533, Girnar Royal Cup Tea 100 g ,50.0,46.0,,,GIRNAR,100.0,g,1,Success,JoiMart,4.0,8.0,460.0
534," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 1 - 320ml ",95.0,95.0,,,ROLLINS PUREFOODS,320.0,ml,1,Success,JoiMart,0.0,0.0,296.88
535, Rage Coffee 75 Gms Dark Roast ,185.0,149.0,,,RAGE COFFEE,75.0,gms,1,Success,JoiMart,36.0,19.46,1986.67
536, Open Secret Choco Almond Shake Powder - Pack of 2 ,698.0,523.0,,,OPEN SECRET,,none,2,Failed,JoiMart,175.0,25.07,
537, Christopher Cocoa Hazelnut Mocha Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g ,350.0,211.0,,,CHRISTOPHER COCOA,200.0,g,1,Success,JoiMart,139.0,39.71,1055.0
538, Nescafe Classic South Africa 50 Gms ,302.5,244.0, Imported ,,NESCAFE,50.0,gms,1,Success,JoiMart,58.5,19.34,4880.0
539, Continental Malgudi Filter Coffee Powder 500g Pouch Combo | Pack of 2 | 80/40 + 60/20 | ,560.0,559.0,,,CONTINENTAL,500.0,g,2,Success,JoiMart,1.0,0.18,1118.0
540, VAHDAM - Organic Spiced Turmeric Tea | USDA Organic Certified 15 Turmeric Tea Bags | Blend of Turmeric Powder & Fresh Spices | Herbal Tea for Weight Loss |Green tea for weight loss ,199.0,179.0,,,VAHDAM,,none,1,Failed,JoiMart,20.0,10.05,
541, Society OMT Elaichi Instant Tea Premix 500g Jar ,230.0,230.0,,,SOCIETY,500.0,g,1,Success,JoiMart,0.0,0.0,460.0
542, Dhopabor Premium Tea -1 KG (2 x 500g Value Offer Packs)| High quality Assam CTC Chai| ,388.0,349.0,,,DHOPABOR,1.0,kg,1,Success,JoiMart,39.0,10.05,349.0
543," Christopher Cocoa, Drinking Chocolate Cocoa Powder, Dark No Sugar, 200g ",299.0,219.0,,,CHRISTOPHER COCOA,200.0,g,1,Success,JoiMart,80.0,26.76,1095.0
544, Teabox Chamomile Green Tea Bags 25 Pieces | For Stress Relief & Good Sleep | Made with 100% Whole Leaf & Natural Chamomile Flowers | 2 Free Samples Included ,263.0,249.0,,,TEABOX,25.0,tea bags,1,Success,JoiMart,14.0,5.32,9.96
545, Himgiri Gulab Sharbat 750 ml ,150.0,127.0,,,HITKARY PHARMACY,750.0,ml,1,Success,JoiMart,23.0,15.33,169.33
546, Davidoff Rich Aroma Vivid and Spicy Instant Coffee 200 g (100 g X 2 Bottles) ,1300.0,1129.0,,,DAVIDOFF,200.0,g,1,Success,JoiMart,171.0,13.15,5645.0
547, Coffee Day Arabica Coffee Powder - 200 gm X 2 Packs ,400.0,380.0,,,CAFÉ COFFEE DAY,200.0,gm,1,Success,JoiMart,20.0,5.0,1900.0
548," Sleepy Owl Premium Instant Coffee Sachets | 96 gm - Pack of 48 Assorted Coffee Powder Sachets | 2g Each - Original, French Vanilla, Hazelnut, and Filter Kaapi - Flavoured Coffee | Coffee Pouch - Makes 48 Cups ",480.0,429.0,,,SLEEPY OWL,96.0,gm,48,Success,JoiMart,51.0,10.62,4468.75
549," Sri Sri Tattva Chocolate Ojasvita - Sharp Mind & Fit Body Foil Pack, 1kg ",560.0,504.0,,,SRI SRI,1.0,kg,1,Success,JoiMart,56.0,10.0,504.0
550, Mapro Lounge Mojito Mint & Lemon Flavoured Fruit Sharbat 1Ltr ,630.0,598.0,,,MAPRO,1.0,ltr,1,Success,JoiMart,32.0,5.08,598.0
551, Healthy Panda - Organic Sprouted Ragi Dry fruit Malt (400G) - Sugar Free-Health Mix / health drink for kids / health drink for Adults / women health drink / Millets Food / Dryfruit powder ,399.0,239.0,,,HEALTHY PANDA,400.0,g,1,Success,JoiMart,160.0,40.1,597.5
552," RiseUp Aroma Fresh Filter Coffee Powder, Aroma Ribbon Filter Coffee Powder, 500 g (Combo of 2) ",400.0,299.0,,,RISE UP COFEE,500.0,g,1,Success,JoiMart,101.0,25.25,598.0
553," AACTUALA Kiwi Aloe Vera Coconut Water Fruit Juice, Aloe Vera Juice - 200ml, Pack of 6 (6 x 200 ml) ",299.0,282.0,,,AACTUALA,200.0,ml,6,Success,JoiMart,17.0,5.69,1410.0
554, Leo Coffee Degree Blend Filter Coffee Powder Medium Roast Strong - 200 g ,124.0,111.0,,,LEO COFFEE,200.0,g,1,Success,JoiMart,13.0,10.48,555.0
555, Manna Go Grains Chocolate. Multigrain Health Drink Mix 400g ,299.0,225.0,,,MANNA,400.0,g,1,Success,JoiMart,74.0,24.75,562.5
556," Sri Sri Tattva Karela Jamun Juice,500 Ml Each (Pack Of 2) ",255.0,229.0,,,SRI SRI,500.0,ml,2,Success,JoiMart,26.0,10.2,458.0
557," Orglife Red Wine Vinegar Organic With Mother, 500 ml (Pack Of 1) ",599.0,195.0,,,ORGLIFE,500.0,ml,1,Success,JoiMart,404.0,67.45,390.0
558," Lavazza IL Mattino Vivace Coffee Powder, 200 g ",210.0,199.0,,,LAVAZZA,200.0,g,1,Success,JoiMart,11.0,5.24,995.0
559," Shunya Fizz Lime & Lemon & Classic Cola Combo | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea, Ashwagandha & Vitamin C | Pack of 12(300 ml X 12) ",720.0,615.0,,,SHUNYA,300.0,ml,12,Success,JoiMart,105.0,14.58,2050.0
560, GS Tea DUST 250 GM (Pack of 4) ,420.0,380.0,,,GS,250.0,gm,4,Success,JoiMart,40.0,9.52,1520.0
561, Shunya Fizz Lime & Lemon | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea & Vitamin C | Pack of 24 (300 ml X 24) ,1440.0,1152.0,,,SHUNYA,300.0,ml,24,Success,JoiMart,288.0,20.0,3840.0
562," Colombian Brew Pure Instant Coffee Powder, Smooth & Strong, 100g Buy 2 Get 1 Free ",897.0,497.0,,,COLOMBIAN BREW,100.0,g,1,Success,JoiMart,400.0,44.59,4970.0
563, Davidoff Espresso 57 Dark and Chocolatey Instant Coffee 200 g (100 g X 2 Bottles) ,1300.0,1129.0,,,DAVIDOFF,200.0,g,1,Success,JoiMart,171.0,13.15,5645.0
564, Bean2Brew | Premium Blend | Filter Coffee Powder | 80:20 | 200g ,130.0,125.0,,,BEAN2BREW,200.0,g,1,Success,JoiMart,5.0,3.85,625.0
565, Tata Gold Mixture Tea 1 kg ,475.0,427.0,,,TATA TEA,1.0,kg,1,Success,JoiMart,48.0,10.11,427.0
566, BUY 100% HAND-PICKED ASSAM LEAF TEA | DESI CHAI PATTI BY PYASA TEA | TEA 1KG ,1000.0,539.0,,,PYASA,1.0,kg,1,Success,JoiMart,461.0,46.1,539.0
567, Sunbean Beaten Caffe Powder 120 g (Pack of 10) ,150.0,99.0,,,SUNBEAN,120.0,g,10,Success,JoiMart,51.0,34.0,825.0
568, Continental Speciale Coffee Jar - 200 gm | 100% Pure Coffee | Classic Instant Coffee ,540.0,399.0,,,CONTINENTAL,200.0,gm,1,Success,JoiMart,141.0,26.11,1995.0
569, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Vanilla) ,725.0,652.0,,,GROVIVA,400.0,g,1,Success,JoiMart,73.0,10.07,1630.0
570, Pepsi Lemon ,206.25,174.0, Imported ,,PEPSI,,none,1,Failed,JoiMart,32.25,15.64,
571, Nutvit Nutrition Green Coffee Beans Powder for Weight Management 50gm Pack of 1 ,249.0,170.0,,,NUTVIT,50.0,gm,1,Success,JoiMart,79.0,31.73,3400.0
572," Shunya Go Sugar Free Mixed Fruit Mania Flavoured Drink - Immunity-Boosting, 0 Calories & 0 Preservatives Everyday Hydration Vitamins, Minerals & Electrolytes, 4 Super Herbs Pack of 12 (300ml each) ",720.0,684.0,,,SHUNYA,300.0,ml,12,Success,JoiMart,36.0,5.0,2280.0
573, Nawab's Secret 100% Natural Premium Kewra Water and Rose Water (Pack of 2 * 200ml) - Essence for Biryani and Mughlai Dishes ,240.0,206.0,,,NAWAB'S SECRET,200.0,ml,2,Success,JoiMart,34.0,14.17,1030.0
574, Kokan Gem Kokum Blast 180 ml ,25.0,12.0,,,KOKAN GEM,180.0,ml,1,Success,JoiMart,13.0,52.0,66.67
575, Rage Coffee Combo Pack of 2 - Irish Hazelnut & Creme Caramel Flavoured Coffee 50 Gms Each ,698.0,299.0,,,RAGE COFFEE,50.0,gms,2,Success,JoiMart,399.0,57.16,5980.0
576, Tata Gold Mixture Tea 250 g ,120.0,111.0,,,TATA TEA GOLD,250.0,g,1,Success,JoiMart,9.0,7.5,444.0
577, J DEVI TEA Organic Blended Strong Taste & Refreshing Tea|Unique Blend Crafted For Chai Lovers Across India | Red-250 gm ,399.0,129.0,,,J DEVI TEA,250.0,gm,1,Success,JoiMart,270.0,67.67,516.0
578," BEVZILLA Instant Coffee Powder - 48 Sachets (Colombian Gold)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ",299.0,239.0,,,BEVZILLA,48.0,sachets,1,Success,JoiMart,60.0,20.07,4.98
579, Society Tea 100 g ,55.0,51.0,,,SOCIETY,100.0,g,1,Success,JoiMart,4.0,7.27,510.0
580, Lipton Honey Lemon Green Tea 100 g ,155.0,144.0,,,LIPTON,100.0,g,1,Success,JoiMart,11.0,7.1,1440.0
581, Tata Teaveda Tea 250 g ,145.0,134.0,,,TATA TEA,250.0,g,1,Success,JoiMart,11.0,7.59,536.0
582, Manama Black Currant Crush and Strawberry Crush | 750ML Each | Topping for Cakes and Shakes | (Pack of 2) ,380.0,380.0,,,MANAMA,750.0,ml,2,Success,JoiMart,0.0,0.0,506.67
583, Bevzilla Coffee Shaker with 25 Assorted Flavoured Sachets Instant Coffee Powder | Shaker - 500ml | Sachet - 2gm Each | 4 Flavours ,399.0,250.0,,,BEVZILLA,500.0,ml,1,Success,JoiMart,149.0,37.34,500.0
584, Mogu Mogu Orange Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
585, JINDAL COCOA CLASSIC CHOCOLATE SYRUP 650 GMS ,220.0,165.0,,,JINDAL COCOA,650.0,gms,1,Success,JoiMart,55.0,25.0,253.85
586, NutroVally Green Tea | Premium Natural & Pure Aromatic Leaves | Rich In Antioxidant Lemon Green Tea Bags -25 Pcs ,199.0,175.0,,,NUTROVALLY,25.0,pcs,1,Success,JoiMart,24.0,12.06,7.0
587, Bevzilla 48 Sachets Dark Wish Dark Roast Strong Coffee Powder Box - 96gm | The Strongest Coffee | Instant Coffee | 100% Arabica Beans | No Added Preservatives | Makes 48 Cups ,499.0,279.0,,,BEVZILLA,48.0,sachets,1,Success,JoiMart,220.0,44.09,5.81
588," Colombian Brew Instant Coffee Powder Pure, Strong, 1kg Hotel Pack ",2200.0,1299.0,,,COLOMBIAN BREW,1.0,kg,1,Success,JoiMart,901.0,40.95,1299.0
589, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 4 ,400.0,320.0,,,BLACK & WHITE,330.0,ml,4,Success,JoiMart,80.0,20.0,969.7
590, G.M.S TULSI TEA Gold Gift Pack | Tulsi Gold Brokens Tea 1 kg & Premium Gold Finish Stainless Steel Kullhad Set of 6 in Jewellery Box | Gold Kadak Chai | CTC Tea ,1999.0,1599.0,,,G.M.S TULSI TEA,1.0,kg,6,Success,JoiMart,400.0,20.01,1599.0
591, Cloud 9 Fruttu Litchi Fruit Juice 160 ml pack of 24 ,340.0,340.0,,,CLOUD 9,160.0,ml,24,Success,JoiMart,0.0,0.0,2125.0
592," The Indian Chai - Bloom Diwali Gift Box | Contains Rose Petals (15g), Teen Paan Rose Tea (50g) and Kama S Tea (75g) | Assorted Herbal, Black & Chai Tea in Glass Jar | Loose Leaf Tea | Diwali Gift Pack ",599.0,399.0,,,THE INDIAN CHAI,15.0,g,1,Success,JoiMart,200.0,33.39,26600.0
593," Schweppes 320ml (Tonic Water, Pack of 4) (Imported) ",500.0,427.0, Imported ,,SCHWEPPES,320.0,ml,4,Success,JoiMart,73.0,14.6,1334.38
594, Dr Pepper Zero Sugar Coca Cola |Pack of 3| Imported ,600.0,525.0, Imported ,,COCA COLA,,none,3,Failed,JoiMart,75.0,12.5,
595," Sleepy Owl 50gm Original Premium Instant Coffee | 100% Arabica | Makes 25 Cups | Strong & Delicious Coffee | Rich & Smooth Aroma | Make Café Style Hot or Cold Coffee, Cappuccino, Espresso, Latte at Home ",325.0,199.0,,,SLEEPY OWL,50.0,gm,1,Success,JoiMart,126.0,38.77,3980.0
596," Tea Valley Utsah Dumdar Chai 900Gm | KADAK, MALTY, Aromatic & Strong | Unique Blend of Assam and Dooars CTC | ",230.0,230.0,,,TEA VALLEY,900.0,gm,1,Success,JoiMart,0.0,0.0,255.56
597, Alo Frut Guava + Aloevera Fruit Juice 1 L ,120.0,99.0,,,ALO FRUT,1.0,l,1,Success,JoiMart,21.0,17.5,99.0
598, Momsy Premium Assam Tea| Single Origin Tea| Strong and Robust Blend| Premium Chai Patti (450gm) ,499.0,272.0,,,MOMSY,450.0,gm,1,Success,JoiMart,227.0,45.49,604.44
599," BEVZILLA Instant Coffee Powder - 48 Sachets (Butterscotch)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ",299.0,239.0,,,BEVZILLA,48.0,sachets,1,Success,JoiMart,60.0,20.07,4.98
600, CHAI POINT Instant Masala Tea | Incredibly Authentic | Masala Flavored Tea | 10 Sachets | Masala Chai | Instant Premix Tea (Pack of 1) ,199.0,140.0,,,CHAIPOINT,10.0,sachets,1,Success,JoiMart,59.0,29.65,14.0
601, Starbucks Vanilla Frappuccino 250 ml JST ,350.0,300.0,,,JST,250.0,ml,1,Success,JoiMart,50.0,14.29,1200.0
602, Mountain Dew Voltage (355ml) Imported Coca Cola ,850.0,750.0,,,COCA COLA,355.0,ml,1,Success,JoiMart,100.0,11.76,2112.68
603, Open Secret Chocolate Thandai Mix Powder - 225g - Pack of 1 ,349.0,279.0,,,OPEN SECRET,225.0,g,1,Success,JoiMart,70.0,20.06,1240.0
604, Winola Chocolate Dressing Spread for Perfect Topping (1.3 kg) ,300.0,251.0,,,WINOLA,1.3,kg,1,Success,JoiMart,49.0,16.33,193.08
605, Davidoff Crema Intense Smooth and Rounded Instant Coffee 100 g ,650.0,590.0,,,DAVIDOFF,100.0,g,1,Success,JoiMart,60.0,9.23,5900.0
606, Marvel Yellow Tea 250 g ,135.0,67.0,,,MARVEL,250.0,g,1,Success,JoiMart,68.0,50.37,268.0
607, Continental Xtra Coffee 50G Pouch | Buy 4 and Get 4 Free | 400g ,1400.0,699.0,,,CONTINENTAL,50.0,g,1,Success,JoiMart,701.0,50.07,13980.0
608, GS Tea DUST 1 KG ,420.0,384.0,,,GS,1.0,kg,1,Success,JoiMart,36.0,8.57,384.0
609, Jivvij Samaara Jivraj CTC Premium Loose Leaf Tea Refreshing Kadak Strong Aroma Desi Chai with Goodness of Time-Tested Indian Ingredients ,649.0,649.0,,,JIVVIJ SAMAARA,,none,1,Failed,JoiMart,0.0,0.0,
610, Octavius | KADAK Assam Tea - 1Kg (Pack of 2) | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti | Taza Tea | Garden Fresh Tea | Tea 2 Kg ,600.0,469.0,,,OCTAVIUS,1.0,kg,2,Success,JoiMart,131.0,21.83,469.0
611, Jeju SamDaSoo Natural Mineral Water ,2800.0,2800.0, Imported ,,JEJU SAMDASOO,,none,1,Failed,JoiMart,0.0,0.0,
612," C. SOMABHAI's No. 11 CTC Premium Dust Tea - 1kg, Assam Tea, Kadak Chai Patti, Strong Regular Black Tea Powder 1 kg Pack ",520.0,490.0,,,C. SOMABHAI (QUALITY TEA),1.0,kg,1,Success,JoiMart,30.0,5.77,490.0
613, Octavius | Pure Green Tea Bags - 100 Pieces | All Natural | Antioxidant-rich | Improves Metabolism | Reduces Waist | Detox Green Tea Bags (2gm x 100 Bags) ,260.0,255.0,,,OCTAVIUS,2.0,g,1,Success,JoiMart,5.0,1.92,127500.0
614, Real Fruit Power Pineapple Juice 1 L ,130.0,120.0,,,REAL,1.0,l,1,Success,JoiMart,10.0,7.69,120.0
615, Society Hot Lemon Premix Tea | Instant Lemon Tea | 500g Pouch ,195.0,176.0,,,SOCIETY,500.0,g,1,Success,JoiMart,19.0,9.74,352.0
616, Aquafina Packaged Drinking Water 500 ml ,10.0,10.0,,,AQUAFINA,500.0,ml,1,Success,JoiMart,0.0,0.0,20.0
617, Shree Guruji Kesaria Thandai Dry Fruit Syrup Sharbat (1 Litre) Pack of 1 ,550.0,550.0,,,SHREE GURUJI,,none,1,Failed,JoiMart,0.0,0.0,
618, Tata Coffee Grand| Strong Coffee| Super Saver Pack| 200 Gm Each | Pack of 2| 400 Gm ,499.0,499.0,,,TATA COFFEE,200.0,gm,2,Success,JoiMart,0.0,0.0,2495.0
619," PepsiCo ChefsNeed Pepsi Black 320ml, |Pack of 3 |Cans (Imported Product) ",600.0,525.0, Imported ,,PEPSI,320.0,ml,3,Success,JoiMart,75.0,12.5,1640.62
620, Continental THIS Cappuccino 3 in 1 Premix Coffee| 132g Box ( 22g* 6 Sachets) | Pack of 3 ,375.0,369.0,,,CONTINENTAL,132.0,g,3,Success,JoiMart,6.0,1.6,2795.45
621, Kahvi 100% Authentic Coffee Powder | Instant Coffee Powder | Arabica & Robasta Beans | Strong Taste & Rich Aroma I Hot & Cold Coffee I 50G Pouch x 2 ,320.0,200.0,,,KAHVI BRAND,50.0,g,1,Success,JoiMart,120.0,37.5,4000.0
622, Goodricke Thurbo Darjeeling Tea - 250 Gm | Single Estate Whole Leaf Black Tea ,350.0,315.0,,,GOODRICKE,250.0,gm,1,Success,JoiMart,35.0,10.0,1260.0
623," Schweppes Ginger Ale, 320 Ml |Pack of 3| Imported from Malaysia ",600.0,450.0, Imported ,,SCHWEPPES,320.0,ml,3,Success,JoiMart,150.0,25.0,1406.25
