,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Converted_Quantity,Numeric_Part
602,602,Saunf/Sompu - Sweet,Top,38.0,37.0,1.0,2.63,100 g - Pouch,100 g ,100.0,100.0
603,603,Basmati Rice/Basmati Akki - Premium,BB Royal,700.0,598.54,101.46000000000004,14.49,5 kg ,5 kg ,5000.0,5000.0
604,604,Powder - Pure Chilli,Aachi,312.0,265.2,46.80000000000001,15.0,500 g - Pouch,500 g ,500.0,500.0
605,605,"Extra Light Tasting Olive Oil- Deep Frying- Neutral Taste-Deep Fry, Shallow Fry -Italian",Bertolli,1000.0,661.5,338.5,33.85,500 ml - Bottle,500 ml ,500.0,500.0
606,606,Basmati Rice/Basmati Akki - Pulav,Daawat,820.0,696.25,123.75,15.09,5 kg - Pouch,5 kg ,5000.0,5000.0
607,607,Healthy Nutmix - Premium International,Happilo,730.0,605.9,124.10000000000002,17.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
608,608,Salt/Uppu - Free Flow,AKAR,25.0,18.21,6.789999999999999,27.16,1 kg - Pouch,1 kg ,1000.0,1000.0
609,609,"Tata Salt Super Lite Iodized Salt - 30 % Less Sodium, 1 Kg (PACK OF 2)",bb Combo,130.0,120.9,9.099999999999994,7.0,2 x 1 Kg - Multipack,2 x 1 Kg ,"(2.0, 'kg')",2.0
610,610,Roasted & Salted Pumpkin Seeds,Cornitos,40.0,37.6,2.3999999999999986,6.0,30 g - Pouch,30 g ,30.0,30.0
611,611,Chana Dal,24 Mantra Organic,300.0,264.0,36.0,12.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
612,612,Almond/Badam - Sonora,BB Royal,180.0,171.0,9.0,5.0,100 g - Pouch,100 g ,100.0,100.0
613,613,"Coriander/Dhaniya Powder - Exotic, Pure Spices, For Cooking",Catch,190.0,142.5,47.5,25.0,500 g - Pouch,500 g ,500.0,500.0
614,614,Cashew/Godambi - Broken,BB Royal,750.0,441.0,309.0,41.2,500 g - Pouch,500 g ,500.0,500.0
615,615,Olive Oil - Extra Virgin,Del Monte ,2200.0,1769.26,430.74,19.58,2x500 ml - Multipack,2x500 ml ,"(1000.0, 'ml')",1000.0
616,616,Soya chunks,Fortune ,120.0,101.24,18.760000000000005,15.63,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
617,617,Sunflower Oil - Cold Pressed,Pro Nature,244.0,219.6,24.400000000000006,10.0,500 ml ,500 ml ,500.0,500.0
618,618,Organic Toor Dal/Togari Bele,Tata Sampann,370.0,351.5,18.5,5.0,1 kg ,1 kg ,1000.0,1000.0
619,619,Jowar Flour,24 Mantra Organic,210.0,189.0,21.0,10.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
620,620,Sundrop Super Lite Advanced - Sunflower Oil Pet,Sundrop,185.0,185.0,0.0,0.0,1 L - Bottle,1 L ,1000.0,1000.0
621,621,Masala - Chicken,Aachi,30.0,25.5,4.5,15.0,50 g - pouch,50 g ,50.0,50.0
622,622,Mustard Oil,Patanjali,140.0,140.0,0.0,0.0,1 L ,1 L ,1000.0,1000.0
623,623,Organic Maida,Organic Tattva,65.0,55.25,9.75,15.0,500 g - Pouch,500 g ,500.0,500.0
624,624,Organic Cold Pressed Coconut Oil,GoodDiet,495.0,325.0,170.0,34.34,500 ml ,500 ml ,500.0,500.0
625,625,Refined Sunflower Oil,Emami Healthy & Tasty,775.0,666.26,108.74000000000001,14.03,5 L - Can,5 L ,5000.0,5000.0
626,626,"Organic - Urad Dal/Uddina Bele, Black (Split)",BB Royal,210.0,187.0,23.0,10.95,1 kg ,1 kg ,1000.0,1000.0
627,627,Cooking Soda,Tata I Shakti,82.0,82.0,0.0,0.0,1 Kg - Pouch,1 Kg ,1000.0,1000.0
628,628,Sabu Dana,Dnv,96.0,96.0,0.0,0.0,500 g ,500 g ,500.0,500.0
629,629,"Sona Masoori - Premium, Light Weight & Aromatic",Daawat,412.0,356.27,55.73000000000002,13.53,5 kg ,5 kg ,5000.0,5000.0
630,630,Rice Puttupodi,Elite,105.0,105.0,0.0,0.0,1 kg - Pillow Pouch,1 kg ,1000.0,1000.0
631,631,Soya Chunks,Fortune ,200.0,150.0,50.0,25.0,1 kg - Pouch,1 kg ,1000.0,1000.0
632,632,Masala - Lemon Rice Powder,MTR,25.0,21.0,4.0,16.0,50 g ,50 g ,50.0,50.0
633,633,Masala - Garam,Mdh,84.0,84.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
634,634,"Basmati Rice/Basmati Akki - Royale, Authentic Biryani",Kohinoor,1125.0,690.0,435.0,38.67,5 kg ,5 kg ,5000.0,5000.0
635,635,White Peas/Matar,BB Super Saver,160.0,106.0,54.0,33.75,1 kg ,1 kg ,1000.0,1000.0
636,636,Dry Mango Powder,BB Royal,80.0,37.0,43.0,53.75,100 g ,100 g ,100.0,100.0
637,637,Sonamasuri Hand Pounded,Organic Tattva,595.0,523.6,71.39999999999998,12.0,5 kg - Pouch,5 kg ,5000.0,5000.0
638,638,Besan/Kadale Hittu,Fortune ,80.0,55.46,24.54,30.67,500 g - Pouch,500 g ,500.0,500.0
639,639,"Magic Cube - Vegetarian Masala, Adds Flavour To A Variety Of Dishes",MAGGI ,35.0,35.0,0.0,0.0,40 g - (Pack of 10),40 g ,40.0,40.0
640,640,Kashmiri Mirch Powder,Catch,250.0,212.5,37.5,15.0,2x100 g - Multipack,2x100 g ,"(200.0, 'g')",200.0
641,641,"Coconut Milk Powder - Fresh Aroma, No Preservatives",MAGGI ,125.0,125.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
642,642,Puffed Rice/Kadle Puri - Pesticide Free,Safe Harvest,112.0,106.4,5.599999999999994,5.0,500 g ,500 g ,500.0,500.0
643,643,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",Slurrp Farm,900.0,837.0,63.0,7.0,3x250 g - Multipack,3x250 g ,"(750.0, 'g')",750.0
644,644,Saffron,Everest,340.0,340.0,0.0,0.0,1 g - Carton,1 g ,1.0,1.0
645,645,Roasted Chana Whole with skin,BB Royal,100.0,79.0,21.0,21.0,500 g - Pouch,500 g ,500.0,500.0
646,646,Urad Dal White Whole,24 Mantra Organic,465.0,409.2,55.80000000000001,12.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
647,647,Organic - Maize flour/Makka Atta,BB Royal,89.0,75.0,14.0,15.73,1 kg ,1 kg ,1000.0,1000.0
648,648,Extra Virgin Olive Oil,La Espanola,1799.0,1159.0,640.0,35.58,1 L - Glass Bottle,1 L ,1000.0,1000.0
649,649,Unpolished Masoor Dal - Split,Tata Sampann,86.0,83.42,2.5799999999999983,3.0,500 g ,500 g ,500.0,500.0
650,650,Unpolished Brown Rice/Akki,Safe Harvest,525.0,446.25,78.75,15.0,5 kg ,5 kg ,5000.0,5000.0
651,651,Virgin Groundnut Oil,Patanjali,220.0,220.0,0.0,0.0,1 L - Pouch,1 L ,1000.0,1000.0
652,652,Satrangi Mix Mouth Freshener,BB Royal,80.0,54.0,26.0,32.5,100 g ,100 g ,100.0,100.0
653,653,Sprouted Ragi Flour/Ragi Hittu,Manna,289.0,231.2,57.80000000000001,20.0,1 kg ,1 kg ,1000.0,1000.0
654,654,100% Natural & Pure Coconut Oil - Unrefined,Nature Way,325.0,292.5,32.5,10.0,1 L ,1 L ,1000.0,1000.0
655,655,Organic - Besan/Kadale Hittu,BB Royal,76.0,63.0,13.0,17.11,500 g ,500 g ,500.0,500.0
656,656,Organic Tur/Toor Dal/Togari Bele - Unpolished,BB Royal,559.0,453.0,106.0,18.96,2 kg ,2 kg ,2000.0,2000.0
657,657,"Raisins/Ona Drakshi - Black, With Seeds",BB Royal,60.0,51.0,9.0,15.0,100 g - Pouch,100 g ,100.0,100.0
658,658,Poppy Seed,Dnv,490.0,465.5,24.5,5.0,200 g - Pouch,200 g ,200.0,200.0
659,659,Organic - Brown Top Millet,BB Royal,111.0,105.45,5.549999999999997,5.0,500 g ,500 g ,500.0,500.0
660,660,Hand Pound Rice/Akki,BB Royal,80.0,66.0,14.0,17.5,1 kg - Pouch,1 kg ,1000.0,1000.0
661,661,Amla Dry Fruit,Fresho Signature,130.0,112.1,17.900000000000006,13.77,2x50 g - Multipack,2x50 g ,"(100.0, 'g')",100.0
662,662,"Prunes - Dried & Pitted, Premium Californian",Happilo,590.0,513.3,76.70000000000005,13.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
663,663,Double Beans - White,BB Royal,80.0,79.0,1.0,1.25,200 g - Pouch,200 g ,200.0,200.0
664,664,Turmeric Powder/Arisina Pudi,Catch,330.0,247.5,82.5,25.0,1 Kg - Pouch,1 Kg ,1000.0,1000.0
665,665,Idli Sooji/Rava,BB Super Saver,110.0,89.0,21.0,19.09,2 kg ,2 kg ,2000.0,2000.0
666,666,Fenugreek/Methi,Super Saver,20.0,17.0,3.0,15.0,100 g ,100 g ,100.0,100.0
667,667,Black Salt/Kala Namak - Powder,BB Royal,15.0,9.0,6.0,40.0,100 g ,100 g ,100.0,100.0
668,668,Organic - Bajra Atta,BB Royal,50.0,33.0,17.0,34.0,500 g ,500 g ,500.0,500.0
669,669,Basmati Rice - Pulav Premium,BB Royal,340.0,272.26,67.74000000000001,19.92,2x1 Kg - Multipack,2x1 Kg ,"(2.0, 'kg')",2.0
670,670,Coconut Milk Powder,Kpl Shudhi,640.0,640.0,0.0,0.0,1 kg - Pouch,1 kg ,1000.0,1000.0
671,671,Dry Red Chilli - Whole,Dnv,64.0,60.8,3.200000000000003,5.0,100 g - Pouch,100 g ,100.0,100.0
672,672,Palakadan Unda Matta Rice,Double Horse,728.0,691.6,36.39999999999998,5.0,10 kg ,10 kg ,10000.0,10000.0
673,673,Premium International Queen Kalmi Dates,Happilo,450.0,339.15,110.85000000000002,24.63,350 g ,350 g ,350.0,350.0
674,674,Natural Tomato Paste,Indira's,139.0,139.0,0.0,0.0,450 g ,450 g ,450.0,450.0
675,675,Jowar Whole,BB Royal,180.0,138.0,42.0,23.33,2 kg ,2 kg ,2000.0,2000.0
676,676,Powder - Turmeric,Aachi,163.0,138.55,24.44999999999999,15.0,500 g - Pouch,500 g ,500.0,500.0
677,677,100% Pure Premium Walnuts,Tata Sampann,402.0,354.56,47.44,11.8,200 g ,200 g ,200.0,200.0
678,678,Chemba Puttu Podi,Double Horse,129.0,129.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
679,679,"Coriander Powder - Perfect Colour, Smell & Taste",Eastern,172.0,172.0,0.0,0.0,2x250 g - Multipack,2x250 g ,"(500.0, 'g')",500.0
680,680,Methi/ Fenugreek Seeds,Organic Tattva,40.0,34.0,6.0,15.0,100 g - Pouch,100 g ,100.0,100.0
681,681,"Govind Bhog Rice/Akki - Premium, Aromatic",BONGO BHOG,190.0,170.62,19.379999999999995,10.2,1 kg - Pouch,1 kg ,1000.0,1000.0
682,682,Desi Ghee,BB Popular,1440.0,1233.0,207.0,14.37,1 L - (Pack of 2),1 L ,1000.0,1000.0
683,683,Sabji Masala,Everest,56.0,56.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
684,684,Organic - Bajra Wild/ Pearl Millet,BB Royal,172.0,140.0,32.0,18.6,2x1 kg - Multipack,2x1 kg ,"(2.0, 'kg')",2.0
685,685,Basmati Rice/Basmati Akki - Traditional,Daawat,1050.0,1050.0,0.0,0.0,5 kg - Pouch,5 kg ,5000.0,5000.0
686,686,Canola Oil,BORGES,3000.0,1751.5,1248.5,41.62,5 L - Bottle,5 L ,5000.0,5000.0
687,687,Turmeric Powder/Arisina Pudi,BB Royal,200.0,101.0,99.0,49.5,500 g ,500 g ,500.0,500.0
688,688,Gum,BB Royal,60.0,36.0,24.0,40.0,100 g ,100 g ,100.0,100.0
689,689,Quinoa,India Gate,225.0,225.0,0.0,0.0,500 g - 0,500 g ,500.0,500.0
690,690,Pav Bhaji Masala,Everest,84.0,78.96,5.040000000000006,6.0,100 g - Carton,100 g ,100.0,100.0
691,691,Chironji,BB Royal,300.0,274.0,26.0,8.67,100 g ,100 g ,100.0,100.0
692,692,Appam Idiyappam Pathiri,Double Horse,55.0,49.5,5.5,10.0,500 g - Pouch,500 g ,500.0,500.0
693,693,White Poha - Pesticide Free,Safe Harvest,65.0,59.8,5.200000000000003,8.0,500 g ,500 g ,500.0,500.0
694,694,Urad Dal White Split,24 Mantra Organic,435.0,382.8,52.19999999999999,12.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
695,695,Salted Sunflower Seeds,Tong Garden,360.0,360.0,0.0,0.0,12x30 g - Multipack,12x30 g ,"(360.0, 'g')",360.0
696,696,Baskati - Rice,BB Royal,450.0,360.0,90.0,20.0,5 kg ,5 kg ,5000.0,5000.0
697,697,Idly Rice,24 Mantra Organic,240.0,216.0,24.0,10.0,2x1 kg - Multipack,2x1 kg ,"(2.0, 'kg')",2.0
698,698,7 Grain Atta/Multigrain,24 Mantra Organic,550.0,440.0,110.0,20.0,5x1 kg - Multipack,5x1 kg ,"(5.0, 'kg')",5.0
699,699,Dates/Kharjura - Red,BB Royal,300.0,130.0,170.0,56.67,500 g ,500 g ,500.0,500.0
700,700,Masala - Shahi Biryani,Everest,332.0,332.0,0.0,0.0,200 g ,200 g ,200.0,200.0
701,701,Hing,Mdh,110.0,110.0,0.0,0.0,10 g - Carton,10 g ,10.0,10.0
702,702,Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain,Figaro,599.0,405.56,193.44,32.29,250 ml - Bottle,250 ml ,250.0,250.0
703,703,Organic - Rice/Akki Surti Kolam,BB Royal,1149.0,1016.0,133.0,11.58,10 kg ,10 kg ,10000.0,10000.0
704,704,Organic Seeds - Ajwain/Om Kalu,Organic Tattva,90.0,76.5,13.5,15.0,100 g - Pouch,100 g ,100.0,100.0
705,705,Organic - Jeera/Jeeraga Samba Rice,BB Royal,1399.0,1213.0,186.0,13.3,10 kg ,10 kg ,10000.0,10000.0
706,706,Jaggery/Bella Powder - Pesticide Free,Safe Harvest,80.0,65.6,14.400000000000006,18.0,500 g ,500 g ,500.0,500.0
707,707,Organic Desi Cow Ghee - Rich Aroma,AKSHAYAKALPA,660.0,660.0,0.0,0.0,300 ml - Bottle,300 ml ,300.0,300.0
708,708,Muskmelon/Kharbooja -Seeds,BB Royal,80.0,68.0,12.0,15.0,50 g - Pouch,50 g ,50.0,50.0
709,709,Premium Californian Almonds Roasted & Salted,Happilo,670.0,482.4,187.60000000000002,28.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
710,710,Brown Rice Weight Watcher,India Gate,152.0,139.52,12.47999999999999,8.21,1 kg - Jar,1 kg ,1000.0,1000.0
711,711,"Paneer Masalas Mixed - Variety Pack, Kadhai Paneer, Mutter Paner, Palak Paneer, Ready In 15 Minutes",MTR,30.0,20.0,10.0,33.33,36 g - (3 N x 12 g each),36 g ,36.0,36.0
712,712,"Chatpata Chat Masala Powder - Spices & Herbs Blend, For Fruits, Salads",Catch,75.0,56.25,18.75,25.0,100 g - Carton,100 g ,100.0,100.0
713,713,Kuttu Atta,BB Royal,135.0,106.0,29.0,21.48,500 g ,500 g ,500.0,500.0
714,714,"Black Pepper - Whole, Rich In Antioxidants, Treats Cold & Cough",Zoff,170.0,95.2,74.8,44.0,100 g ,100 g ,100.0,100.0
715,715,Ghee/Tuppa,RKG AGMARK GHEE,870.0,870.0,0.0,0.0,1 L - Pet Jar,1 L ,1000.0,1000.0
716,716,"Organic - Green Moong Dal/Dal, Split",BB Royal,179.0,173.0,6.0,3.35,1 kg ,1 kg ,1000.0,1000.0
717,717,Himalayan Pink Salt Powder,Ramyeon,130.0,99.0,31.0,23.85,1 kg ,1 kg ,1000.0,1000.0
718,718,Organic Arhar/Tur Dal,Aashirvaad,260.0,182.0,78.0,30.0,1 kg ,1 kg ,1000.0,1000.0
719,719,Pizza Oregano - Seasoning For Italian & Home-Cooked Food,Keya,79.0,79.0,0.0,0.0,35 g ,35 g ,35.0,35.0
720,720,Powder - Cumin,Eastern,95.0,81.5,13.5,14.21,100 g - Pouch,100 g ,100.0,100.0
721,721,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",Fortune ,800.0,666.0,134.0,16.75,5 L ,5 L ,5000.0,5000.0
722,722,Bajra,BB Royal,80.0,62.0,18.0,22.5,1 kg - Pouch,1 kg ,1000.0,1000.0
723,723,"Magic Cube - Chicken Masala, Adds Flavour To A Variety Of Dishes",MAGGI ,40.0,40.0,0.0,0.0,40 g - (Pack of 10),40 g ,40.0,40.0
724,724,Lite - Cooking Oil,Sundrop,190.0,190.0,0.0,0.0,1 L - Pet Bottle,1 L ,1000.0,1000.0
725,725,Organic - Urad Black Whole,BB Royal,126.0,92.0,34.0,26.98,500 g ,500 g ,500.0,500.0
726,726,"Urad Black, Split Dal - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",BB Royal,90.0,88.0,2.0,2.22,500 g - Pouch,500 g ,500.0,500.0
727,727,Powder - Coriander,Sakthi,76.0,68.4,7.599999999999994,10.0,200 g - Pouch,200 g ,200.0,200.0
728,728,100% Natural Premium Californian Inshell Walnut,Happilo,575.0,428.38,146.62,25.5,500 g ,500 g ,500.0,500.0
729,729,Extra Light Olive Oil for Indian Cooking - Deep Frying & Baking,La Espanola,3199.0,2159.0,1040.0,32.51,2 L - Bottle,2 L ,2000.0,2000.0
730,730,Agmarked-Cow ghee,Heritage,390.0,359.9,30.100000000000023,7.72,500 ml - Jar,500 ml ,500.0,500.0
731,731,Palm Candy - Made From Palm Sugar,mypalm,110.0,110.0,0.0,0.0,250 g ,250 g ,250.0,250.0
732,732,Stone Flower,BB Royal,90.0,78.0,12.0,13.33,50 g ,50 g ,50.0,50.0
733,733,Organic Moong Dal/Dhuli,Organic Tattva,285.0,228.0,57.0,20.0,1 kg - Pouch,1 kg ,1000.0,1000.0
734,734,Sprinkler- Oregano Pizza Italian,Keya,119.0,113.05,5.950000000000003,5.0,80 g - Canister,80 g ,80.0,80.0
735,735,"California Almonds - Premium, Roasted & Lightly Salted, Protein Packed",BB Royal,150.0,120.0,30.0,20.0,100 g - Standy Ziplock Pouch,100 g ,100.0,100.0
736,736,Organic - Saunf/Sompu,Pro Nature,125.0,87.5,37.5,30.0,100 g - Pouch,100 g ,100.0,100.0
737,737,Powder - Puliyogare,Sanketi Adukale,125.0,125.0,0.0,0.0,200 g ,200 g ,200.0,200.0
738,738,Green Sweetener With Stevia Pellets,Sugar Free,550.0,495.88,54.120000000000005,9.84,2x300 pcs - Multipack,2x300 pcs ,"(600.0, 'pcs')",600.0
739,739,Organic Coconut Oil - Cold Pressed,Forgreen,439.0,439.0,0.0,0.0,1 L - Bottle,1 L ,1000.0,1000.0
740,740,Matta Broken,Double Horse,83.0,83.0,0.0,0.0,1 kg - Pouch,1 kg ,1000.0,1000.0
741,741,Ragi Special Huri Hittu,Indira's,145.0,145.0,0.0,0.0,400 g - Pouch,400 g ,400.0,400.0
742,742,Flax Seeds,24 Mantra Organic,160.0,152.0,8.0,5.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
743,743,"Piri-Piri Mix - Spicy Tangy Seasoning, Sprinkler For Snacks, Marinades",SNAPIN,10.0,9.5,0.5,5.0,12 g ,12 g ,12.0,12.0
744,744,Organic - Ponni Raw Rice/Akki,BB Royal,949.0,744.0,205.0,21.6,10 kg ,10 kg ,10000.0,10000.0
745,745,Organic - Green Peas/Ona Batani,BB Royal,149.0,95.0,54.0,36.24,500 g ,500 g ,500.0,500.0
746,746,Salted Peanuts,Tong Garden,700.0,644.0,56.0,8.0,2x400 g - Multipack,2x400 g ,"(800.0, 'g')",800.0
747,747,Instant Idiyappam,Double Horse,49.0,49.0,0.0,0.0,100 g - Pouch,100 g ,100.0,100.0
748,748,Wheat Broken/Dalia/Lapsi Rava,BB Super Saver,70.0,57.0,13.0,18.57,1 kg ,1 kg ,1000.0,1000.0
749,749,"Olive Oil - Pure, Classic",BORGES,1350.0,1162.5,187.5,13.89,1 L - Bottle,1 L ,1000.0,1000.0
750,750,Just Berries,Fresho Signature,250.0,218.5,31.5,12.6,2x50 g - Multipack,2x50 g ,"(100.0, 'g')",100.0
751,751,Red Rice Poha - Thick,Tata Sampann,63.0,61.74,1.259999999999998,2.0,500 g ,500 g ,500.0,500.0
752,752,Filtered Groundnut Oil,Gemini,1250.0,1149.0,101.0,8.08,5 L - Jar,5 L ,5000.0,5000.0
753,753,"Idli Karam Podi - Chutney Powder, Source Of Protein",MTR,45.0,35.0,10.0,22.22,100 g ,100 g ,100.0,100.0
754,754,Tamarind/Hunisehannu - Pesticide Free,Safe Harvest,215.0,165.55,49.44999999999999,23.0,500 g ,500 g ,500.0,500.0
755,755,Powder - Black Pepper,MTR,165.0,165.0,0.0,0.0,100 g - Pouch,100 g ,100.0,100.0
756,756,Dhaniya/ Coriander - Whole,Organic Tattva,70.0,59.5,10.5,15.0,100 g - Pouch,100 g ,100.0,100.0
757,757,Organic Moong Dal/Hesaru Bele,Tata Sampann,280.0,266.0,14.0,5.0,1 kg ,1 kg ,1000.0,1000.0
758,758,Organic - Coriander Powder,BB Royal,149.0,120.0,29.0,19.46,500 g ,500 g ,500.0,500.0
759,759,Bajra Flour,BB Royal,100.0,69.0,31.0,31.0,1 kg ,1 kg ,1000.0,1000.0
760,760,Jeera/Jeerige - Pesticide Free,Safe Harvest,240.0,240.0,0.0,0.0,200 g ,200 g ,200.0,200.0
761,761,Multimillet (Multigrain) Atta,Manna,169.0,101.4,67.6,40.0,1 kg - Pouch,1 kg ,1000.0,1000.0
762,762,Roasted Bengal Gram/Chana Dal,24 Mantra Organic,360.0,316.8,43.19999999999999,12.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
763,763,Kasuri Methi,Eastern,25.0,25.0,0.0,0.0,25 g ,25 g ,25.0,25.0
764,764,Til/Ellu - Nylon,BB Royal,250.0,212.0,38.0,15.2,500 g ,500 g ,500.0,500.0
765,765,Paneer Chilli Masala,Ching's Secret,100.0,100.0,0.0,0.0,10 x 20 g - Multipack,10 x 20 g ,"(200.0, 'g')",200.0
766,766,Organic - Rice Rava,BB Royal,45.0,40.0,5.0,11.11,500 g ,500 g ,500.0,500.0
767,767,Besan/Kadale Hittu - Fine,Tata Sampann,32.0,32.0,0.0,0.0,200 g ,200 g ,200.0,200.0
768,768,"Kashmiri Walnuts Premium Kernel - Whole, Rich In Fibre, Protein, Zero Cholesterol",BB Royal,1000.0,641.0,359.0,35.9,500 g - Airtight Pack. Freshness Locked,500 g ,500.0,500.0
769,769,"Dates - Red, With Seeds",BB Royal,300.0,236.0,64.0,21.33,1 kg ,1 kg ,1000.0,1000.0
770,770,Natura Sweet Drops Sweetener,Sugar Free,280.0,246.96,33.03999999999999,11.8,2x10 ml - Multipack,2x10 ml ,"(20.0, 'ml')",20.0
771,771,Ragi/nachni Flour,BB Popular,100.0,56.0,44.0,44.0,1 kg - Pouch,1 kg ,1000.0,1000.0
772,772,Organic Wheat Dalia,Organic Tattva,70.0,59.5,10.5,15.0,500 g - Pouch,500 g ,500.0,500.0
773,773,Organic - Wheat Flour,Phalada Pure & Sure,345.0,327.75,17.25,5.0,5 kg - Pouch,5 kg ,5000.0,5000.0
774,774,Xpert Pro Sugar Conscious Edible Oil - Blend Of Rice Bran & Sesame Oil,Fortune ,540.0,417.0,123.0,22.78,3 x 1 L - Multipack,3 x 1 L ,"(3.0, 'l')",3.0
775,775,Organic - Nutmeg/Jayikayi,BB Royal,39.0,38.0,1.0,2.56,20 g ,20 g ,20.0,20.0
776,776,Turmeric Powder,24 Mantra Organic,130.0,102.0,28.0,21.54,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
777,777,Rice Bran Oil,Emami Healthy & Tasty,140.0,116.52,23.480000000000004,16.77,1 L - Pouch,1 L ,1000.0,1000.0
778,778,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,Tata Sampann,175.0,144.06,30.939999999999998,17.68,200 g ,200 g ,200.0,200.0
779,779,Refined - Sunflower Oil,Sunrich,402.0,330.0,72.0,17.91,3x1 L - Multipack,3x1 L ,"(3.0, 'l')",3.0
780,780,Healthy Organic Gluten Free Quinoa Grains,GoodDiet,225.0,139.0,86.0,38.22,250 g ,250 g ,250.0,250.0
781,781,Organic Sulphurless Sugar/Sakkare,24 Mantra Organic,135.0,135.0,0.0,0.0,1 kg - Pouch,1 kg ,1000.0,1000.0
782,782,Boiled Rice/Beyisida Akki - Rajabogham,BB Royal,800.0,607.0,193.0,24.12,10 kg ,10 kg ,10000.0,10000.0
783,783,Nature's Super Foods - Ragi Flour/Ragi Hittu,Aashirvaad,100.0,85.0,15.0,15.0,1 kg - Pouch,1 kg ,1000.0,1000.0
784,784,"A2 Desi Hallikar Cow Ghee - Vedic Bilona Churned From Curd, 1 L Each",Anveshan,4320.0,3716.28,603.7199999999998,13.97,2x1 L - Multipack,2x1 L ,"(2.0, 'l')",2.0
785,785,Aval - Red,Double Horse,78.0,78.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
786,786,Khandsari Sugar/Sakkare - Pesticide Free,Safe Harvest,149.0,120.69,28.310000000000002,19.0,1 kg ,1 kg ,1000.0,1000.0
787,787,Chilli Flakes - Red,Keya,99.0,96.03,2.969999999999999,3.0,40 g - Bottle,40 g ,40.0,40.0
788,788,Oil - Mustard (Kachi Ghani),Dhara ,165.0,162.4,2.5999999999999943,1.58,1 L - Carton,1 L ,1000.0,1000.0
789,789,"Turkish Apricots - Premium & Hand Picked, 100% Natural",Grocery Farm,349.0,244.3,104.69999999999999,30.0,200 g ,200 g ,200.0,200.0
790,790,Masala - Tea,Everest,126.0,126.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
791,791,Lite Oil,Sundrop,1190.0,1154.3,35.700000000000045,3.0,5 L - Can,5 L ,5000.0,5000.0
792,792,Salt/Uppu,Saffola,50.0,37.5,12.5,25.0,1 kg - Pouch,1 kg ,1000.0,1000.0
793,793,Low GI 7 White Rice - Diabetic Friendly/Akki,Sugar Watchers,1890.0,1663.2,226.79999999999995,12.0,2 x 5 kg - Multipack,2 x 5 kg ,"(10.0, 'kg')",10.0
794,794,"Fenugreek Seeds - Rich In Vitamins, Lowers Cholesterol",Zoff,50.0,20.5,29.5,59.0,100 g ,100 g ,100.0,100.0
795,795,"Afghan Dried Figs - Premium & Hand Picked, 100% Natural",Grocery Farm,599.0,419.3,179.7,30.0,200 g ,200 g ,200.0,200.0
796,796,Hing - Enhances Flavour & Aroma,Catch,275.0,206.25,68.75,25.0,100 g - Plastic Bottle,100 g ,100.0,100.0
797,797,Organic - Garlic Powder - Dehydrated,BB Royal,29.0,18.0,11.0,37.93,50 g ,50 g ,50.0,50.0
798,798,Masoor Malka/Red Whole,BB Royal,320.0,230.0,90.0,28.12,2 kg ,2 kg ,2000.0,2000.0
799,799,Pani Puri Masala,Everest,40.0,40.0,0.0,0.0,50 g - Carton,50 g ,50.0,50.0
800,800,Spring Rolls Sheets - 8x8,Switz,220.0,190.0,30.0,13.64,2x20 pcs - Multipack,2x20 pcs ,"(40.0, 'pcs')",40.0
801,801,Basmati Rice/Basmati Akki - Super,India Gate,1120.0,825.01,294.99,26.34,5 kg - Bag,5 kg ,5000.0,5000.0
802,802,Flaxseed Hull Powder - Lignans,Health 1st,945.0,945.0,0.0,0.0,150 g - (30 Sachets x 5 g each),150 g ,150.0,150.0
