,Product name,MRP,Discount,Tag,PerUnitPrice,Brand Generated
697," D'aromas Instant Pure Coffee Powder without chicory 100g|Ideal for Office,Home,Café,Restaurant,Hotel ", 400.00 ,298.00,None,None,None
698," The Pahadi Story Masala Chai Patti 450gm, 100% Natural Summer Harvest Blend Of Black Assam Tea CTC,100% Natural Ingredients (Assam Masala Tea) ", 750.00 ,675.00,None,None,None
699, Wagh Bakri Premium Leaf Tea 250 Grm | Pack of 2 | 500 Grm + 25 Grm Tea Masala , 580.00 ,575.00,None,None,Wagh Bakri
700, TEA POWDER ," 14,500.00 ","11,000.00",None,None,None
701," Taj Kacha Mango Sharbat,750 Ml.(Pack of 3) ", 426.00 ,410.00,None,None,None
702," Jai Guruji Badam Kesar Dry Fruit Syrup Sharbat, Instant Refreshing Drink for Summer 750 ML Pack of 2 ", 640.00 ,630.00,None,None,None
703, Organic Hibiscus Tea Bags - 40 Eco-friendly Hibiscus Tea Bag in Resealable pouch by The Tea Trove , 347.00 ,204.00,None,None,None
704," Cambridge Tea Party Rejuvenate 30 Tea Bags, Ashwagandha Chamomile Ginger Lemon Mint Tulsi Green Tea ", 225.00 ,135.00,None,None,None
705, Farm Hots Kokumrut syrup 1000ML , 450.00 ,209.00,None,None,None
706, Mogu Mogu Apple Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,None
707," Nescafe Nesecafe Matinal, 200 Gm ", 660.00 ,532.00,None,None,Nescafe
708, CHAI POINT Instant Tea | Incredibly Authentic | Elaichi Flavor | 10 Sachets | Elaichi Tea | Instant Tea Premix Tea| Assam Tea| Elaichi Premix Chai (Pack of 1) , 199.00 ,140.00,None,None,None
709, FIZZY JEERA , 500.00 ,499.00,None,None,None
710, SENSO Tea Premix Cardamom Preservatives Free 14 g (10 sachets) , 140.00 ,100.00,None,None,None
711," Colombian Brew Instant Coffee Powder, 60-40 South Indian Quick Filter, 200g ", 349.00 ,247.00,None,None,None
712, Octavius | Kadak Masala Tea - 1Kg (Pack Of 2) | 100% Natural Spices | Black Tea | Strong Tea | Masala Chai | Natural Care | Kadak Chai Patti | Spiced Tea | Ayurvedic Herbs | Vedic Tea | Tea 2 Kg , 900.00 ,725.00,None,None,None
713, Bevzilla's Assorted 50 GM *4 Instant Coffee Powder Jars Gift Box with free Cafe glass ," 2,699.00 ",459.00,None,None,None
714, G.M.’S TULSI TEA | Kadak Chai | Brokens - Dana Tea | Black Tea | CTC Tea | Kadak Taste of Gujarat | Aromatic Blend For Gujarati Chai Lovers 1 kg ,380.00,380.00,None,None,None
715, Hitkary Aam Panna 750 ml , 199.00 ,169.00,None,None,None
716, DALMIA GOLD ELAICHI TEA 1 KG POUCH , 350.00 ,340.00,None,None,None
717, Rage Coffee Combo Pack of 3 - Butterscotch Delight & Vanilla Bubblegum & Mint Mocha Flavoured Instant Crystal Coffee 50 Gms Each ," 1,047.00 ",399.00,None,None,None
718, Vikram tea Red Rose Special Dust Tea (1 Kg) ," 1,600.00 ",480.00,None,None,None
719, Davidoff Espresso 57 Dark & Chocolatey Instant Coffee 100 gm Glass Jar , 650.00 ,620.00,None,None,Davidoff
720, Mapro Lemon Barley Water 1 L , 252.00 ,234.00,None,None,Mapro
721," Davidoff Espresso 57 Dark and Chocolatey Instant Coffe Jar, 100g (Pack of 1) ", 650.00 ,598.00,None,None,Davidoff
722, Continental Malgudi Filter Coffee Decoction Liquid 10ml Sachets | Each Box - 5 Sachets| Pack of 6 | Strong South Indian Instant Filter Coffee , 300.00 ,299.00,None,None,Continental
723, Pure Chamomile Tea , 600.00 ,235.00,None,None,None
724, Manama Blueberry Fruit Syrup | Mixer for Mocktails and Cocktails | 750ML Bottle ,340.00,340.00,None,None,None
725, Country Bean Original Coffee 100g - No Added Sugar , 499.00 ,429.00,None,None,Country Bean
726, Raw Pressery Aloe Vera Lemonade 200 ml , 60.00 ,55.00,None,None,Raw Pressery
727," Monster Energy Can, 500ml JST ", 400.00 ,274.00,None,None,Monster
728, Healthy Panda Multigrain Dry Fruit Malt - 400 g (100g Pack of 4) , 359.00 ,159.00,None,None,None
729, Wagh Bakri Navchetan | Tea | Premium Tea| 250 Gm Each | Pack of 4 | 1 Kg + 25 Gm Black Papper , 890.00 ,870.00,None,None,Wagh Bakri
730," organic forest Spearmint Tea for PCOD and PCOS, Helps balancing Hormones (100 grams) Unflavored Herbal Tea Pouch (100 g) ", 340.00 ,180.00,None,None,None
731," Nirvam Rose Sharbat from Khadi India, Instant Refreshing Syrup Drink for Summer, 750ml ", 499.00 ,249.00,None,None,None
732," Christopher Cocoa Dark Chocolate Sprinkles 200g, Rainbow Sprinkles 200g, Dark Chocolate Choco Chips 200g , White Chocolate Choco Chips 200g (Snack, Topping Ice Cream, Cakes, Baking) "," 1,096.00 ",297.00,None,None,None
733, OLD JAMAICA Ginger Beer 330ml pack of 4 imported ," 1,350.00 ","1,060.00",None,None,None
734, Cloud 9 Golden Shikanji Lemon Juice 300 ml pack of 24 ,556.00,556.00,None,None,None
735," Rk Home Made Natural Syrup Lemon Pudina Syrup, 750 Ml ", 500.00 ,199.00,None,None,None
736," Christopher Cocoa, Double Chocolate Hot Cocoa Powder Mix, 10 Sachets Box ", 249.00 ,197.00,None,None,None
737, MAHALAKSHMI Kadak Chai Premium Assam Black Tea 1kg ,370.00,370.00,None,None,None
738, Kartin Big Basic Instant Coffee Premix|Coffee|1kg , 750.00 ,375.00,None,None,None
739, Octavius Gold CTC Tea 750gm | Aromatic Assam Black Tea with 15% Darjeeling Tea | Strong Tea Blended with Long Leaves , 450.00 ,320.00,None,None,None
740," Sri Sri Tattva Chocolate Ojasvita - Sharp Mind & Fit Body Box, 200g ", 145.00 ,130.00,None,None,Sri Sri Tattva
741," Rk Home Made Natural Syrup Jeera Masala Soda Syrup Concentrated Syrups And Squash, 750 Ml ", 500.00 ,199.00,None,None,None
742, Groviva Wholesome Child Nutrition for Growth & Development - 750g (2*375g poches in Box) (Chocolate) ," 1,275.00 ","1,147.00",None,None,Groviva
743," Nescafe Gold Imported, 50 Gm ", 398.75 ,321.00,None,None,Nescafe
744, Hitkary Miracle Pineapple 750 ml , 199.00 ,169.00,None,None,None
745," Urban Platter Arabian Date Syrup, 500g ", 300.00 ,285.00,None,None,Urban Platter
746, Shree Royal Strong leaf Assam tea pack of 1Kg| Premium quality|SONI TEA|SONI CHAI , 510.00 ,370.00,None,None,None
747, Amrik Premium tea with Aromatic long leaves | Rich & Strong Chai | 250gram , 215.00 ,180.00,None,None,None
748, MURALIS - 100% Pure Filter Coffee Powder | 400 gms |Pack of 2 | Traditional South Indian Coffee , 259.00 ,249.00,None,None,None
749," Prime Ice Pop, 500 Ml Imported "," 1,350.00 ",600.00,None,None,None
750, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH Essential Minerals Pack of 9(1 Liter) ," 1,350.00 ","1,148.00",None,None,None
751, Yethai Instant Lemon Tea Premix| Lemon Premix Tea| Flavored Tea 100 gms (Min 25 cups) , 200.00 ,133.00,None,None,None
752, Organic India Tulsi Honey Chamomile Tea Bags 25 pcs , 195.00 ,97.00,None,None,Organic India
753," TE-A-ME Purify Green Tea, 100 Tea Bags | Green Tea Bags 100 pcs | Green Tea ", 350.00 ,277.00,None,None,None
754," COCO HIGH Dark Chocolate Drink, 200 Ml x 24 Cans, Chocolate Milk Shake, High Protein, Ready to Serve "," 2,376.00 ","1,544.00",None,None,None
755, Goodricke Chai Leaf Tea 500gm (Pack of 3) , 525.00 ,499.00,None,None,None
756, AKHYA GOLD PREMIUM ASSAM LEAF TEA -500 GRAMS , 300.00 ,199.00,None,None,None
757, JST Goli Soda - Classic Lime Flavor Goli Soda - Pack Of 6 || Low Sugar Lime Flavored Mocktail Drink In Modern Goli Soda Bottle , 420.00 ,390.00,None,None,None
758," BEVZILLA Instant Coffee Powder - 96 Sachets (French Vanilla)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ", 599.00 ,405.00,None,None,None
759, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 24 ," 2,400.00 ","1,599.00",None,None,None
760," Colombian Brew Ice Mint Instant Coffee Powder, No Sugar Vegan, 50g ", 199.00 ,167.00,None,None,None
761," Cloudem Zero Gold Magic Champagne Non Alcohlic, 750 Ml Imported ", 962.50 ,775.00,None,None,None
762," Chinnar Dust Tea, Premium Strong Tea, 1KG ", 390.00 ,359.00,None,None,None
763, Orika Jaljeera Lemonade (190 Gm) , 145.00 ,72.00,None,None,None
764," Colombian Brew High Caffeine Espresso Instant Coffee Powder, Strong, 50g ", 199.00 ,115.00,None,None,None
765," Dr Pepper, 330 Ml Imported ", 206.25 ,174.00,None,None,None
766, Paras Strong Red Cutting Tea , 180.00 ,160.00,None,None,None
767, Continental THIS Creamy 3 in 1 Premix Coffee| 180g ( 18g* 10 Sachets) | Pack of 4 | 708g , 400.00 ,399.00,None,None,Continental
768, SENSO Instant Tea Premix Masala Vegetarian , 140.00 ,110.00,None,None,None
769, Galaxy Drink 750 ML (Fruit Cocktail) Combo Pack of 2 , 800.00 ,760.00,None,None,None
770, Manama Lime and Mint Mojito Syrup Mixer for Mocktails and Cocktails (1Litre) ,400.00,400.00,None,None,None
771," Monster Nitro Super Dry Energy Drink, 500 Mlpack of 2 ", 770.00 ,650.00,None,None,Monster
772, Premium Green Tea , 175.00 ,140.00,None,None,None
773," Monsterr Ultra/Black, 0 Sugar 500 ml JST ", 250.00 ,200.00,None,None,Monster
774, City Gold Elaichi Chai Cardamom Tea 200g (Pack of 5 x 200 gm Pouch) 1 kg - Kadak Flavoured Tea ,350.00,350.00,None,None,None
775," Aquatein Pro 21G Ready To Drink Protein Water With 6G Bcaa And 4G Glutamine, Orange, Strawberry, Green Apple, Mixed Berry (Pack Of 24) "," 3,600.00 ","2,448.00",None,None,None
776, Society Premium Leaf Tea 1Kg Pouch , 600.00 ,588.00,None,None,None
777, Cloud9 Energy Drink Classic 250ml Can - Pack of 24 | Asli Power Asli Energy ,"1,199.00","1,199.00",None,None,None
778," Farm Hots Kokum Syrup/Sharbat,1000ml Can ", 720.00 ,228.00,None,None,None
779," Colombian Brew Assorted Mocha Instant Coffee Powder Box (Strong,Double Chocolate,Mint,Blueberry) (Gift Pack Box Diwali, Rakhi) 80gm ", 350.00 ,189.00,None,None,None
780," Colombian Brew 2 in 1 Instant Coffee Powder Premix, 10 Sachets Box ", 249.00 ,197.00,None,None,None
781," Lipton SipNDigest Ginger, Tulsi & Rock Salt Green Tea Bags 1.8 g (50 pcs) ", 390.00 ,362.00,None,None,Lipton
782, Continental Freeze Dried 100g Jar | Premium Instant Coffee | 100% Arabica Coffee | Black Coffee , 440.00 ,399.00,None,None,Continental
783, Okayti Golden Orange Fannings Darjeeling Black Tea - 500 Gm | 100% Organic Darjeeling Tea for Improved Digestion & Metabolism , 200.00 ,188.00,None,None,None
784," Christopher Cocoa Powder, Drinking Chocolate Cocoa, 100g, Super Kids Cocoa Powder Health and Nutrition Drink, No Sugar Vegan, 100g (For Kids and Adults) ", 298.00 ,197.00,None,None,None
785," Christopher Cocoa Baking Soda All Purpose 1Kg (Bake Cakes, Cookies, Breads, Brownies) ", 499.00 ,137.00,None,None,None
786, GOODRICKE Samovar Original Tea Kashmiri Noon Tea Leaves 250 g (Pack of 3) , 390.00 ,370.00,None,None,None
787, Karma Kettle Green Tea - Organic Green Tea - 100 Tea Bag box , 400.00 ,240.00,None,None,Karma Kettle
788, Tea 1989 Sambhav Elaichi Chai 1 Kg , 380.00 ,306.00,None,None,None
789, Rage Coffee Combo - Instant Coffee with Free Frother | Irish Hazelnut Flavoured Coffee - 50 gms | Make Milky & Frothy Hazelnut Coffee | Made using 100% Arabica Beans , 749.00 ,399.00,None,None,None
790, Lazy Cocktails Variety Pack of 6 bottles , 594.00 ,499.00,None,None,None
791," Rk Home Made Natural Syrup Blue Lagoon Syrup Concentrated Syrups And Squash, 750 Ml ", 500.00 ,199.00,None,None,None
792," GopaljeeThandai with Badam, Pista, Elaichi 1kg ", 525.00 ,472.00,None,None,None
793, Monster Energy Lewis Hamilton Zero Sugar 500ml (Pack OF 4) JST ," 1,000.00 ",800.00,None,None,Monster
794," Electrorush ORS Orange Flavoured ORS Ready to Drink, Oral Rehydration for Instant Energy, Pack of 6 ",176.00,176.00,None,None,None
795," Nescafe In Sugar Free Coffee Sticks, 234 Gm "," 1,700.00 ","1,400.00",None,None,Nescafe
796, Duncans Finest Hand - Picked Leaf Tea - Darjeeling Tea | 100% Orthodox Tea | 250 GM , 378.00 ,321.00,None,None,None
797, NutroVally Green Tea With Tulsi For Weight Loss | Loaded with Anti-Oxidants & 100% Natural Leaves | Tulsi Tea 100gm , 299.00 ,210.00,None,None,None
798, MINTRI TEA Classic CTC Chai| Jyoti Pure Indian Tea 1kg (500gms x 2 packs) , 310.00 ,299.00,None,None,None
799, Octavius Gold CTC Tea - 10 kg|Consists 85% Kadak Assam Black Tea & 15% Aromatic Darjeeling Long Leaf Tea| Perfect Combination Of Strength & Aroma|Blended For Tea Connoisseurs | Pack Of 1kg x 10 ," 5,900.00 ","3,199.00",None,None,None
800, Bean2Brew Special Blend Filter Coffee Powder (70:30)- 200g , 120.00 ,119.00,None,None,None
801," TEA VALLEY Gold 100 Percent Assam Tea Rich and Strong Taste Make Masala Tea, Ginger Tea, Cardamom Chai, 1 kg ", 620.00 ,520.00,None,None,None
802," BEVZILLA Instant Coffee Powder - 96 Sachets (Butterscotch)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ", 599.00 ,405.00,None,None,None
803," Cloudem Zero Blue Magic Champagne Non Alcohlic, 750 Ml Imported ", 962.50 ,775.00,None,None,None
804, Khadi Kangra Valley Green Tea leaf , 495.00 ,307.00,None,None,None
805, MERI CHAI Elaichi Tea Pouch (250 g) Tea Pouch (2 x 250 g) , 240.00 ,198.00,None,None,None
806, Bru Gold Coffee 100 g , 520.00 ,470.00,None,None,None
807, Matero Yerba Mate Traditional Loose Leaf With Filter Mate Straw ,"1,799.00","1,799.00",None,None,None
808, Tetley Masala Chai 50 Tea Bags , 300.00 ,290.00,None,None,Tetley
809, Trika Energy Drink , 594.00 ,575.00,None,None,None
810, MINTRI TEA Classic CTC Chai| Jyoti Pure Indian Tea 2.5 kg Jar , 750.00 ,699.00,None,None,None
811," Orglife Apple Cider Vinegar, 500 ml Each (Pack Of 2) ", 998.00 ,326.00,None,None,None
812, Zabar Kashmiri Kahwa Instant Mix 250 GMS , 315.00 ,310.00,None,None,None
813, PRISTINE Deccan Gold Pure Filter Coffee Powder (80% Coffee 20% Chicory) 500g - Pack of 2 ,610.00,610.00,None,None,PRISTINE
814, Dhopabor Premium Tea -2 KG (8 x 250g Value Offer Packs) |High Quality Assam CTC Chai| , 776.00 ,666.00,None,None,None
815, Cloud9 Fruttu Mango Fruit Juice 250 ml pack of 24 ,556.00,556.00,None,None,None
816, Bayar's Special Gold Filter Coffee 200 g ,288.00,288.00,None,None,None
817, Organic Sprouted Ragi Dry fruit Malt 800Gram (400G X 2) - Sugar Free-Health Mix / health drink for kids / health drink for Adults / women health drink / Millets Food / Dryfruit powder , 798.00 ,479.00,None,None,None
818, Country Bean Hazelnut Instant Coffee Blend 100g - No Added Sugar , 275.00 ,229.00,None,None,Country Bean
819, Dabur Giloy Neem Tulsi Juice - 1L with Reusable Stainless Steel Straw with Cleaning Brush(Set of 5) , 430.00 ,429.00,None,None,Dabur
820, SENSO Instant Tea Premix Masala Natural (10 sachets) , 140.00 ,110.00,None,None,None
821," Sunnyness, Orange Juice with Real Fruit Pieces, Pack of 6, 240 ml in each Can ", 480.00 ,360.00,None,None,Real
822," VAHDAM, Vanilla Matcha Green Tea Powder - 100% Certified Japanese Matcha from Uji-Kyoto | Delicious Powerful Superfood - 137x Anti-Oxidants (50 Gram) ", 499.00 ,399.00,None,None,None
823, City Gold Premium Tea 1 kg - CTC Tea Premium Chai Patti Black Tea , 490.00 ,470.00,None,None,None
824, VIJAY Elaichi Tea|250 G|Pack of 3 ,345.00,345.00,None,None,None
825, Pothigai Natural Nannari Sharbath / Sarasaparilla Drink / Pure and Natural coolant / 100 % Natural - 750 ml , 599.00 ,251.00,None,None,None
826," Sapphire Poko Loko Lychee Flavoured Juice Drink With Nata De Coco, 300 ml ", 270.00 ,269.00,None,None,None
827, Sarwar Blue Curacoa & Mint Mojito Syrup 750 ML ( Pack or 2 ) , 800.00 ,595.00,None,None,None
828, MERI CHAI Health Premium Tea | Blend of CTC & Darjeeling Tea Leaves Tea Plastic Bottle (500 g) ,220.00,220.00,None,None,None
829, Roasted Darjeeling Tea , 400.00 ,201.00,None,None,None
830," Japanese Matcha Green Tea Powder, 50g (50 Servings), Sourced from Shizuoka, Japan ", 699.00 ,429.00,None,None,None
831, Country Bean Vanilla Instant Coffee Blend 100g - No Added Sugar , 275.00 ,229.00,None,None,Country Bean
832, AATMA HOME MADE Apple Beetroot Carrot Juice - Healthy Drink , 449.00 ,332.00,None,None,None
833," The Tea Trove- Stinging Nettle Tea Bags Organic for kidney, raising hemoglobin & Joint Health ", 325.00 ,204.00,None,None,Sting
834, Organic Life 100% Natural Apple Cider Vinegar 1500 Ml. , 747.00 ,430.00,None,None,None
835, Rage Coffee 50 Gms Sparky Orange Flavour - Premium Arabica Instant Coffee , 349.00 ,149.00,None,None,None
836, Karma Kettle Tea Masala - Chai Tea Masala - 100 Gm , 200.00 ,120.00,None,None,Karma Kettle
837," Cambridge Tea Party Calm 30 Tea Bags, Pure Chamomile Flower, Infusion Tea Tisane ", 225.00 ,135.00,None,None,None
838, Prolyte Orange Drink 200 ml , 35.00 ,23.00,None,None,None
839," ATC Blend of finest hand picked Tea leaves from high hilla of brahmaputra valley, offering rich aroma with strong flavor(500Gm) ", 205.00 ,175.00,None,None,None
840, NAMASYA Hotel & Tapri Special Assam CTC Dust Tea Blend Pouch | Superior Taste & Aroma (1kg) , 400.00 ,375.00,None,None,None
841," Nescafe Matinal Jiva Instant Coffee - 200 Grams, Ground, Glass Bottle (Imported) "," 1,099.00 ",685.00,None,None,Nescafe
842," Saguna Baug Kokam Agal, 1 L ", 399.00 ,320.00,None,None,None
843, Online Quality Store Organic Chamomile Flower Tea - 100g | Caffeine Free Herbal Tea| Chamomile Tea| Boost Immunity| Detox Tea| Sleep Tea & Stress Relief | 100% Natural Chamomile Flower Tea Leaves , 300.00 ,289.00,None,None,Boost
844," VAHDAM, Organic Turmeric + Ginger Tea | 15 Turmeric Herbal Tea Bags | Powerful Superfoods Blend ", 199.00 ,169.00,None,None,None
845," Manna iStrong Women's Health Drink, Chocolate. Anemia Iron Deficiency 200g (Pack of 2) ", 498.00 ,289.00,None,None,Manna
846, Shunya Fizz Lime & Lemon | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea & Vitamin C | Pack of 6 (300 ml X 6) , 360.00 ,342.00,None,None,None
847, Maharani Green Tea (Honey Lemon) - 25 Tea Bags , 165.00 ,111.00,None,None,None
848," Pure Tender Coconut Water| No Added Sugar| Natural Energy Drink| Pack of 6, 200 ml each| ", 300.00 ,240.00,None,None,None
849, Lopchu Golden Orange Pekoe Darjeeling Tea , 600.00 ,315.00,None,None,None
850, Dhopabor Premium Tea -1.5 KG (3 x 500g Value Offer Packs)| High quality Assam CTC Chai| , 582.00 ,522.00,None,None,None
851, Spag Herbals Instant Badam Milk Powder With Real Kesar And Almond 400G , 399.00 ,318.00,None,None,Real
852," Bevzilla 200 Gram 100% Arabica Instant(choco-Mocha) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar ", 999.00 ,365.00,None,None,None
853," Nescafe Gold Altarica Instant Coffee Jar, 100 Gm ", 823.62 ,664.00,None,None,Nescafe
854," Nescafe Gold Rich and Smooth Coffee Powder,(Arabica and Robusta beans) 50g Glass Jar ", 499.00 ,474.00,None,None,Nescafe
855," Manama Pineapple Crush and Strawberry Crush | 750ML Each | Topping for Cakes, Pies and Shakes | Pack of 2 ",380.00,380.00,None,None,None
856, Rage Coffee 100 Gms Dark Chocolate Flavour , 549.00 ,349.00,None,None,None
857, Manama Green Apple Fruit Syrup for Mocktails and Cocktails (750ML) ,310.00,310.00,None,None,None
858, Shreebari | Real Masala Mix Elaichi Tea - 1Kg | Pack of 4 | Each Pack 250g | 100% Natural Spices | Black Tea | Strong Tea | Cardamom Chai | Natural Care | Kadak Chai Patti | Spiced Tea | Tea 1 Kg , 348.00 ,313.00,None,None,Real
859, Dhopabor Premium Tea -750g (3 x 250g Value Offer Packs) |High quality Assam CTC Chai| , 291.00 ,273.00,None,None,None
860, Superlite Sugarfree Energy Drink | 0 Calories | Tropical Flavour | Max Kick Max Fizz | 6 Pack | Power Packed Energy Blend , 570.00 ,549.00,None,None,None
861, Pankti Soy Milk Powder 250 g , 400.00 ,216.00,None,None,None
862, ST Goli Soda - Orange Flavor Goli Soda - Pack Of 6 || Low Sugar Orange Flavored Mocktail Drink In Modern Goli Soda Bottle , 420.00 ,399.00,None,None,None
863," D'aromas Peach Ice Tea 500g, Instant Premix Ice Tea Powder, Ready to Drink Iced Tea, Summer Drink ", 350.00 ,279.00,None,None,None
864, Dhopabor Premium Tea -750 g (500g + 250g Value Offer Packs) | High quality Assam CTC Chai| , 291.00 ,270.00,None,None,None
865, 9am Lime & Mint Mojito Mocktail Syrup 1000ml , 400.00 ,315.00,None,None,None
866," TEA VALLEY Gold 100 Percent Assam Tea Rich and Strong Taste Make Masala Tea, Ginger Tea, Cardamom Chai, 500 g (pack of 2) ", 640.00 ,520.00,None,None,None
867," Farm Hots Amla Candy/ Awala Candy (Indian Gooseberry) Sweet,100 Grams Pack ", 390.00 ,123.00,None,None,None
868, Bevzilla 200Gms Dark Wish Dark Roast Instant Coffee Powder| 100% Arabica Strong Coffee | Black Roast Rich & Dark Instant Coffee Powder | Make Upto 100 Cups | Bold & Intense| Premium Coffee | 100% Arabica Coffee , 799.00 ,399.00,None,None,None
869, Bevzilla Festive Gift Box Instant Coffee Sachets & Cafe Glass Pack With 25 Flavoured Coffee Sachets , 999.00 ,261.00,None,None,None
870," Electrorush ORS Plus Apple Flavour Energy Drink Juice with Electrolyte, Nutrients, Vitamins, Minerals, Energy Booster, Pack of 30 (200ml Each) "," 1,200.00 ","1,020.00",None,None,Boost
871," Kanwal Shahi Kashmiri Qawah (Kahwa) Tea, 600 GM (300GMx2) Combo ", 750.00 ,745.00,None,None,None
872, Mala's Strawberry Crush 1 L , 240.00 ,223.00,None,None,None
873, 100% Organic Cranberry Juice , 800.00 ,649.00,None,None,None
874, Johnnie Walker Refreshing Mixer Non Alcoholic Carbonated Drink 330 ml Pack of 2 , 200.00 ,140.00,None,None,None
875," Leeford Aqua Slim Green Tea for Weight Loss Pack of 2 (25 Tea Bags Each) - with Antioxidants and Nutrients, Helps to Boost Immunity and Improve Metabolism ", 500.00 ,359.00,None,None,Boost
876, Christopher Cocoa Hot Drinking Chocolate Powder with Dark Chocolate Buttons 1Kg ," 1,199.00 ",497.00,None,None,None
877," Electrorush ORS Apple Flavoured Rehydration Drink for Instant Energy, Pack of 30 (200 ml each) ", 882.00 ,794.00,None,None,None
878, Frut Jus Premium Pomegranate Frut Juice ,100.00,100.00,None,None,None
879," Orglife Apple Cider Vinegar, 500 ml (Pack Of 1) ", 499.00 ,299.00,None,None,None
880, Orika Masala Lemonade (190 Gm) , 145.00 ,72.00,None,None,None
881, Sleepy Owl French Vanilla Premium Coffee Sachets | Pack of 30 Instant Coffee Powder Sachets | 100% Arabica Beans | 2gm Each - Vanilla Flavoured Coffee Pouch | Mellow & Sweet | Easy to Use & Carry , 350.00 ,249.00,None,None,Sleepy Owl
882, Granules n Beans Ginger Chai Instant Tea Premix - (10 Sachet x 14g = 140g) , 160.00 ,144.00,None,None,None
883, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Mineral Pack of 36(500 ml) ," 2,880.00 ","2,475.00",None,None,None
884," Cocojal Mango Tender Coconut Water| No Added Flavours| No Added Preservatives| 200ml, Pack of 24 "," 1,200.00 ",840.00,None,None,Cocojal
885," Alo Frut Juices Taste Combo, 300 ml (Pack of 24) ", 960.00 ,940.00,None,None,Alo Frut
886," Taj Mango Hafus Sharbat,750 Ml.(Pack of 3) ", 588.00 ,549.00,None,None,None
887, Granules n Beans Coffee Latte Instant Coffee Premix - (10 Sachet x 14g = 140g) , 160.00 ,144.00,None,None,None
888," Chai Point Mixed Instant Teas ( Masala, Ginger, Cardamom, Classic ) | No Sugar | Instant Premix tea | Assam Tea | Flavoured tea | Tea Mix ", 398.00 ,300.00,None,None,None
889, Toyo Kombucha - Sparkling Fermented Tea | Pineapple Kombucha | 330ml (Pack of 6) , 570.00 ,462.00,None,None,None
890, Haldiram's Nagpur Shahi Thandai Syrup 750 ml , 380.00 ,353.00,None,None,None
891, Newtreo Club Soda | 100% Natural Unsweetened Soda Water | Zero Sugar & Zero Calories | Unflavoured Carbonated Water | Plain Soda Drink | Pack of 12 (250ml Each) , 600.00 ,590.00,None,None,None
892," Ahnlich Hi5 Smash Energy Drink | Quick Source of Energy | For Gym, Workout, and Sports | Refreshing, and Energizing Drink | Good Source of Vitamin B2, B3, and B6 | 250 ML | Pack of 6 ", 540.00 ,425.00,None,None,None
893," BEVZILLA Instant Coffee Powder Mini Combo of Colombian Gold, Turkish Hazelnut, French Vanilla & English Butterscotch | Premium Arabica Instant Coffee | 25 Grams Each ", 396.00 ,315.00,None,None,None
894," Colombian Brew Vanilla Instant Coffee Powder, No Sugar Vegan, 1kg Hotel Pack "," 3,500.00 ","1,399.00",None,None,None
895, Real Fruit Power Vitamin Boost Guava Juice 1 L , 130.00 ,65.00,None,None,Real
896," Pokka Creamy And Delicious Flavor Of Banana Milk Ready To Drink, 240 Ml ", 200.00 ,159.00,None,None,None
897, Pankti Freeze Dried Goat Milk Powder 200 g (pack of 2) ," 1,500.00 ",740.00,None,None,None
898, Dhopabor Premium Tea -2.25 KG (4 x 500g+ 250g Value Offer Packs) | High quality Assam CTC Chai| , 873.00 ,755.00,None,None,None
899, Evocus Black Alkaline Drink | PACK OF 24 (250 ml Each) | 8+ pH | Infused with Essential Minerals ," 1,440.00 ","1,224.00",None,None,None
900," Navlai Amla, Shikakai ,Reetha Powder For Hair care 300 g ", 399.00 ,199.00,None,None,None
901, 1952 Golden Blend South Indian Filter Coffee Powder with Slow-Roasted Perfectly 1000 g Pouch Chicory Filter Coffee , 999.00 ,560.00,None,None,None
902, Mapro Orange Crush 1 L , 252.00 ,226.00,None,None,Mapro
903, Mapro Litchi Crush 1 L , 252.00 ,234.00,None,None,Mapro
904," Monster Ultra Blue Energy Drink Zero Sugar, 500 Mlpack of 2 ", 770.00 ,653.00,None,None,Monster
905, Neuwganic - Tulsi Green Tea | Green Tea | Weight Loss | Immnunity Booster | 100 Gm Pack Of 1 , 500.00 ,215.00,None,None,Boost
906, Amrut Life 250g Classic Strong Dust Tea and 250g Elaichi Special With Adrak Tea Tea Pouch (2 x 250 g) , 180.00 ,170.00,None,None,None
907," Rage Coffee Flavoured Instant Coffee | Belgian Chocolate Silk Blend 50 GMs | 100% Pure Coffee | Premium, Bold & Smooth ", 199.00 ,179.00,None,None,None
908, SPYRAN CTC Assam Chai Patti Leaves Leaf Tea (500 G) , 185.00 ,172.00,None,None,None
909, Alpesh Gold Special Tea 1KG , 350.00 ,348.00,None,None,None
