Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc
Funfoods Veg Mayonnaise : 120 gms,50.0,43.0,120 gm,Funfoods,0.36,7.0,14.0
Del Monte Eggless Mayo Pouch : 900 gms,219.0,149.0,900 gm,Del,0.17,70.0,31.96
Dr. Oetker Funfoods Veg Mayonnaise : 750 gms,179.0,98.0,750 gm,Dr.,0.13,81.0,45.25
Funfoods Veg Mayonnaise - Garlic : 250 gms,89.0,79.0,250 gm,Funfoods,0.32,10.0,11.24
Veeba Eggless Tandoori Mayonnaise : 250 gms,99.0,69.0,250 gm,Veeba,0.28,30.0,30.3
Hellmann's Real Mayonnaise : 250 gms,90.0,79.0,250 gm,Hellmann's,0.32,11.0,12.22
Funfoods Eggless Mayonnaise for Burger : 250 gms,89.0,79.0,250 gm,Funfoods,0.32,10.0,11.24
Wingreens Italian Herb Mayo : 450 gms,199.0,134.0,450 gm,Wingreens,0.3,65.0,32.66
Veeba Chipotle Southwest Dressing : 300 gms,175.0,155.0,300 gm,Veeba,0.52,20.0,11.43
Veeba Thousand Island Dressing : 300 gms,155.0,138.0,300 gm,Veeba,0.46,17.0,10.97
Funfoods Pizza Topping : 315 gms,99.0,89.0,315 gm,Funfoods,0.28,10.0,10.1
Veeba Peri Peri Sauce : 300 gms,175.0,155.0,300 gm,Veeba,0.52,20.0,11.43
Veeba Cheese & Jalapeno Dip : 300 gms,165.0,131.0,300 gm,Veeba,0.44,34.0,20.61
American Garden U.S. Mustard Sauce : 227 gms,250.0,199.0,227 gm,American,0.88,51.0,20.4
Funfoods Eggless Sandwich Spread - Cucumber & Carrot : 250 gms,89.0,79.0,250 gm,Funfoods,0.32,10.0,11.24
Dana Raspberry Preserve : 340 gms,325.0,245.0,340 gm,Dana,0.72,80.0,24.62
Maggi 2-Minute Masala Noodles : 560 gms,112.0,87.0,560 gm,Maggi,0.16,25.0,22.32
Maggi Masala Veg Atta Noodles : 435 gms,168.0,134.0,435 gm,Maggi,0.31,34.0,20.24
Sunfeast Yippee Noodles Magic Masala: 480 gms,105.0,75.0,480 gm,Sunfeast,0.16,30.0,28.57
Top Ramen Masala Noodles : 480 gms,105.0,70.0,480 gm,Top,0.15,35.0,33.33
Nissin Geki Hot & Spicy Korean Veg Flavour Noodles : 80 gms,49.0,29.0,80 gm,Nissin,0.36,20.0,40.82
Maggi No Onion No Garlic Masala Noodles : 70 gms,20.0,18.0,70 gm,Maggi,0.26,2.0,10.0
Maggi Special Masala Noodles : 70 gms,20.0,18.0,70 gm,Maggi,0.26,2.0,10.0
Nissin Geki Hot & Spicy Korean Chicken Flavour Noodles : 80 gms,49.0,29.0,80 gm,Nissin,0.36,20.0,40.82
Slurrp Farm Foxtail Millet Noodles : 192 gms,129.0,64.0,192 gm,Slurrp,0.33,65.0,50.39
Slurrp Farm Little Millet Noodles : 192 gms,129.0,64.0,192 gm,Slurrp,0.33,65.0,50.39
Wai Wai Xpress Masala Delight Noodles : 440 gms,120.0,60.0,440 gm,Wai,0.14,60.0,50.0
Nongshim Shin Ramyun Korean Style Noodles : 120 gms,129.0,95.0,120 gm,Nongshim,0.79,34.0,26.36
Ching's Schezwan Instant Noodles : 240 gms,80.0,49.0,240 gm,Ching's,0.2,31.0,38.75
Maggi Masala Cuppa Noodles : 70 gms,50.0,45.0,70 gm,Maggi,0.64,5.0,10.0
Cup Noodles Mazedaar Masala Delicious Masala Flavour : 50 gms,35.0,27.0,50 gm,Cup,0.54,8.0,22.86
Cup Noodles Spiced Chicken Spicy Chunky Chicken : 50 gms,35.0,27.0,50 gm,Cup,0.54,8.0,22.86
Maggi 2-Minute Spicy Garlic Noodles : 62 gms,20.0,18.0,62 gm,Maggi,0.29,2.0,10.0
Cup Noodles Veggi Manchow Spicy Vegetable Flavour : 50 gms,35.0,27.0,50 gm,Cup,0.54,8.0,22.86
Ching's Manchurian Instant Noodles : 240 gms,80.0,49.0,240 gm,Ching's,0.2,31.0,38.75
Ching's Hot Garlic Instant Noodles : 240 gms,80.0,49.0,240 gm,Ching's,0.2,31.0,38.75
Maggi 2-Minute Spicy Manchurian Noodles :  61 gms,20.0,18.0,61 gm,Maggi,0.3,2.0,10.0
Saffola Oodles Yummy Masala : 184 gms,100.0,69.0,184 gm,Saffola,0.38,31.0,31.0
Sunfeast Yippee Power Up Masala Atta Noodles : 280 gms,112.0,56.0,280 gm,Sunfeast,0.2,56.0,50.0
Nongshim Shin Red Super Spicy Korean Style Noodles : 120 gms,129.0,99.0,120 gm,Nongshim,0.82,30.0,23.26
Nongshim Kimchi Ramyun Korean Style Noodles : 120 gms,129.0,106.0,120 gm,Nongshim,0.88,23.0,17.83
Slurrp Farm Curry Masala Noodles : 192 gms,129.0,64.0,192 gm,Slurrp,0.33,65.0,50.39
Inchi Veg Chow Mein Noodles : 150 gms,40.0,20.0,150 gm,Inchi,0.13,20.0,50.0
Blue Dragon Instant Noodle Thai Sweet Chili Noodles Cup : 70 gms,109.0,65.0,70 gm,Blue,0.93,44.0,40.37
Blue Dragon Instant Noodle Thai Tom Yum Noodles Cup : 60 gms,109.0,65.0,60 gm,Blue,1.08,44.0,40.37
Ching's Veg Hakka Noodles : 140 gms,30.0,25.0,140 gm,Ching's,0.18,5.0,16.67
Inchi Veg Hakka Noodles : 900 gms,220.0,110.0,900 gm,Inchi,0.12,110.0,50.0
Borges Penne Rigate Durum Wheat Pasta : 500 gms,299.0,128.0,500 gm,Borges,0.26,171.0,57.19
Maggi Pazzta Cheese Macaroni : 70 gms,32.0,29.0,70 gm,Maggi,0.41,3.0,9.38
Borges Fusilli Durum Wheat Pasta : 500 gms,299.0,140.0,500 gm,Borges,0.28,159.0,53.18
Maggi Pazzta Masala Penne : 65 gms,32.0,28.0,65 gm,Maggi,0.43,4.0,12.5
Borges Spaghetti Durum Wheat Pasta : 500 gms,299.0,140.0,500 gm,Borges,0.28,159.0,53.18
Blue Bird Penne Pasta : 500 gms,135.0,67.0,500 gm,Blue,0.13,68.0,50.37
Blue Bird Elbow Macaroni Pasta : 500 gms,135.0,67.0,500 gm,Blue,0.13,68.0,50.37
Home Chef Pasta Macaroni Elbow : 400 gms,45.0,37.0,400 gm,Home,0.09,8.0,17.78
Maggi Pazzta Tomato Twist : 64 gms,32.0,29.0,64 gm,Maggi,0.45,3.0,9.38
Home Chef Pasta Penne : 500 gms,100.0,54.0,500 gm,Home,0.11,46.0,46.0
Borges Farfalle Durum Wheat Pasta : 500 gms,299.0,149.0,500 gm,Borges,0.3,150.0,50.17
Borges Mini Penne Rigate Durum Wheat Pasta : 350 gms,160.0,99.0,350 gm,Borges,0.28,61.0,38.12
Sunfeast Yippee Masala Pasta : 65 gms,28.0,21.0,65 gm,Sunfeast,0.32,7.0,25.0
Blue Bird Fusilli Pasta : 500 gms,135.0,67.0,500 gm,Blue,0.13,68.0,50.37
Borges Mini Fusilli Durum Wheat Pasta : 350 gms,160.0,109.0,350 gm,Borges,0.31,51.0,31.87
Sunfeast Yippee Creamy Corn Tricolor Pasta : 65 gms,28.0,23.0,65 gm,Sunfeast,0.35,5.0,17.86
Sunfeast Yippee Pasta Cheese : 65 gms,28.0,20.0,65 gm,Sunfeast,0.31,8.0,28.57
Barilla Penne Rigate : 500 gms,329.0,278.0,500 gm,Barilla,0.56,51.0,15.5
Pink Harvest Farms Chickpea Fusilli Pasta : 200 gms,295.0,147.0,200 gm,Pink,0.73,148.0,50.17
Pink Harvest Farms Red Lentil Penne Pasta : 200 gms,295.0,147.0,200 gm,Pink,0.73,148.0,50.17
Borges Macaroni Durum Wheat Pasta : 350 gms,160.0,69.0,350 gm,Borges,0.2,91.0,56.88
Barilla Fusilli Pasta : 500 gms,329.0,264.0,500 gm,Barilla,0.53,65.0,19.76
Home Chef Pasta Fusilli : 500 gms,100.0,54.0,500 gm,Home,0.53,46.0,46.0
Borges Linguine Durum Wheat Pasta : 500 gms,299.0,149.0,500 gm,Borges,0.3,150.0,50.17
Barilla Farfalle : 500 gms,329.0,259.0,500 gm,Barilla,0.52,70.0,21.28
MTR Vermicelli : 850 gms,87.0,60.0,850 gm,MTR,0.07,27.0,31.03
Home Chef Vermicelli : 850 gms,80.0,55.0,850 gm,Home,0.06,25.0,31.25
Bambino Roasted Vermicelli : 400 gms,70.0,58.0,400 gm,Bambino,0.14,12.0,17.14
Home Chef Roasted Vermicelli : 850 gms,95.0,65.0,850 gm,Home,0.08,30.0,31.58
Bambino Vermicelli : 400 gms,45.0,38.0,400 gm,Bambino,0.1,7.0,15.56
Premium Seviyan Roasted : 450 gms,100.0,50.0,450 gm,Premium,0.11,50.0,50.0
Concord Rice Sevai : 475 gms,110.0,95.0,475 gm,Concord,0.2,15.0,13.64
MTR Roasted Vermicelli : 400 gms,58.0,48.0,400 gm,MTR,0.12,10.0,17.24
Ganesh Bikaneri Special Moong Papad : 400 gms,180.0,155.0,400 gm,Ganesh,0.39,25.0,13.89
Ganesh Chana Masala Papad : 250 gms,145.0,115.0,250 gm,Ganesh,0.46,30.0,20.69
Home Chef Udad Papad : 200 gms,75.0,39.0,200 gm,Home,0.2,36.0,48.0
Mother's Recipe Potato Papad : 70 gms,34.0,22.0,70 gm,Mother's,0.31,12.0,35.29
Bikaneri Mahesh Papad : 800 gms,450.0,225.0,800 gm,Bikaneri,0.28,225.0,50.0
Ganesh Punjabi Masala Papad : 250 gms,145.0,114.0,250 gm,Ganesh,0.46,31.0,21.38
Ganesh Rice Crispie Jeera Papad : 150 gms,40.0,35.0,150 gm,Ganesh,0.23,5.0,12.5
Ganesh Appalam Papad : 180 gms,99.0,49.0,180 gm,Ganesh,0.27,50.0,50.51
Jain Moong Sada Papad : 500 gms,200.0,145.0,500 gm,Jain,0.29,55.0,27.5
Ganesh Udad Papad : 180 gms,80.0,63.0,180 gm,Ganesh,0.35,17.0,21.25
Home Chef Mini Udad Papad : 200 gms,75.0,39.0,200 gm,Home,0.2,36.0,48.0
Home Chef Punjabi Masala Papad : 200 gms,84.0,45.0,200 Gm,Home,0.23,39.0,46.43
Shiv Shakti's Bulbul Fryums : 200 gms,40.0,20.0,200 gm,Shiv,0.1,20.0,50.0
Ganesh Garlic Papad : 180 gms,80.0,70.0,180 gm,Ganesh,0.39,10.0,12.5
Shiv Shakti's Tikha Potato Papad : 100 gms,44.0,22.0,100 gm,Shiv,0.22,22.0,50.0
Jain DLS Chana Masala Papad : 400 gms,198.0,99.0,400 gm,Jain,0.25,99.0,50.0
Home Chef Udad Papad : 500 gms,155.0,95.0,500 gm,Home,0.19,60.0,38.71
Ganesh Mini Udad Papad : 180 gms,99.0,49.0,180 gm,Ganesh,0.27,50.0,50.51
Talod Dahiwada Mix : 500 gms,150.0,125.0,500 gm,Talod,0.25,25.0,16.67
Ganesh Rice Crispie Garlic Papad : 150 gms,40.0,35.0,150 gm,Ganesh,0.23,5.0,12.5
Shiv Shakti's Plain Potato Papad : 100 gms,44.0,22.0,100 gm,Shiv,0.22,22.0,50.0
Gits Gulab Jamun : 200 gms,115.0,85.0,200 gm,Gits,0.42,30.0,26.09
Dabur Hommade Coconut Milk : 200 ml,75.0,69.0,200 ml,Dabur,0.34,6.0,8.0
MTR Rava Idli Mix : 1 kg,250.0,175.0,1 kg,MTR,175.0,75.0,30.0
Chitale Bandhu Instant Gulab Jamun Mix : 200 gms,93.0,85.0,200 gm,Chitale,0.42,8.0,8.6
MTR Gulab Jamun Mix : 160 gms,150.0,75.0,160 gm,MTR,0.47,75.0,50.0
Talod Nylon Khaman Mix Flour : 500 gms,125.0,110.0,500 gm,Talod,0.22,15.0,12.0
Betty Crocker Complete Pancake Mix : 500 gms,260.0,190.0,500 gm,Betty,0.38,70.0,26.92
Agrawal's 420 Moong Bhajiya (Pakodi) Instant Mix : 300 gms,154.0,75.0,300 gm,Agrawal's,0.25,79.0,51.3
Talod Handwa Mix Flour : 500 gms,115.0,96.0,500 gm,Talod,0.19,19.0,16.52
Chitale Khaman Mix : 200 gms,47.0,42.0,200 Gm,Chitale,0.21,5.0,10.64
Malgudi Idli Dosa Batter : 1 kg,90.0,49.0,1 kg,Malgudi,0.05,41.0,45.56
Gits Khaman Dhokla Mix : 180 gms,75.0,59.0,180 gm,Gits,0.33,16.0,21.33
Slurrp Farm Chocolate Millet Pancake Mix : 150 gms,149.0,99.0,150 gm,Slurrp,0.66,50.0,33.56
Slurrp Farm Millet Pancake Mix Banana Choco-Chip : 150 gms,149.0,104.0,150 gm,Slurrp,0.69,45.0,30.2
MTR 3 Minute Breakfast Regular Poha : 60 gms,27.0,17.0,60 gm,MTR,0.28,10.0,37.04
MTR Dosa Mix : 500 gms,135.0,95.0,500 gm,MTR,0.19,40.0,29.63
MTR Khaman Dhokla : 500 gms,150.0,99.0,500 gm,MTR,0.2,51.0,34.0
MTR Multigrain Dosa Mix : 500 gms,170.0,135.0,500 gm,MTR,0.27,35.0,20.59
ID Idly & Dosa Batter Mix : 1 Kg,90.0,75.0,1 kg,ID,75.0,15.0,16.67
Talod Nylon Khaman Mix Flour : 200 gms,60.0,55.0,200 gm,Talod,0.28,5.0,8.33
MTR 3 Minute Breakfast Vegetable Upma : 60 gms,27.0,17.0,60 gm,MTR,0.28,10.0,37.04
Gits Basundi Mix : 125 gms,99.0,78.0,125 gm,Gits,0.62,21.0,21.21
Jalani Mini Pani Puri Magic : 160 gms,90.0,45.0,160 gm,Jalani,0.28,45.0,50.0
Daawat Hyderabadi Biryani Kit : 334 gms,149.0,99.0,334 gm,Daawat,0.3,50.0,33.56
MTR Upma Mix : 160 gms,55.0,48.0,160 gm,MTR,0.3,7.0,12.73
Gits Kheer Mix Vermicelli : 100 gms,75.0,60.0,100 gm,Gits,0.6,15.0,20.0
MTR Vada Mix : 500 gms,200.0,149.0,500 gm,MTR,0.3,51.0,25.5
Gits Rabdi Mix : 100 gms,99.0,78.0,100 gm,Gits,0.78,21.0,21.21
Et-Mi Basundi Mix : 100 gms,80.0,40.0,100 gm,Et-Mi,0.4,40.0,50.0
Agrawal's 420 Khaman Dhokla Instant Mix : 400 gms,143.0,71.0,400 gms,Agrawal's,0.18,72.0,50.35
Harnik Caramel Pudding Mix : 90 gms,50.0,45.0,90 gm,Harnik,0.5,5.0,10.0
Chitale Bandhu Gulabjam : 500 gms,160.0,148.0,500 gm,Chitale,0.3,12.0,7.5
Yu Three Cheese Pasta Instant Food : 65 gms,95.0,47.0,65 gm,Yu,0.72,48.0,50.53
Yu Chilli Manchurian Cup Noodles : 70 gms,65.0,32.0,70 gm,Yu,0.46,33.0,50.77
Real Thai Green Curry Paste : 50 gms,75.0,57.0,50 gm,Real,1.14,18.0,24.0
ID Malabar Parota : 5 Pieces,90.0,80.0,5 pcs,ID,16.0,10.0,11.11
Real Thai Red Curry Paste : 50 gms,75.0,49.0,50 gm,Real,0.98,26.0,34.67
Brown & Polson Custard Powder - Vanilla : 100 gms,40.0,37.0,100 gm,Brown,0.37,3.0,7.5
Ruchiyana Kharwas Premix Powder : 50gm,90.0,80.0,50 gm,Ruchiyana,1.6,10.0,11.11
Pillsbury Rich Choco Oven Cake Mix Egg-Free : 270 gms,224.0,184.0,270 gm,Pillsbury,0.68,40.0,17.86
Pillsbury Choco Cooker Cake Mix : 159 gms,135.0,99.0,159 gm,Pillsbury,0.62,36.0,26.67
Blue Bird Active Dry Yeast : 25 gms,36.0,32.0,25 gm,Blue,1.28,4.0,11.11
Blue Bird Custard Powder Vanilla : 100 gms,40.0,30.0,100 gm,Blue,0.3,10.0,25.0
Pillsbury Vanilla Flavoured Custard Powder : 100 gms,44.0,32.0,100 gm,Pillsbury,0.32,12.0,27.27
Daawat Lucknowi Biryani Kit : 334 gms,149.0,99.0,334 gm,Daawat,0.3,50.0,33.56
ID Homestyle Whole Wheat Paratha : 6 Pieces,75.0,65.0,6 Pcs,ID,10.83,10.0,13.33
Blue Bird Strawberry Flavour Veg Jelly Crystals : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Satyam Rajgira Puff : 100 gms,53.0,49.0,100 gm,Satyam,0.49,4.0,7.55
Betty Crocker Complete Buttermilk Pancake Mix : 500 gms,295.0,215.0,500 gm,Betty,0.43,80.0,27.12
Blue Bird Jelly Crystals Raspberry : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Et-Mi Falooda Mix Kesar Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Chitale Instant Basundi Mix : 200 gms,105.0,97.0,200 gm,Chitale,0.48,8.0,7.62
Yu Bombay Rava Upma Instant Breakfast : 55 gms,65.0,32.0,55 gm,Yu,0.58,33.0,50.77
Talod Gota Mix Flour : 500 gms,118.0,99.0,500 gm,Talod,0.2,19.0,16.1
Et-Mi Falooda Mix Rose Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Et-Mi Falooda Mix Strawberry Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Moments Falooda Mix Kesar : 200 gms,80.0,40.0,200 gm,Moments,0.2,40.0,50.0
Blue Bird Chine Grass Strawberry : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Moments Falooda Mix Rose : 200 gms,80.0,40.0,200 gm,Moments,0.2,40.0,50.0
Blue Bird China Grass Kesar Pista : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Betty Crocker Triple Choco Brownie Mix : 425 gms,390.0,305.0,425 gm,Betty,0.72,85.0,21.79
Blue Bird Instant China Grass Milk Jelly Vanilla : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Blue Bird Custard Powder Raspberry : 100 gms,40.0,35.0,100 gm,Blue,0.35,5.0,12.5
Blue Bird Custard Powder Strawberry : 100 gms,40.0,35.0,100 gm,Blue,0.35,5.0,12.5
Bedekar Instant Chakli Bhajni :  500 gms,150.0,75.0,500 gm,Bedekar,0.15,75.0,50.0
Bedekar Besan Ladoo Mix : 500 gms,175.0,158.0,500 gm,Bedekar,0.32,17.0,9.71
Colombian Brew Instant Coffee Original : 100 gms,299.0,149.0,100 gm,Colombian Brew Instant,1.49,150.0,50.17
Colombian Brew Instant Coffee Nutty Hazelnut : 100 gms,399.0,199.0,100 gm,Colombian Brew Instant,1.99,200.0,50.13
Colombian Brew Instant Coffee Double Chocolate Mocha : 100 gms,399.0,199.0,100 gm,Colombian Brew,1.99,200.0,50.13
Colombian Brew Instant Coffee Wild Vanilla : 100 gms,399.0,199.0,100 gm,Colombian,1.99,200.0,50.13
Colombian Brew Instant Coffee Creamy Caramel : 100 gms,399.0,199.0,100 gm,Colombian Brew Instant,1.99,200.0,50.13
Twinings Pure Green Tea : 100 Tea-Bags,999.0,820.0,100 Bags,Twinings,8.2,179.0,17.92
Twinings Green Tea & Lemon : 100 Tea-Bags,999.0,849.0,100 Bags,Twinings,8.49,150.0,15.02
Twinings Green Tea Lemon & Honey : 100 Tea-Bags,999.0,899.0,100 Bags,Twinings,8.99,100.0,10.01
Twinings Green Tea & Lemon : 25 Tea-Bags,314.0,272.0,25 Bags,Twinings,10.88,42.0,13.38
Twinings Origins Darjeeling Tea : 25 Tea-Bags,314.0,275.0,25 Bags,Twinings,11.0,39.0,12.42
Veeba Salsa Tomato Sauce : 360 gms,149.0,119.0,360 gm,Veeba,0.33,30.0,20.13
Cadbury Choclairs Gold Pouch : 520 gms,200.0,160.0,520 gm,Cadbury,0.31,40.0,20.0
Parle Melody Chocolaty : 371.45 gms,100.0,89.0,371.45 gm,Parle,0.24,11.0,11.0
Amul Chocominis Chocolate Box : 250 gms,140.0,115.0,250 gm,Amul,0.46,25.0,17.86
Candyman Choco Double Eclairs : 273 gms,100.0,50.0,273 gm,Candyman,0.18,50.0,50.0
Chandan 4 In 1 Mix Mouth Freshener : 225 gms,260.0,130.0,225 gm,Chandan,0.58,130.0,50.0
Parle Kismi Toffee : 276.36 gms,50.0,45.0,276.36 gm,Parle,0.16,5.0,10.0
Luvit Chocorich Eclairs Party Pack : 384 gms,150.0,75.0,384 gm,Luvit,0.2,75.0,50.0
Natural's Bite Aam Papad Cubes : 100 gms,80.0,40.0,100 gm,Natural's,0.4,40.0,50.0
Natural's Bite Meetha Amla : 100 gms,65.0,32.0,100 gm,Natural's,0.32,33.0,50.77
Parle Kismi Assorted Toffees : 245.5 gms,50.0,40.0,245.5  gm,Parle,0.16,10.0,20.0
Natural's Bite Meethi Imli : 100 gms,65.0,32.0,100 gm,Natural's,0.32,33.0,50.77
Cadbury Choclairs Gold Pouch : 130 gms,50.0,45.0,130 gm,Cadbury,0.35,5.0,10.0
Chandan Anardana Punch : 160 gms,150.0,75.0,160 gm,Chandan,0.47,75.0,50.0
Alpenliebe Caramel Toffee : 324 gms,105.0,90.0,324 gm,Alpenliebe,0.28,15.0,14.29
Jelly Mazza Soft Candy Celebration Pack : 200 gms,85.0,42.0,200 gm,Jelly,0.21,43.0,50.59
Gula Gula 5 Flavours Candy Birthday Pack : 200 gms,56.0,28.0,200 gm,Gula,0.14,28.0,50.0
Jelly Mazza Chatpati Imli Soft Candy : 24 gms,10.0,5.0,24 gm,Jelly,0.21,5.0,50.0
Jelly Mazza Kaccha Mango Soft Candy : 24 gms,10.0,5.0,24 gm,Jelly,0.21,5.0,50.0
Chandan Jamun Vati : 160 gms,150.0,75.0,160 gm,Chandan,0.47,75.0,50.0
Derby Tim Buk Tu Fruit Flavoured Lollipop : 130 gms,50.0,25.0,130 gm,Derby,0.19,25.0,50.0
Derby Tamilly Tamarind Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Derby Panvaa Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Derby Darling Velvetto Fruit Flavoured Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Haldiram's Rasgulla : 1 kg,225.0,165.0,1 kg,Haldiram's,165.0,60.0,26.67
Haldiram's Soan Papdi : 500 gms,130.0,99.0,500 gm,Haldiram's,0.2,31.0,23.85
Haldiram's Gulab Jamun : 1 kg,225.0,165.0,1 kg,Haldiram's,165.0,60.0,26.67
Bikaji Rasgulla Gol-Matol : 1.25 kgs,250.0,135.0,1.25 kg,Bikaji,108.0,115.0,46.0
Lal Dharwad Peda : 200 gms,130.0,65.0,200 gm,Lal,0.33,65.0,50.0
Haldiram's Besan Ladoo : 500 gms,320.0,135.0,500 gm,Haldiram's,0.27,185.0,57.81
Shri Ram Soan Papdi : 200 gms,68.0,34.0,200 gm,Shri,0.17,34.0,50.0
Bikaji Gulab Jamun Gol-M-Gol : 1.25 kgs,275.0,149.0,1.25 kg,Bikaji,119.2,126.0,45.82
Royal Gulab Jamun : 1 kg,225.0,105.0,1 kg,Royal,105.0,120.0,53.33
Lal Premium Mysore Pak : 200 gms,130.0,92.0,200 gm,Lal,0.46,38.0,29.23
Amul Kaju Katri : 500 gms,435.0,399.0,500 gm,Amul,0.8,36.0,8.28
Bikaneri Madhuras Rasgulla : 1 kg,170.0,99.0,1 kg,Bikaneri,99.0,71.0,41.76
Royal Rasgulla : 1 kg,210.0,99.0,1 kg,Royal,99.0,111.0,52.86
Bikaji Manbhavan Soan Papdi : 450 gms,135.0,89.0,450 gm,Bikaji,0.2,46.0,34.07
Karachi's Besan Mysore Pak : 200 gms,120.0,50.0,200 gm,Karachi's,0.25,70.0,58.33
Madhuras Soan Papdi : 500 gms,166.0,69.0,500 gm,Madhuras,0.14,97.0,58.43
Mahalaxmi Pista Peanut Chikki : 500 gms,320.0,160.0,500 gm,Mahalaxmi,0.32,160.0,50.0
Haldiram's Badam Halwa : 400 gms,90.0,66.0,400 gm,Haldiram's,0.17,24.0,26.67
Chitale Kaju Katli : 250 gms,265.0,235.0,250 gm,Chitale,0.94,30.0,11.32
Madhur Soan Papadi : 500 gms,150.0,65.0,500 gm,Madhur,0.13,85.0,56.67
Mahalaxmi Disco Chikki : 500 gms,210.0,105.0,500 gm,Mahalaxmi,0.21,105.0,50.0
Lal Bombay Halwa : 200 gms,110.0,42.0,200 gm,Lal,0.21,68.0,61.82
Chitale Bandhu Mango Barfi : 250 gms,235.0,206.0,250 gm,Chitale,0.82,29.0,12.34
Athavale's Desi Ghee Motichur Ladoo : 250 gms,125.0,95.0,250 gm,Athavale's,0.38,30.0,24.0
Divya Gulkand : 400 gms,100.0,89.0,400 gm,Divya,0.22,11.0,11.0
Sun Shengh Chikki : 200 gms,50.0,40.0,200 gm,Sun,0.2,10.0,20.0
Phondaghat Pravalyukta Gulkand : 200 gms,118.0,88.0,200 gm,Phondaghat,0.44,30.0,25.42
Mahalaxmi Peanut Chikki : 200 gms,85.0,42.0,200 gm,Mahalaxmi,0.21,43.0,50.59
Athavale's Besan Ladoo : 200 gms,110.0,80.0,200 gm,Athavale's,0.4,30.0,27.27
Farmley Dates Bites : 18 gms,40.0,20.0,18 gm,Farmley,1.11,20.0,50.0
Bedekar Besan Ladu : 300 gms,140.0,120.0,300 gm,Bedekar,0.4,20.0,14.29
Bedekar Tasty Foods Moog Dal Halwa : 500 gms,250.0,125.0,500 gm,Bedekar,0.25,125.0,50.0
Agrawal's 420 Dryfruit Besan Ladoo : 400 gms,165.0,129.0,400 gm,Agrawal's,0.32,36.0,21.82
Mahalaxmi Dry Fruit Gud Gajak : 500 gms,340.0,170.0,500 gm,Mahalaxmi,0.34,170.0,50.0
Mahalaxmi Murena Gajak : 500 gms,300.0,150.0,500 gm,Mahalaxmi,0.3,150.0,50.0
Mahalaxmi Pista Badam Gajak : 500 gms,340.0,170.0,500 gm,Mahalaxmi,0.34,170.0,50.0
Pravin Mango Pickle : 1 kg,250.0,140.0,1 kg,Pravin,140.0,110.0,44.0
Mother's Recipe Mango Pickle - Jar : 1 kg,240.0,120.0,1 kg,Mother's,120.0,120.0,50.0
Pravin Mango Pickle Pouch : 200 gms,70.0,55.0,200 gm,Pravin,0.28,15.0,21.43
Shree Siddhivinayak Mango Pickle : 500 gms,130.0,95.0,500 gm,Shree,0.19,35.0,26.92
Bedekar Mango Pickle : 400 gms,125.0,102.0,400 gm,Bedekar,0.26,23.0,18.4
Mother's Recipe Mango Pickle - Pouch : 500 gms,149.0,74.0,500 gm,Mother's,0.15,75.0,50.34
Homepick Gujarati Chhunda Pickle : 250 gms,125.0,89.0,250 gm,Homepick,0.36,36.0,28.8
Shree Siddhivinayak Sweet Mango Pickle : 200 gms,80.0,60.0,200 gm,Shree,0.3,20.0,25.0
Kubal Mango Pickle Pouch : 200 gms,70.0,35.0,200 gm,Kubal,0.17,35.0,50.0
Shree Siddhivinayak Sweet Lime Pickle : 200 gms,80.0,60.0,200 gm,Shree,0.3,20.0,25.0
Shree Siddhivinayak Lime Pickle : 200 gms,70.0,54.0,200 gm,Shree,0.27,16.0,22.86
Bedekar Lime Pickle (Sweet) : 400 gms,130.0,115.0,400 gm,Bedekar,0.29,15.0,11.54
Bedekar Lime Pickle : 400 gms,125.0,105.0,400 gm,Bedekar,0.26,20.0,16.0
Homepick Sweet Lemon Pickle : 250 gms,135.0,99.0,250 gm,Homepick,0.4,36.0,26.67
Mother's Recipe Mixed Pickle Jar : 1 kg,240.0,120.0,1 kg,Mother's,120.0,120.0,50.0
Pravin Mixed Pickle : 1 kg,250.0,169.0,1 kg,Pravin,169.0,81.0,32.4
Bedekar Mixed Pickle : 1 kg,260.0,130.0,1 kg,Bedekar,130.0,130.0,50.0
Shree Siddhivinayak Mixed Pickle : 500 gms,130.0,89.0,500 gm,Shree,0.18,41.0,31.54
Kubal Mix Pickle Pouch : 200 gms,70.0,35.0,200 gm,Kubal,0.17,35.0,50.0
Shree Siddhivinayak Chilly Pickle : 200 gms,70.0,55.0,200 gm,Shree,0.28,15.0,21.43
