,Sr.No.,Grocery_Name,Brand_Name,Rating,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity_upd,Price_per_unit(gm/ml/pc)
858,858.0,"Classic Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.0,447.0,415.71,31.29000000000002,7.0,450 g,0.9238
859,859.0,Premium Wafer Bites - Strawberry,Tasties,3.8,85.0,85.0,0.0,0.0,100 g,0.85
860,860.0,Zero Sugar Dark Chocolate Bar - 55% Cocoa,Lindberg,4.2,175.0,149.0,26.0,14.86,100 g,1.49
861,861.0,Roasted Peanuts - Nimboo Pudina,JABSONS,4.1,70.0,70.0,0.0,0.0,140 g ,0.5
862,862.0,Breakfast Mix - Vada,MTR,4.1,200.0,200.0,0.0,0.0,500 g,0.4
863,863.0,"Nutrition Energy Bar - Fig, Flax & Pumpkin Seeds",GoodDiet,3.9,520.0,350.1,169.89999999999998,32.67,400 g,0.8752500000000001
864,864.0,Digestive High Fibre Biscuits - Goodness Of Wholewheat,McVitie's,3.9,25.0,22.5,2.5,10.0,100 g ,0.225
865,865.0,Minute Garlic Rasam,MTR,4.1,40.0,40.0,0.0,0.0,60 g,0.6666666666666666
866,866.0,Ready to Mix - Rava Idly,Swastiks,3.7,130.0,130.0,0.0,0.0,500 g,0.26
867,867.0,Syrup - Pancake,American Garden,4.3,1520.0,1520.0,0.0,0.0,1418 ml,1.071932299012694
868,868.0,"Choco Chip Cookie With No Maida - Healthy Biscuit, 7 Grains Protein Snacks",RiteBite Max Protein,4.2,600.0,600.0,0.0,0.0,660 g ,0.9090909090909091
869,869.0,Vanilla Wafers,Britannia Treat,4.1,100.0,50.0,50.0,50.0,120 g,0.4166666666666667
870,870.0,Healthy Khakhra Pearl Millet Methi Bajra Methi,Tasties,3.9,80.0,50.0,30.0,37.5,180 g,0.2777777777777778
871,871.0,Pickle - Mix Vegetable,Swastiks,3.9,80.0,80.0,0.0,0.0,500 g,0.16
872,872.0,Rice Vermicelli,REAL THAI,4.2,240.0,240.0,0.0,0.0,375 g ,0.64
873,873.0,Oats Idli,GoodDiet,4.1,298.0,292.04,5.9599999999999795,2.0,800 g,0.36505000000000004
874,874.0,No Added Sugar Muesli With Real Fruits & Nuts - High Protein,True Elements,4.4,835.0,676.35,158.64999999999998,19.0,1.2 kg,0.563625
875,875.0,Chick Peas - Classic,American Garden,4.3,149.0,149.0,0.0,0.0,400 g ,0.3725
876,876.0,Honey Oats Cookies,Tasties,4.0,120.0,95.04,24.959999999999994,20.8,300 g,0.3168
877,877.0,Papad - Moong,Mother's Recipe,3.8,70.0,64.4,5.599999999999994,8.0,180 g,0.3577777777777778
878,878.0,Ready To Eat - Chana Masala,MTR,4.0,120.0,120.0,0.0,0.0,300 g ,0.4
879,879.0,"Veda Marie Light Biscuits - With 5 Natural Ingredients, Tea Time Partner",Sunfeast,4.3,40.0,40.0,0.0,0.0,250 g,0.16
880,880.0,Spicy Crispy Murukku,Sowbhagya foods,4.2,70.0,70.0,0.0,0.0,200 g,0.35
881,881.0,Garlic Mixture,Sowbhagya foods,,330.0,165.0,165.0,50.0,1000 g,0.165
882,882.0,"Cuppa Noodles - Chilli Chow, 70 g, Pack Of 3",MAGGI,4.0,150.0,150.0,0.0,0.0,210 g,0.7142857142857143
883,883.0,Bagrry`S Crunchy Diet Muesli With No Added Sugar - High Fibre  1 1 kg,Bagrrys,4.2,625.0,595.0,30.0,4.8,1 kg,0.595
884,884.0,Dairy Milk Silk Bubbly Chocolate Bar - With Cocoa Butter,Cadbury Dairy Milk Silk,4.3,555.0,484.51,70.49000000000001,12.7,360 g,1.3458611111111112
885,885.0,Dark Fantasy Choco Nut Fills Cookies,Sunfeast,4.3,40.0,40.0,0.0,0.0,75 g,0.5333333333333333
886,886.0,2-Minute Spicy Manchurian Noodles,MAGGI,3.4,20.0,20.0,0.0,0.0,61 g,0.32786885245901637
887,887.0,Sour Belt Mixed Fruit Flavour Soft & Chewy Toffee,Chupa Chups,4.3,90.0,90.0,0.0,0.0,172.8 g,0.5208333333333333
888,888.0,Collection Pralines,Ferrero Rocher,,799.0,775.03,23.970000000000027,3.0,172.2 g ,4.50075493612079
889,889.0,Sweet - Classic Petha,Bansiwala,3.8,189.0,170.1,18.900000000000006,10.0,350 g,0.486
890,890.0,Sugar Free Multigrain Cookies,UNIBIC,4.0,360.0,324.0,36.0,10.0,450 g,0.72
891,891.0,"Belgian Milk Chocolate, Velvety & Smooth",Amul,4.2,160.0,160.0,0.0,0.0,125 g,1.28
892,892.0,"Roasted Makhana - Himalayan Salted, Rich In Protein, Calcium, Yummy Snacking",Farmley,4.3,745.0,695.0,50.0,6.71,450 g,1.5444444444444445
893,893.0,Pasta & Pizza Sauce Herby Tomato| Red Pasta Sauce Herb,VEEBA,4.0,159.0,143.1,15.900000000000006,10.0,525 g,0.2725714285714286
894,894.0,"Kerala Banana Chips - Salt & Pepper, Savoury & Crispy, Zero Cholesterol",Beyond Snack,3.9,95.0,85.5,9.5,10.0,125 g,0.684
895,895.0,Popped Lotus Seeds - Himalaya Salt & Pepper,MR. MAKHANA,4.1,120.0,114.0,6.0,5.0,75 g,1.52
896,896.0,Roasted Peanuts - Lemon & Chilli,JABSONS,4.0,70.0,70.0,0.0,0.0,140 g,0.5
897,897.0,"Oats - Dark Chocolate, Healthy, High In Fibre, Breakfast Cereal, Gluten Free",Yoga Bar,4.3,25.0,15.0,10.0,40.0,40 g,0.375
898,898.0,"Oats -Whole Grain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",Quaker,4.3,119.0,119.0,0.0,0.0,600 g ,0.19833333333333333
899,899.0,"Snack Bar - Multigrain, Choco",UNIBIC,4.1,240.0,180.0,60.0,25.0,180 g,1.0
900,900.0,Playz Puffs Masala Munch Namkeen,Kurkure,3.7,20.0,18.0,2.0,10.0,55 g,0.32727272727272727
