,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Quantity_upd,Converted_Quantity,Price_per_unit(gm/ml/pc)
521,521,Ready To Eat - Vegetable Pulao,MTR,130.0,130.0,0.0,0.0,250 g - Carton,250 g ,250 g ,250.0,0.52
522,522,"Nachos Sizzlin' Hot Crunchy Chips - Snacks, Party Pack",Doritos,100.0,72.0,28.0,28.0,2 x 78 g - Multipack,2*78 g ,156 g,156.0,0.46153846153846156
523,523,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,Tata Sampann,175.0,144.06,30.939999999999998,17.68,200 g ,200 g ,200 g ,200.0,0.7203
524,524,Muesli With 20% Nuts Delight,Kelloggs,345.0,310.5,34.5,10.0,500 g - Pouch,500 g ,500 g ,500.0,0.621
525,525,Snack Mix - Khaman Dhokla,Gits,70.0,61.6,8.399999999999999,12.0,180 g - Carton,180 g ,180 g ,180.0,0.3422222222222222
526,526,Secret Chilli Vinegar,Chings,50.0,50.0,0.0,0.0,170 ml - Bottle,170 ml ,170 ml ,170.0,0.29411764705882354
527,527,Mithai Sweet Gavvalu Shells - Crispy,Tasties Origins,109.0,65.0,44.0,40.37,150 g - Pouch,150 g ,150 g ,150.0,0.43333333333333335
528,528,Secret Hot Garlic Instant Noodles,Chings,80.0,75.2,4.799999999999997,6.0,240 g - Pouch,240 g ,240 g ,240.0,0.31333333333333335
529,529,Sugar Free Chewing Gum - Spearmint,Orbit,200.0,180.0,20.0,10.0,4x22 g - Multipack,4*22 g ,88 g,88.0,2.0454545454545454
530,530,"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",True Elements,600.0,492.0,108.0,18.0,1.5 kg - Pouch,1.5 kg ,1.5 kg ,1500.0,0.328
531,531,"Cornflakes Mixture - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",Townbus,55.0,55.0,0.0,0.0,135 g - Pouch,135 g ,135 g ,135.0,0.4074074074074074
532,532,Cup Noodles Italiano,Nissin Food,150.0,133.86,16.139999999999986,10.76,3x70 g - Multipack,3*70 g ,210 g,210.0,0.6374285714285715
533,533,"Chicken Seekh Kebab - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,350.0,288.75,61.25,17.5,500 g ,500 g ,500 g ,500.0,0.5775
534,534,Mixture - Panchratan,Haldiram's,160.0,160.0,0.0,0.0,2x150 g - Multipack,2*150 g ,300 g,300.0,0.5333333333333333
535,535,Pure Honey - No Added Sugar,ZANDU,475.0,351.5,123.5,26.0,1 kg ,1 kg ,1 kg ,1000.0,0.3515
536,536,Max Choco Coated Crunchy Wafer - Sweet,NESTLE MUNCH,20.0,18.0,2.0,10.0,42 g ,42 g ,42 g ,42.0,0.42857142857142855
537,537,Filo Pastry Sheets - Thin,Switz,450.0,405.0,45.0,10.0,450 g ,450 g ,450 g ,450.0,0.9
538,538,"Hashtags - Potato Chips, Cream & Onion, Unique Flavour, Crispy",Bingo,30.0,28.33,1.6700000000000017,5.57,58 g - Pouch,58 g ,58 g ,58.0,0.48844827586206896
539,539,"Soan Cake - Regular, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Ocassions",GRB,50.0,50.0,0.0,0.0,100 g - Box,100 g ,100 g ,100.0,0.5
540,540,Tropical Orange - Dark Chocolate Infused With Orange Extracts From Netherlands,Amul,1400.0,1400.0,0.0,0.0,10x150 g - Multipack,10*150 g ,1500 g,1500.0,0.9333333333333333
541,541,"Chocolate Muesli - With 57% Multigrain, Fruit, Nut & Seeds",Kelloggs,360.0,310.0,50.0,13.89,450 g ,450 g ,450 g ,450.0,0.6888888888888889
542,542,Eggless Mayonnaise Chef's Special,VEEBA,215.0,189.2,25.80000000000001,12.0,875 g - Standy Pouch,875 g ,875 g ,875.0,0.2162285714285714
543,543,Snack Bar - Almond & Oats,UNIBIC,240.0,180.0,60.0,25.0,6X30 g - Multipack,6*30 g ,180 g,180.0,1.0
544,544,Spring Rolls Sheets - 8x8,Switz,220.0,190.0,30.0,13.64,2x20 pcs - Multipack,2*20 pcs ,40 pcs,40.0,4.75
545,545,Fruit & Nut Cookies - Zero Cholesterol & No Trans Fat,UNIBIC,300.0,150.0,150.0,50.0,2 x 300 g - (Multipack),2*300 g ,600 g,600.0,0.25
546,546,Chilli Tomato Sauce,Kissan,115.0,115.0,0.0,0.0,500 g - Bottle,500 g ,500 g ,500.0,0.23
547,547,Cookies - Pista Badam,UNIBIC,150.0,135.0,15.0,10.0,6X75 g - Multipack,6*75 g ,450 g,450.0,0.3
548,548,Bagrry`S White Oats - With 100% Whole Grains 500 g Carton,Bagrrys,105.0,78.75,26.25,25.0,500 g - Carton,500 g ,500 g ,500.0,0.1575
549,549,Nacho Crisps - Peri Peri,Cornitos,170.0,156.4,13.599999999999994,8.0,2x150 g - Multipack,2*150 g ,300 g,300.0,0.5213333333333333
550,550,Puff Sheet Squares,UNROLL,286.0,286.0,0.0,0.0,550 g ,550 g ,550 g ,550.0,0.52
551,551,Party Snack,Tong Garden,700.0,665.0,35.0,5.0,2x500 g - Multipack,2*500 g ,1000 g,1000.0,0.665
552,552,Chewing Gum - Peppermint,Doublemint,10.0,10.0,0.0,0.0,13 g - Sticks,13 g ,13 g ,13.0,0.7692307692307693
553,553,Bagrry`S Crunchy Muesli 30% Fruit & Nut With Cranberries - 750 g Pouch,Bagrrys,540.0,410.4,129.60000000000002,24.0,750 g - Pouch,750 g ,750 g ,750.0,0.5472
554,554,Magic Masala Instant Noodles,Sunfeast YiPPee!,112.0,98.56,13.439999999999998,12.0,480 g - (Pack Of 8),480 g ,480 g ,480.0,0.20533333333333334
555,555,Special Silk Selects Gift Pack,Cadbury Celebrations,1050.0,927.36,122.63999999999999,11.68,233 g - Pack of 3,233 g ,233 g ,233.0,3.9800858369098715
556,556,Puliogare Powder,GRB,70.0,70.0,0.0,0.0,100 g - Pouch,100 g ,100 g ,100.0,0.7
557,557,Appalam - No 3,Ambika,130.0,130.0,0.0,0.0,225 g - Pouch,225 g ,225 g ,225.0,0.5777777777777777
558,558,Mixture,Haldiram's,176.0,176.0,0.0,0.0,2x350 g - Multipack,2*350 g ,700 g,700.0,0.25142857142857145
559,559,"YiPPee! Pasta Treat - Cheesy & Soft Suji/Rawa Pasta, Cheese",Sunfeast,56.0,44.95,11.049999999999997,19.73,2x65 g - Multipack,2*65 g ,130 g,130.0,0.3457692307692308
560,560,"Geki Cheese - Hot & Spicy, Korean Cheese Flavour",Nissin,294.0,209.47,84.53,28.75,80 g - (Pack of 6),80 g ,80 g ,80.0,2.618375
561,561,"Rolled Oats - High Fibre, Protein Rich Breakfast Cereal, Wholegrain Breakfast",Bagrrys,490.0,289.0,201.0,41.02,1.2 kg - Jar,1.2 kg ,1.2 kg ,1200.0,0.24083333333333334
562,562,Cookies - Chocolate Chip,UNIBIC,330.0,297.0,33.0,10.0,6X150 g - Multipack,6*150 g ,900 g,900.0,0.33
563,563,"Bars Choco Berry, 10 g Protein Bar - Sugar Free Healthy Protein Snacks",RiteBite Max Protein,360.0,342.0,18.0,5.0,50 g - (Pack of 6),50 g ,50 g ,50.0,6.84
564,564,Tapioca Chips Chilly,A-1 Chips,40.0,38.0,2.0,5.0,80 g ,80 g ,80 g ,80.0,0.475
565,565,Vermicelli,BB Royal,100.0,65.0,35.0,35.0,2x400 g - Multipack,2*400 g ,800 g,800.0,0.08125
566,566,Kimchi,Bombucha,450.0,450.0,0.0,0.0,450 g ,450 g ,450 g ,450.0,1.0
567,567,Namkeen - Tasty Nuts,Haldiram's,150.0,150.0,0.0,0.0,3x150 g - Multipack,3*150 g ,450 g,450.0,0.3333333333333333
568,568,"Ready To Eat Noodles - Instant, Chicken Flavour",Wai Wai,90.0,83.7,6.299999999999997,7.0,420 g - Single,420 g ,420 g ,420.0,0.1992857142857143
569,569,Instant Veggie Upma With Vegetables,Aashirvaad,108.0,81.0,27.0,25.0,4X60 g - Multipack,4*60 g ,240 g,240.0,0.3375
570,570,Cornflakes With Real Almond & Honey,BB Royal,410.0,249.0,161.0,39.27,650 g ,650 g ,650 g ,650.0,0.3830769230769231
571,571,Rice Papad - Ajwain,Mother's Recipe,25.0,25.0,0.0,0.0,75 g - Pouch,75 g ,75 g ,75.0,0.3333333333333333
572,572,Onion Sandige Papad,SDA PAPPADS,48.0,48.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.48
573,573,No Added Sugar Muesli With Real Fruits & Nuts - High Protein Breakfast,True Elements,695.0,590.75,104.25,15.0,1 kg - Bottle,1 kg ,1 kg ,1000.0,0.59075
574,574,Premium Selections Chocolates Gift Pack,Cadbury Celebrations,700.0,618.24,81.75999999999999,11.68,268 g - Pack of 2,268 g ,268 g ,268.0,2.3068656716417912
575,575,"Nutrichoice Herbs Biscuits - 0% Maida, Rich In Vitamins & Minerals",Britannia,75.0,63.75,11.25,15.0,3x100g - Multipack,3*100g ,300 g,300.0,0.2125
576,576,Wheat Chapati,iD,75.0,75.0,0.0,0.0,350 g ,350 g ,350 g ,350.0,0.21428571428571427
577,577,Shell Pasta,Keya,300.0,243.0,57.0,19.0,2x400 g - Multipack,2*400 g ,800 g,800.0,0.30375
578,578,Bounce Biscuits - Choco Creme Cookies,Sunfeast,30.0,28.5,1.5,5.0,6x30 g - Multipack,6*30 g ,180 g,180.0,0.15833333333333333
579,579,Wafers Potato Chips - Piri Piri,Parle,60.0,36.15,23.85,39.75,110 g ,110 g ,110 g ,110.0,0.3286363636363636
580,580,Sugar Free Oatmeal Cookies,UNIBIC,360.0,324.0,36.0,10.0,6x75 g - Multipack,6*75 g ,450 g,450.0,0.72
581,581,Kesar Peda,Lal sweets Pvt Ltd,135.0,135.0,0.0,0.0,200 g - Carton,200 g ,200 g ,200.0,0.675
582,582,Namkeen - Dal Biji,Haldiram's,100.0,100.0,0.0,0.0,2x150 g - Multipack,2*150 g ,300 g,300.0,0.3333333333333333
583,583,Juzt Jelly - Strawberry Flavour,ALPENLIEBE,200.0,200.0,0.0,0.0,4x148 g - Multipack,4*148 g ,592 g,592.0,0.33783783783783783
584,584,Namkeen - All In One,Haldiram's,150.0,150.0,0.0,0.0,3x150 g - Multipack,3*150 g ,450 g,450.0,0.3333333333333333
585,585,Papad - Pani Puri,Atish ,55.0,55.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.275
586,586,Instant Soup Noodles - Chicken Flavour,Indomie,64.0,60.8,3.200000000000003,5.0,2x70 g - Multipack,2*70 g ,140 g,140.0,0.4342857142857143
587,587,Original Bajji Bonda Snack Mix,MTR,65.0,65.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.325
588,588,Chana Plain Namkeen,Kiara Foods,60.0,60.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.24
589,589,Penne Pasta,Keya,300.0,243.0,57.0,19.0,2x400 g - Multipack,2*400 g ,800 g,800.0,0.30375
590,590,Pure Bee Honey,Hintz,775.0,775.0,0.0,0.0,500 g - Bottle,500 g ,500 g ,500.0,1.55
591,591,Fancy Papad,SDA PAPPADS,48.0,48.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.24
592,592,American Style Cream & Onion Potato Chips - 40% Less,Too Yumm!,70.0,46.9,23.1,33.0,90 g ,90 g ,90 g ,90.0,0.5211111111111111
593,593,"Townbus Thatai Nippattu - Namkeen Savoury Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,65.0,65.0,0.0,0.0,170 g - Stand Pouch,170 g ,170 g ,170.0,0.38235294117647056
594,594,"Cheesy Peezy - Popped Lotus Seeds, Roasted In Olive Oil, Super Snack",MR. MAKHANA,120.0,114.0,6.0,5.0,75 g - Pouch,75 g ,75 g ,75.0,1.52
595,595,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,35.0,28.0,7.0,20.0,75 g (65+10) - Get 10 gm Free,75 g (65+10) ,75 g (65+10) ,75.0,0.37333333333333335
596,596,"Corn Mixture - Enriched With Dry Fruits, Fresh, Crispy, No Preservatives",Modern Kitchens,70.0,59.5,10.5,15.0,170 g ,170 g ,170 g ,170.0,0.35
597,597,Besan Laddoo Mithai / Sweet - Made With Dry Fruits & Desi Ghee,Tasties,220.0,115.0,105.0,47.73,200 g ,200 g ,200 g ,200.0,0.575
598,598,Krackjack Butter Masala Biscuits,Parle,130.0,65.0,65.0,50.0,307.8 g ,307.8 g ,307.8 g ,307.8,0.2111760883690708
599,599,Super Snack - Lime & Chilli,MR. MAKHANA,49.0,46.55,2.450000000000003,5.0,27.5 g ,27.5 g ,27.5 g ,27.5,1.6927272727272726
600,600,Roast Almond Chocolate Bar,Cadbury Dairy Milk Silk,555.0,527.58,27.41999999999996,4.94,3 x 143 g - Multipack,3*143 g ,429 g,429.0,1.2297902097902098
601,601,Aralu Sandige Homemade Appalams/Papad - Fry & Eat,SDA PAPPADS,58.0,58.0,0.0,0.0,100 g - Pouch,100 g ,100 g ,100.0,0.58
602,602,3 Minute Breakfast Seviyan Upma,MTR,65.0,65.0,0.0,0.0,160 g ,160 g ,160 g ,160.0,0.40625
603,603,Taco Shells - 10 cm,Cornitos,120.0,108.0,12.0,10.0,12 pcs ,12 pcs ,12 pcs ,12.0,9.0
604,604,"Choco Crunch Breakfast Cereal-Ragi Stars & Moons, Healthy Millet,No Maida/Sugar",Slurrp Farm,598.0,568.1,29.899999999999977,5.0,2x400 g - Multipack,2*400 g ,800 g,800.0,0.710125
605,605,"Ragi Bites Combo Pack - Choco Fills, Vanilla Fills & Strawberry Fills",Tata Soulfull,99.0,94.05,4.950000000000003,5.0,140 g - (28 g x 5),140 g ,140 g ,140.0,0.6717857142857143
606,606,"Thinz - Almond, Light & Crispy, Teatime Snack",Bisk Farm,10.0,10.0,0.0,0.0,50 g - Pouch,50 g ,50 g ,50.0,0.2
607,607,Chatpata Dal Namkeen,Haldiram's,47.0,47.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.235
608,608,Ready To Eat - Jeera Rice,MTR,110.0,110.0,0.0,0.0,250 g - Carton,250 g ,250 g ,250.0,0.44
609,609,Coffy Bite Classic,Lotte,5.0,5.0,0.0,0.0,23 g ,23 g ,23 g ,23.0,0.21739130434782608
610,610,Vermicelli Roasted,Bambino,25.0,25.0,0.0,0.0,180g - Roasted,180g ,180g ,180.0,0.1388888888888889
611,611,Treat Wafers Coconut,Britannia Treat,100.0,50.0,50.0,50.0,55 g - (Pack of 2),55 g ,55 g ,55.0,0.9090909090909091
612,612,Minute Pepper Rasam,MTR,40.0,40.0,0.0,0.0,60 g - (Pack of 4),60 g ,60 g ,60.0,0.6666666666666666
613,613,Palada Payasam Mix,Double Horse,85.0,68.0,17.0,20.0,300 g - Box,300 g ,300 g ,300.0,0.22666666666666666
614,614,"Variety Pack - Chilli Garlic Potato, Smiles and Masala Fries",McCain,150.0,150.0,0.0,0.0,550 g - Pouch,550 g ,550 g ,550.0,0.2727272727272727
615,615,Funfoods Veg Mayonnaise Classic,Dr. Oetker,178.0,142.0,36.0,20.22,2 x 245 g - Multipack,2*245 g ,490 g,490.0,0.2897959183673469
616,616,Sugar Free Chewing Gum - Mixed Fruit,Orbit,200.0,190.0,10.0,5.0,4x22 g - Multipack,4*22 g ,88 g,88.0,2.159090909090909
617,617,Honey,Patanjali,350.0,350.0,0.0,0.0,1 kg ,1 kg ,1 kg ,1000.0,0.35
618,618,Whole Wheat Khakhra Methi,Tasties,80.0,75.0,5.0,6.25,180 g ,180 g ,180 g ,180.0,0.4166666666666667
619,619,Sago Papad,Dnv,50.0,47.5,2.5,5.0,100 g ,100 g ,100 g ,100.0,0.475
620,620,"Popz - Chocolatey Crunch, Choco Fills, Multigrain Munchies",Sundrop,60.0,56.0,4.0,6.67,140 g ,140 g ,140 g ,140.0,0.4
621,621,Pasta Treat - Masala,Sunfeast,140.0,119.0,21.0,15.0,5x65 g - Multipack,5*65 g ,325 g,325.0,0.36615384615384616
622,622,"Harmony Biscuit - Crunchy, Zero Trans Fat, Ready To Eat",Britannia Good Day,30.0,25.5,4.5,15.0,110 g - Pouch,110 g ,110 g ,110.0,0.2318181818181818
623,623,"Cheese & Herbs Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,200.0,176.0,24.0,12.0,8x20 g - Multipack,8*20 g ,160 g,160.0,1.1
624,624,Rusk - Suji & Elaichi,Tasties,110.0,74.1,35.900000000000006,32.64,2x200 g - Multipack,2*200 g ,400 g,400.0,0.18525
625,625,"Kerala Banana Chips - Peri Peri Flavour, Thin & Crispy, Zero Cholesterol",Beyond Snack,95.0,85.5,9.5,10.0,125 g ,125 g ,125 g ,125.0,0.684
626,626,Handmade Papad - Urad Punjabi Masala,Tasties,85.0,45.0,40.0,47.06,200 g ,200 g ,200 g ,200.0,0.225
627,627,Papad - Curd Chilly,Balaji foods,40.0,40.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.4
628,628,Creamfills - Butter Toffee,ALPENLIEBE,150.0,150.0,0.0,0.0,3x152 g - Multipack,3*152 g ,456 g,456.0,0.32894736842105265
629,629,Potato Chips - Indian Masala,Too Yumm!,100.0,80.0,20.0,20.0,2x130 g - Multipack,2*130 g ,260 g,260.0,0.3076923076923077
630,630,Hand Murukku Special,A-1 Chips,120.0,120.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.48
631,631,"Namkeen - Ompudi/ Nylon Sev, Authentic, Traditional, Flavours, Savoury Snack",Tasties Origins,315.0,207.0,108.0,34.29,3x150 g - (Multipack),3*150 g ,450 g,450.0,0.46
632,632,Soan Papdi - Coconut,Haldiram's,75.0,75.0,0.0,0.0,250 g - Pouch,250 g ,250 g ,250.0,0.3
633,633,"Masala Oats - Tasty Evening Snack, Fibre Rich, Peppy Tomato",Saffola,215.0,189.2,25.80000000000001,12.0,500 g ,500 g ,500 g ,500.0,0.37839999999999996
634,634,Nutty Tuxedo Chocolate Gourmet Popcorn,4700BC,225.0,202.5,22.5,10.0,150 g - Tin,150 g ,150 g ,150.0,1.35
635,635,"Breath Mint - With The Hole, Refreshing",Polo,10.0,10.0,0.0,0.0,24 g - Pouch,24 g ,24 g ,24.0,0.4166666666666667
636,636,Instant Rava Idli Mix,Bambino,120.0,120.0,0.0,0.0,500 g - Pouch,500 g ,500 g ,500.0,0.24
637,637,Kaju - Salted,Haldiram's,50.0,50.0,0.0,0.0,35 g - Pouch,35 g ,35 g ,35.0,1.4285714285714286
638,638,Onion Ring Papad,SDA PAPPADS,50.0,50.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.25
639,639,Premium Pumpkin Seeds - All Natural,Happilo,550.0,467.5,82.5,15.0,2x200 g - Multipack,2*200 g ,400 g,400.0,1.16875
640,640,"Biscotti - Almond, Gluten free",GoodDiet,225.0,175.0,50.0,22.22,150 g ,150 g ,150 g ,150.0,1.1666666666666667
641,641,Karare - Noodle Masala,Too Yumm!,60.0,57.0,3.0,5.0,3x80 g - Multipack,3*80 g ,240 g,240.0,0.2375
642,642,Chilli Cheesy Nuggets,McCain,240.0,240.0,0.0,0.0,400 g ,400 g ,400 g ,400.0,0.6
643,643,Hide & Seek Chocolate & Almonds,Parle,30.0,22.5,7.5,25.0,100 g ,100 g ,100 g ,100.0,0.225
644,644,Green Olives - Sliced,BORGES,250.0,222.5,27.5,11.0,450 g ,450 g ,450 g ,450.0,0.49444444444444446
645,645,Chicken - Jumbo Hot Dog,Meatzza,365.0,328.5,36.5,10.0,500 g ,500 g ,500 g ,500.0,0.657
646,646,"Choco Fills - Double Chocolaty, Multigrain, Anytime Snack",BB Royal,410.0,229.0,181.0,44.15,2x250 g - Multipack,2*250 g ,500 g,500.0,0.458
647,647,Masala Oats Noodles - Source Of Fibre & Iron,MAGGI ,118.0,118.0,0.0,0.0,294 g - Pouch,294 g ,294 g ,294.0,0.4013605442176871
648,648,Corn Flakes With Real Honey,Kelloggs,345.0,345.0,0.0,0.0,630 g ,630 g ,630 g ,630.0,0.5476190476190477
649,649,"Gourmet Kettle Chips - Vintage Cheese & Paprika Flavour, Premium Slow-Cooked Potato Chips",Lays,100.0,72.0,28.0,28.0,2 x 80 g - Multipack,2*80 g ,160 g,160.0,0.45
650,650,Mix - Chicken Biryani,Mother's Recipe,165.0,135.0,30.0,18.18,3x100 g - (Multipack),3*100 g ,300 g,300.0,0.45
651,651,Sesame Chikki With Jaggery,IndiSecrets,75.0,49.0,26.0,34.67,100 g - (4 x 25 g each),100 g ,100 g ,100.0,0.49
652,652,Hide & Seek Black Bourbon Creme Sandwich - Choco,Parle Platina,150.0,75.0,75.0,50.0,300 g ,300 g ,300 g ,300.0,0.25
653,653,Chutney Podi - Groundnut,Farmveda,60.0,60.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.6
654,654,Pickle - Cut Mango (With Garlic),Priya,110.0,110.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,0.36666666666666664
655,655,Elaichi Shrikhand,Amul,208.0,208.0,0.0,0.0,4x200 g - Multipack,4*200 g ,800 g,800.0,0.26
656,656,Oats - Rolled,By Nature,380.0,380.0,0.0,0.0,2x500 g - Multipack,2*500 g ,1000 g,1000.0,0.38
657,657,Mad Angles Very Peri Peri - Spicy & Crunchy Corn Based Triangle Chips Pack For Snacks,Bingo,20.0,18.0,2.0,10.0,66 g ,66 g ,66 g ,66.0,0.2727272727272727
658,658,Namkeen - Mini Samosa,Haldiram's,130.0,130.0,0.0,0.0,2x200 g - Multipack,2*200 g ,400 g,400.0,0.325
659,659,Cookies- Shortbread Scotch finger,UNIBIC,360.0,324.0,36.0,10.0,6X100 g - Multipack,6*100 g ,600 g,600.0,0.54
660,660,"Super Muesli - No Added Sugar, Rich In Protein & Fibre, No Preservatives",Yoga Bar,325.0,270.69,54.31,16.71,400 g ,400 g ,400 g ,400.0,0.676725
661,661,"Blueberry Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,597.0,555.21,41.789999999999964,7.0,3x150 g - Multipack,3*150 g ,450 g,450.0,1.2338
662,662,"Tandoori Naan - Ready To Cook, No Added Preservatives, Easy To Prepare Delicious Frozen",Aashirvaad,150.0,135.0,15.0,10.0,400 g - (5 pcs),400 g ,400 g ,400.0,0.3375
663,663,"Multi Millet Muesli - With Fruits, Nuts & Berries",GoodDiet,349.0,269.0,80.0,22.92,350 g ,350 g ,350 g ,350.0,0.7685714285714286
664,664,Instant Soup - Sweet Corn Veg,Chings,100.0,100.0,0.0,0.0,10x15 g - Multipack,10*15 g ,150 g,150.0,0.6666666666666666
665,665,Pickle - Mango Avakaya Without Garlic,Priya,110.0,110.0,0.0,0.0,300 g - bottle,300 g ,300 g ,300.0,0.36666666666666664
666,666,"Classic Gulkand - Promotes Healthy Skin, Natural Cooling Property, Made From Damask Roses",Food Circle ,360.0,360.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,1.2
667,667,Papad - Tomato Rice,Atish ,33.0,33.0,0.0,0.0,100 g - Pouch,100 g ,100 g ,100.0,0.33
668,668,"Cheese Makhanas - Roasted, Vegan & Gluten Free",Tasties,50.0,40.0,10.0,20.0,25 g ,25 g ,25 g ,25.0,1.6
669,669,Macaroni - Elbow,MTR,115.0,115.0,0.0,0.0,850 g - Pouch,850 g ,850 g ,850.0,0.13529411764705881
670,670,Sugar Free Chewing Gum - Sweetmint,Orbit,15.0,15.0,0.0,0.0,8.8 g - Sleeve,8.8 g ,8.8 g ,8.8,1.7045454545454544
671,671,Bombay Mixture,Balaji foods,55.0,55.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.275
672,672,Pancake Mix - Original,Betty Crocker,140.0,119.0,21.0,15.0,250 g ,250 g ,250 g ,250.0,0.476
673,673,Instant Soup Noodles - Special Chicken Flavour,Indomie,64.0,60.8,3.200000000000003,5.0,2x75 g - Multipack,2*75 g ,150 g,150.0,0.4053333333333333
674,674,Gorgon Nut Roasted Makhana - Salted,Pravin Mixbox ,60.0,60.0,0.0,0.0,35 g ,35 g ,35 g ,35.0,1.7142857142857142
675,675,Chips - West Indies Hot N Sweet Chili,Lays,5.0,5.0,0.0,0.0,12 g ,12 g ,12 g ,12.0,0.4166666666666667
676,676,100% Natural Nut Powder - No Added Sugar Or Preservatives,Slurrp Farm,499.0,499.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,4.99
677,677,Pickle - Gongura With Garlic,Priya,110.0,110.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,0.36666666666666664
678,678,Pickle - Mango,Swastiks,80.0,80.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.16
679,679,Salted Popcorn,ACT II,50.0,40.0,10.0,20.0,2 x 50 g - Multipack,2*50 g ,100 g,100.0,0.4
680,680,"6 Grain Khichdi Mix - Instant Ready To Cook, Rich In Fibre & Protein",Tata Sampann,75.0,63.75,11.25,15.0,200 g ,200 g ,200 g ,200.0,0.31875
681,681,"Masala Peanuts - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",Townbus,55.0,55.0,0.0,0.0,135 g - Pouch,135 g ,135 g ,135.0,0.4074074074074074
682,682,Malai Peda,Amul,90.0,90.0,0.0,0.0,200g ,200g ,200g ,200.0,0.45
683,683,Wafers Potato Chips - Cream N Onion,Parle,160.0,80.0,80.0,50.0,4 x 60 g - Multipack,4*60 g ,240 g,240.0,0.3333333333333333
684,684,Luxury Delights Gift Box - Assorted Chocolate Truffles,Lindberg,165.0,99.0,66.0,40.0,46 g - (4 pcs),46 g ,46 g ,46.0,2.152173913043478
685,685,Namkeen - Butter Murukku,Tasties Origins,105.0,65.0,40.0,38.1,150 g ,150 g ,150 g ,150.0,0.43333333333333335
686,686,Vermicelli Payasam Sweet Mix,MTR,48.0,48.0,0.0,0.0,100 g - Pouch,100 g ,100 g ,100.0,0.48
687,687,"Oodles Ring Noodles - Yummy Masala, No Maida, Ready In 5 Mins",Saffola,200.0,160.0,40.0,20.0,2x212 g - Multipack,2*212 g ,424 g,424.0,0.37735849056603776
688,688,Soya Sauce,Tasties,180.0,139.5,40.5,22.5,3x210 g - (Multipack),3*210 g ,630 g,630.0,0.22142857142857142
689,689,Pastalicious Elbow - 100% Durum Wheat Semolina,Disano,260.0,119.0,141.0,54.23,2x400 g - Multipack,2*400 g ,800 g,800.0,0.14875
690,690,Schezwan Sauce,Knorr,70.0,70.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.35
691,691,Hara Bhara Veg Kebab,Safal,80.0,68.0,12.0,15.0,200 g ,200 g ,200 g ,200.0,0.34
692,692,"Natural Peanut Butter - Creamy, Unsweetened",Pintola,449.0,408.0,41.0,9.13,1 kg ,1 kg ,1 kg ,1000.0,0.408
693,693,Ready To Eat - Pongal,MTR,115.0,115.0,0.0,0.0,300 g - Carton,300 g ,300 g ,300.0,0.38333333333333336
694,694,"Peanut Chikki Ball - Made With jaggery, Healthy Snack, Protein Rich",SDA ,90.0,90.0,0.0,0.0,200 g - POUCH,200 g ,200 g ,200.0,0.45
695,695,Pickle - Mix Vegetable,MTR,149.0,149.0,0.0,0.0,500 g - Jar,500 g ,500 g ,500.0,0.298
696,696,Chocolush - Extra Crunchy Biscuit With Gooey Choco-Filling,Britannia,510.0,301.36,208.64,40.91,3 x 300 g - (Multipack),3*300 g ,900 g,900.0,0.33484444444444444
697,697,Rishtey Meethe Pal Gift Pack,Bikaji,335.0,284.75,50.25,15.0,1.27 kg ,1.27 kg ,1.27 kg ,1270.0,0.22421259842519686
698,698,Sauce - Oyster,Lee Kum Kee,275.0,275.0,0.0,0.0,510 g - Bottle,510 g ,510 g ,510.0,0.5392156862745098
