,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
878,Ready To Eat - Chana Masala,₹120,₹120,MTR,300 g - Pouch
879,"Veda Marie Light Biscuits - With 5 Natural Ingredients, Tea Time Partner",₹40,₹40,Sunfeast,250 g 
880,Spicy Crispy Murukku,₹70,₹70,Sowbhagya foods,200 g 
881,Garlic Mixture,₹165,₹330,Sowbhagya foods,2 x 500 g - Multipack
882,"Cuppa Noodles - Chilli Chow, 70 g, Pack Of 3",₹150,₹150,MAGGI ,3x70 g - Multipack
883,Bagrry`S Crunchy Diet Muesli With No Added Sugar - High Fibre  1 1 kg,₹595,₹625,Bagrrys,1 kg 
884,Dairy Milk Silk Bubbly Chocolate Bar - With Cocoa Butter,₹484.51,₹555,Cadbury Dairy Milk Silk,3x120 g - Multipack
885,Dark Fantasy Choco Nut Fills Cookies,₹40,₹40,Sunfeast,75 g 
886,2-Minute Spicy Manchurian Noodles,₹20,₹20,MAGGI ,61 g 
887,Sour Belt Mixed Fruit Flavour Soft & Chewy Toffee,₹90,₹90,Chupa Chups,3x57.6 g - Multipack (8 pcs)
888,Collection Pralines,₹775.03,₹799,Ferrero Rocher,172.2 g - (15 pcs)
889,Sweet - Classic Petha,₹170.1,₹189,Bansiwala,350 g 
890,Sugar Free Multigrain Cookies,₹324,₹360,UNIBIC,6x75 g - Multipack
891,"Belgian Milk Chocolate, Velvety & Smooth",₹160,₹160,Amul,125 g 
892,"Roasted Makhana - Himalayan Salted, Rich In Protein, Calcium, Yummy Snacking",₹695,₹745,Farmley,5x90 g - Multipack
893,Pasta & Pizza Sauce Herby Tomato| Red Pasta Sauce Herb,₹143.1,₹159,VEEBA,525 g 
894,"Kerala Banana Chips - Salt & Pepper, Savoury & Crispy, Zero Cholesterol",₹85.5,₹95,Beyond Snack,125 g 
895,Popped Lotus Seeds - Himalaya Salt & Pepper,₹114,₹120,MR. MAKHANA,75 g 
896,Roasted Peanuts - Lemon & Chilli,₹70,₹70,JABSONS,140 g 
897,"Oats - Dark Chocolate, Healthy, High In Fibre, Breakfast Cereal, Gluten Free",₹15,₹25,Yoga Bar,40 g 
898,"Oats -Whole Grain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",₹119,₹119,Quaker,600 g - Pouch
899,"Snack Bar - Multigrain, Choco",₹180,₹240,UNIBIC,6X30 g - Multipack
900,Playz Puffs Masala Munch Namkeen,₹18,₹20,Kurkure,55 g 
