,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
819,Instant Soup - Tomato,Chings,4.1,₹100,₹100,10x15 g - Multipack
820,"Fox Nuts Black Salt - Delicious Teatime Snack, Popped Lotus Seeds, Roasted In Olive Oil",MR. MAKHANA,3.8,₹123.5,₹130,75 g
821,"Cashew Cookies - Chocolate & Kaju. Healthy biscuits- no added maida, 18 cookies",Open Secret,4,₹277.2,₹315,3x75 g - Multipack
822,Citric Acid,Blue Bird,4.1,₹36,₹36,50 g - Box
823,Bread Crumbs,HappyChef,4,₹95,₹119,400 g
824,Kellogg`s Pro Muesli - With 100% Plant Protein  High Prote 500 g Pouch,Kelloggs,4.8,₹340,₹380,500 g - Pouch
825,Aloo Paratha,Tasty Fresh,3.8,₹125,₹125,400 g
826,"Snappers Potato Crackers - Cream & Onion, Light, Crispy Snack",UNIBIC,4.1,₹135,₹150,6x75 g - Multipack
827,Thatta Murukku - Masala,A-1 Chips,3.8,₹114,₹120,250 g
828,Secret Schezwan Stir FryÂ Sauce,Chings,4.1,₹87.97,₹90,250 g - Jar
829,Red Chilli Papad,SDA PAPPADS,4.3,₹45,₹45,100 g
830,Funfoods Peanut Butter Crunchy,Dr. Oetker,4.2,₹238,₹278,2 x 400 g - Multipack
831,Pickle - Red Stuffed Chilli,Mother's Recipe,4,₹68.25,₹75,200 g - Pouch
832,Instant Avalakki Bisi Bele Bhath,Sanketi Adukale,4.2,₹115,₹115,250 g
833,Chocolate Chip Cookies,Milano,4.3,₹120,₹240,2x120 g - Multipack
834,Dark Fantasy Desserts Choco Chunks Filled Cookie,Sunfeast,4.1,₹96.9,₹120,2 x 75 g - Multipack
835,Ready To Eat - Rajma Masala,MTR,3.9,₹125,₹125,300 g
836,Golden Wheat Crisps - Jeera Khakhra,Daadi's,4.1,₹80,₹80,180 g - Pouch
837,"Mini Makhana - Salt & Pepper, High In Protein & Calcium, Gluten Free Snack",Protyze,5,₹80,₹80,60 g - Pouch
838,Instant Rava Pongal Mix,Sanketi Adukale,4,₹120,₹120,250 g
839,Bhakri Baked Mathri - Methi,Tasties,4,₹50,₹120,180 g
840,Platina- Nutricrunch Lite Cracker,Parle,4.1,₹30,₹30,200 g - Pouch
841,Almondo - Roasted Almonds Coated With Milk Chocolate,Amul,4.4,₹210,₹210,200 g
842,Frozen Aloo-Tikki,Safal,4,₹76.5,₹90,400 g
843,Pickle - Mango Tender,MTR,3.9,₹145,₹145,300 g - Jar
844,"Crunchy Chicken Nuggets - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,4.1,₹267.75,₹315,450 g
845,Waffy Strawberry Flavoured Rolls - Creamy,Dukes,4.2,₹150,₹300,300 g - Jar
846,Halwa - Karachi,Lal,4.1,₹99,₹99,200 g
847,For Girls - With Surprise,Kinder Joy,4.1,₹349.2,₹360,8x20 g - Multipack
848,Instant Popcorn - Butter Delite,ACT II,4.2,₹99,₹99,3x77 g - Multipack
849,Instant Popcorn - Butter,4700BC,3.9,₹27,₹30,90 g
850,Sweet Chili Sauce,REAL THAI,4.2,₹350,₹350,720 ml - Pet Bottle
851,Nacho Crisps - Sea Salt,Cornitos,4.2,₹165.6,₹180,2x150 g - Multipack
852,"Chocos - Duet, With Whole Grain, Source Of Fibre, High In Calcium & Protein, Breakfast Cereals",Kelloggs,4,₹10,₹10,22 g - Pouch
853,"Lindor White Chocolate - Smooth, Creamy, Rich Flavour",Lindt,4.2,₹807.5,₹950,200 g
854,Papad - Triangle,Balaji foods,3.9,₹35,₹35,200 g
855,Mango Pickle/Aam Ka Achaar - Home Made,DIVINE BITE,3.9,₹260,₹260,300 g
856,"Snack Bar - Fruit & Nut, Choco",UNIBIC,4.1,₹180,₹240,6X30 g - Multipack
857,Premium California Pistachio - Roasted & Salted,ProV,2.5,₹307,₹549,250 g
858,"Classic Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4,₹415.71,₹447,3x150 g - Multipack
859,Premium Wafer Bites - Strawberry,Tasties,3.8,₹85,₹85,100 g
860,Zero Sugar Dark Chocolate Bar - 55% Cocoa,Lindberg,4.2,₹149,₹175,100 g
861,Roasted Peanuts - Nimboo Pudina,JABSONS,4.1,₹70,₹70,140 g - Pouch
862,Breakfast Mix - Vada,MTR,4.1,₹200,₹200,500 g
863,"Nutrition Energy Bar - Fig, Flax & Pumpkin Seeds",GoodDiet,3.9,₹350.1,₹520,10x40 g - (Multipack)
864,Digestive High Fibre Biscuits - Goodness Of Wholewheat,McVitie's,3.9,₹22.5,₹25,100 g - Pouch
865,Minute Garlic Rasam,MTR,4.1,₹40,₹40,60 g
866,Ready to Mix - Rava Idly,Swastiks,3.7,₹130,₹130,500 g
867,Syrup - Pancake,American Garden,4.3,₹1520,₹1520,2x709 ml - Multipack
868,"Choco Chip Cookie With No Maida - Healthy Biscuit, 7 Grains Protein Snacks",RiteBite Max Protein,4.2,₹600,₹600,660 g - (Pack of 12)
869,Vanilla Wafers,Britannia Treat,4.1,₹50,₹100,2x60 g - Multipack
870,Healthy Khakhra Pearl Millet Methi Bajra Methi,Tasties,3.9,₹50,₹80,180 g
871,Pickle - Mix Vegetable,Swastiks,3.9,₹80,₹80,500 g
872,Rice Vermicelli,REAL THAI,4.2,₹240,₹240,375 g - Carton
873,Oats Idli,GoodDiet,4.1,₹292.04,₹298,2x400 g - Multipack
874,No Added Sugar Muesli With Real Fruits & Nuts - High Protein,True Elements,4.4,₹676.35,₹835,1.2 kg
875,Chick Peas - Classic,American Garden,4.3,₹149,₹149,400 g - CUP
876,Honey Oats Cookies,Tasties,4,₹95.04,₹120,4x75 g - (Multipack)
877,Papad - Moong,Mother's Recipe,3.8,₹64.4,₹70,180 g
878,Ready To Eat - Chana Masala,MTR,4,₹120,₹120,300 g - Pouch
879,"Veda Marie Light Biscuits - With 5 Natural Ingredients, Tea Time Partner",Sunfeast,4.3,₹40,₹40,250 g
880,Spicy Crispy Murukku,Sowbhagya foods,4.2,₹70,₹70,200 g
881,Garlic Mixture,Sowbhagya foods,0,₹165,₹330,2 x 500 g - Multipack
882,"Cuppa Noodles - Chilli Chow, 70 g, Pack Of 3",MAGGI,4,₹150,₹150,3x70 g - Multipack
883,Bagrry`S Crunchy Diet Muesli With No Added Sugar - High Fibre  1 1 kg,Bagrrys,4.2,₹595,₹625,1 kg
884,Dairy Milk Silk Bubbly Chocolate Bar - With Cocoa Butter,Cadbury Dairy Milk Silk,4.3,₹484.51,₹555,3x120 g - Multipack
885,Dark Fantasy Choco Nut Fills Cookies,Sunfeast,4.3,₹40,₹40,75 g
886,2-Minute Spicy Manchurian Noodles,MAGGI,3.4,₹20,₹20,61 g
887,Sour Belt Mixed Fruit Flavour Soft & Chewy Toffee,Chupa Chups,4.3,₹90,₹90,3x57.6 g - Multipack (8 pcs)
888,Collection Pralines,Ferrero Rocher,0,₹775.03,₹799,172.2 g - (15 pcs)
889,Sweet - Classic Petha,Bansiwala,3.8,₹170.1,₹189,350 g
890,Sugar Free Multigrain Cookies,UNIBIC,4,₹324,₹360,6x75 g - Multipack
891,"Belgian Milk Chocolate, Velvety & Smooth",Amul,4.2,₹160,₹160,125 g
892,"Roasted Makhana - Himalayan Salted, Rich In Protein, Calcium, Yummy Snacking",Farmley,4.3,₹695,₹745,5x90 g - Multipack
893,Pasta & Pizza Sauce Herby Tomato| Red Pasta Sauce Herb,VEEBA,4,₹143.1,₹159,525 g
894,"Kerala Banana Chips - Salt & Pepper, Savoury & Crispy, Zero Cholesterol",Beyond Snack,3.9,₹85.5,₹95,125 g
895,Popped Lotus Seeds - Himalaya Salt & Pepper,MR. MAKHANA,4.1,₹114,₹120,75 g
896,Roasted Peanuts - Lemon & Chilli,JABSONS,4,₹70,₹70,140 g
897,"Oats - Dark Chocolate, Healthy, High In Fibre, Breakfast Cereal, Gluten Free",Yoga Bar,4.3,₹15,₹25,40 g
898,"Oats -Whole Grain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",Quaker,4.3,₹119,₹119,600 g - Pouch
899,"Snack Bar - Multigrain, Choco",UNIBIC,4.1,₹180,₹240,6X30 g - Multipack
900,Playz Puffs Masala Munch Namkeen,Kurkure,3.7,₹18,₹20,55 g
